GENDER,AGE10,QRACEAI,GOV,VOTE2024,CALL,EDUC25,PARTYID,PARTYIDLEAN,PHIL5,INCOME25,STECNJ,GETAHEAD25,TRACKANGR,FORTRUMPG25,TRUMP4,FAVDEM4,FAVREP4,ISSUE25NJ,QLT25NJ,TIME25G,SIZEPLAC,VOTEMETHOD,TELEPOLL,EARLYVELECTION,CHILD12,RACE2B,EDUCCOLL,AGE,ID,WEIGHT,ZIPCODE,PRECINCT,VERSION,RACE,AGE45,AGE65,GENDERBYRACE,EDUCWHITE,EDUCWHITEBYSEX25,PARTY,PARTYLEAN,PHIL3,INC50K,INC100K,INCOME3,STECNJ2,TRACKANGR2,TRUMP2,FAVDEM2,FAVREP2,TIME25GWEEK,TIME25GMONTH,SIZEPLC3,PARENTS
Female, 65-74,Black,Mikie Sherill,Kamala Harris,1.0,Associate's degree (AA or AS),Democrat,,Moderate,,,,Angry,,,,,,,,Suburbs,Election Day,Exit Poll,Election day,,Non-white,No college degree,65 or over,3885.0,1.0,10000.0,27.0,3.0,Black,45 or over,65 or over,Black women,Non-white non-college graduates,Non-whites,Democrat,Democrat/Lean Democrat,Moderate,,,,,,,,,,,Suburbs,
Female,60-64,Hispanic/Latino,Jack Ciattarelli,Donald Trump,1.0,Attended college but received no degree,Republican,,Moderate,,,,,,,,,,,,Suburbs,Election Day,Exit Poll,Election day,,Non-white,No college degree,45-64,3889.0,1.0,10000.0,20.0,3.0,Hispanic/Latino,45 or over,50-64,Latino women,Non-white non-college graduates,Non-whites,Republican,Republican/Lean Republican,Moderate,,,,,,,,,,,Suburbs,
Male,60-64,White,Mikie Sherill,Kamala Harris,2.0,"An advaned degree after a bachelor's degree (such as JD, MA, MBA, MD, PhD)",Independent,Lean Republican,Somewhat liberal,"$100,000-$199,999",,Falling behind,,Donald Trump was not a facctor,Strongly disapprove,,,4.0,,,"50,000-500,000",Election Day,Exit Poll,Election day,,White,College graduate,45-64,3897.0,1.0,10000.0,28.0,1.0,White,45 or over,50-64,White men,White college graduates,White men college graduates,Independent/Something else,Republican/Lean Republican,Liberal,"$50,000 or more","$100,000 or more","$100,000 or more",,,Disapprove,,,,,"City over 50,000",
Male,40-44,White,Jack Ciattarelli,Donald Trump,2.0,High school graduate,Republican,,Very conservative,,,,,,,,,,,,Suburbs,Election Day,Exit Poll,Election day,,White,No college degree,30-44,3902.0,1.0,10000.0,6.0,3.0,White,18-44,40-49,White men,White non-college graduates,White men non-college graduates,Republican,Republican/Lean Republican,Conservative,,,,,,,,,,,Suburbs,
Female,50-59,White,Mikie Sherill,Kamala Harris,2.0,Attended college but received no degree,Democrat,,Somewhat liberal,,Good,,,,,Somewhat favorable,Somewhat unfavorable,,4.0,Before October,"10,000-50,000",Election Day,Exit Poll,Election day,Yes,White,No college degree,45-64,3904.0,1.0,10000.0,28.0,2.0,White,45 or over,50-64,White women,White non-college graduates,White women non-college graduates,Democrat,Democrat/Lean Democrat,Liberal,,,,Excellent or good,,,Favorable,Unfavorable,Before that,Before that,Small city and Rural,Women with children
Female,45-49,Hispanic/Latino,Mikie Sherill,Kamala Harris,1.0,Associate's degree (AA or AS),Independent,Lean Republican,Somewhat liberal,,Good,,,,,Somewhat favorable,Strongly unfavorable,,2.0,Before October,"50,000-500,000",Election Day,Exit Poll,Election day,No,Non-white,No college degree,45-64,3910.0,1.0,10000.0,2.0,2.0,Hispanic/Latino,45 or over,40-49,Latino women,Non-white non-college graduates,Non-whites,Independent/Something else,Republican/Lean Republican,Liberal,,,,Excellent or good,,,Favorable,Unfavorable,Before that,Before that,"City over 50,000",Women without children
Male, 65-74,American Indian,Jack Ciattarelli,Donald Trump,3.0,Associate's degree (AA or AS),Independent,Lean Republican,Somewhat conservative,,Not so good,,,,,Strongly unfavorable,Somewhat favorable,,4.0,Before October,Suburbs,Election Day,Exit Poll,Election day,No,Non-white,No college degree,65 or over,3920.0,1.0,10000.0,17.0,2.0,Other,45 or over,65 or over,All other,Non-white non-college graduates,Non-whites,Independent/Something else,Republican/Lean Republican,Conservative,,,,Not so good or poor,,,Unfavorable,Favorable,Before that,Before that,Suburbs,Men without children
Male,45-49,Black,Mikie Sherill,Kamala Harris,3.0,"An advaned degree after a bachelor's degree (such as JD, MA, MBA, MD, PhD)",Democrat,,Very liberal,,Not so good,,,,,Strongly unfavorable,Somewhat unfavorable,,4.0,Before October,"50,000-500,000",Election Day,Exit Poll,Election day,Yes,Non-white,College graduate,45-64,3927.0,1.0,10000.0,20.0,2.0,Black,45 or over,40-49,Black men,Non-white college graduates,Non-whites,Democrat,Democrat/Lean Democrat,Liberal,,,,Not so good or poor,,,Unfavorable,Unfavorable,Before that,Before that,"City over 50,000",Men with children
Male,30-34,Black,Mikie Sherill,Kamala Harris,2.0,"An advaned degree after a bachelor's degree (such as JD, MA, MBA, MD, PhD)",Republican,,Moderate,,,,,,,,,,,,Suburbs,Election Day,Exit Poll,Election day,,Non-white,College graduate,30-44,3931.0,1.0,10000.0,8.0,3.0,Black,18-44,30-39,Black men,Non-white college graduates,Non-whites,Republican,Republican/Lean Republican,Moderate,,,,,,,,,,,Suburbs,
Male, 65-74,White,Mikie Sherill,Kamala Harris,2.0,"An advaned degree after a bachelor's degree (such as JD, MA, MBA, MD, PhD)",Democrat,,Somewhat liberal,,Good,,,,,Strongly favorable,Somewhat unfavorable,,3.0,You have known all along,Suburbs,Election Day,Exit Poll,Election day,Yes,White,College graduate,65 or over,3935.0,1.0,10000.0,1.0,2.0,White,45 or over,65 or over,White men,White college graduates,White men college graduates,Democrat,Democrat/Lean Democrat,Liberal,,,,Excellent or good,,,Favorable,Unfavorable,Before that,Before that,Suburbs,Men with children
Male,75 or over,White,Jack Ciattarelli,Donald Trump,3.0,Bachelor's degree (BA or BS),Republican,,Very conservative,,Not so good,,,,,Strongly unfavorable,Strongly unfavorable,,5.0,You have known all along,Suburbs,Election Day,Exit Poll,Election day,No,White,College graduate,65 or over,3944.0,1.0,10000.0,16.0,2.0,White,45 or over,65 or over,White men,White college graduates,White men college graduates,Republican,Republican/Lean Republican,Conservative,,,,Not so good or poor,,,Unfavorable,Unfavorable,Before that,Before that,Suburbs,Men without children
Female,18-24,Hispanic/Latino,Mikie Sherill,Kamala Harris,2.0,"An advaned degree after a bachelor's degree (such as JD, MA, MBA, MD, PhD)",Democrat,,Somewhat liberal,"$100,000-$199,999",,Holding steady,,Donald Trump was not a facctor,Strongly disapprove,,,3.0,,,Suburbs,Election Day,Exit Poll,Election day,,Non-white,College graduate,18-29,3962.0,1.0,10000.0,11.0,1.0,Hispanic/Latino,18-44,18-24,Latino women,Non-white college graduates,Non-whites,Democrat,Democrat/Lean Democrat,Liberal,"$50,000 or more","$100,000 or more","$100,000 or more",,,Disapprove,,,,,Suburbs,
Male,60-64,White,Jack Ciattarelli,Donald Trump,3.0,"An advaned degree after a bachelor's degree (such as JD, MA, MBA, MD, PhD)",Independent,Not lean either way,Moderate,"$100,000-$199,999",,Falling behind,,To support Donald Trump,Strongly approve,,,4.0,,,Suburbs,Election Day,Exit Poll,Election day,,White,College graduate,45-64,3968.0,1.0,10000.0,17.0,1.0,White,45 or over,50-64,White men,White college graduates,White men college graduates,Independent/Something else,Independent,Moderate,"$50,000 or more","$100,000 or more","$100,000 or more",,,Approve,,,,,Suburbs,
Male, 65-74,Black,Mikie Sherill,Kamala Harris,3.0,"An advaned degree after a bachelor's degree (such as JD, MA, MBA, MD, PhD)",Democrat,,Somewhat liberal,,,,Angry,,,,,,,,Suburbs,Election Day,Exit Poll,Election day,,Non-white,College graduate,65 or over,3969.0,1.0,10000.0,13.0,3.0,Black,45 or over,65 or over,Black men,Non-white college graduates,Non-whites,Democrat,Democrat/Lean Democrat,Liberal,,,,,,,,,,,Suburbs,
Female,60-64,White,Mikie Sherill,Kamala Harris,3.0,Attended college but received no degree,Democrat,,Very liberal,"$100,000-$199,999",,Falling behind,,Donald Trump was not a facctor,Strongly disapprove,,,3.0,,,Suburbs,Election Day,Exit Poll,Election day,,White,No college degree,45-64,3971.0,1.0,10000.0,14.0,1.0,White,45 or over,50-64,White women,White non-college graduates,White women non-college graduates,Democrat,Democrat/Lean Democrat,Liberal,"$50,000 or more","$100,000 or more","$100,000 or more",,,Disapprove,,,,,Suburbs,
Female,25-29,White,Mikie Sherill,Someone else,3.0,Attended college but received no degree,Democrat,,Somewhat liberal,,,,"Satisfied, but not enthusiastic, 3 Dissatisfied, but not angry",,,,,,,,Suburbs,Election Day,Exit Poll,Election day,,White,No college degree,18-29,3985.0,1.0,10000.0,14.0,3.0,White,18-44,25-29,White women,White non-college graduates,White women non-college graduates,Democrat,Democrat/Lean Democrat,Liberal,,,,,"Enthusiastic or satisfied, but not enthusiastic, 2 Dissatisfied, but not angry or angry",,,,,,Suburbs,
Female, 65-74,White,Mikie Sherill,Kamala Harris,2.0,Associate's degree (AA or AS),Independent,Lean Democrat,Moderate,,,,Angry,,,,,,,,"50,000-500,000",Election Day,Exit Poll,Election day,,White,No college degree,65 or over,3987.0,1.0,10000.0,5.0,3.0,White,45 or over,65 or over,White women,White non-college graduates,White women non-college graduates,Independent/Something else,Democrat/Lean Democrat,Moderate,,,,,,,,,,,"City over 50,000",
Male,30-34,White,Jack Ciattarelli,Donald Trump,1.0,Bachelor's degree (BA or BS),Republican,,Somewhat conservative,,,,,,,,,,,,Suburbs,Election Day,Exit Poll,Election day,,White,College graduate,30-44,3996.0,1.0,10000.0,8.0,3.0,White,18-44,30-39,White men,White college graduates,White men college graduates,Republican,Republican/Lean Republican,Conservative,,,,,,,,,,,Suburbs,
Male,18-24,White,Mikie Sherill,Kamala Harris,2.0,"An advaned degree after a bachelor's degree (such as JD, MA, MBA, MD, PhD)",Democrat,,Somewhat liberal,,,,Enthusiastic,,,,,,,,Suburbs,Election Day,Exit Poll,Election day,,White,College graduate,18-29,3999.0,1.0,10000.0,15.0,3.0,White,18-44,18-24,White men,White college graduates,White men college graduates,Democrat,Democrat/Lean Democrat,Liberal,,,,,"Enthusiastic or satisfied, but not enthusiastic, 2 Dissatisfied, but not angry or angry",,,,,,Suburbs,
Female, 65-74,White,Mikie Sherill,Kamala Harris,,Bachelor's degree (BA or BS),Republican,,Moderate,,,,Enthusiastic,,,,,,,,Suburbs,Election Day,Non Exit Poll,Election day,,White,College graduate,65 or over,1.0,1.0,10000.0,,3.0,White,45 or over,65 or over,White women,White college graduates,White women college graduates,Republican,Republican/Lean Republican,Moderate,,,,,"Enthusiastic or satisfied, but not enthusiastic, 2 Dissatisfied, but not angry or angry",,,,,,Suburbs,
Female,35-39,White,Jack Ciattarelli,Donald Trump,,Associate's degree (AA or AS),Republican,,Moderate,,,,"Satisfied, but not enthusiastic, 3 Dissatisfied, but not angry",,,,,,,,"10,000-50,000",Election Day,Non Exit Poll,Election day,,White,No college degree,30-44,9.0,1.0,10000.0,,3.0,White,18-44,30-39,White women,White non-college graduates,White women non-college graduates,Republican,Republican/Lean Republican,Moderate,,,,,"Enthusiastic or satisfied, but not enthusiastic, 2 Dissatisfied, but not angry or angry",,,,,,Small city and Rural,
Male,50-59,White,Jack Ciattarelli,Donald Trump,,"An advaned degree after a bachelor's degree (such as JD, MA, MBA, MD, PhD)",Republican,,Moderate,,Not so good,,,,,Strongly unfavorable,Somewhat favorable,,4.0,You have known all along,Suburbs,Election Day,Non Exit Poll,Election day,Yes,White,College graduate,45-64,14.0,1.0,10000.0,,2.0,White,45 or over,50-64,White men,White college graduates,White men college graduates,Republican,Republican/Lean Republican,Moderate,,,,Not so good or poor,,,Unfavorable,Favorable,Before that,Before that,Suburbs,Men with children
Male,18-24,Black,Mikie Sherill,Donald Trump,,Attended college but received no degree,Independent,Not lean either way,Moderate,,Poor,,,,,Somewhat favorable,Strongly unfavorable,,5.0,Earlier in October,"50,000-500,000",Election Day,Non Exit Poll,Election day,Yes,Non-white,No college degree,18-29,16.0,1.0,10000.0,,2.0,Black,18-44,18-24,Black men,Non-white non-college graduates,Non-whites,Independent/Something else,Independent,Moderate,,,,Not so good or poor,,,Favorable,Unfavorable,Before that,In the last month,"City over 50,000",Men with children
Female,50-59,White,Jack Ciattarelli,Donald Trump,,High school graduate,Republican,,Very conservative,,Excellent,,,,,Somewhat unfavorable,Somewhat favorable,,5.0,In the last few days,Suburbs,Election Day,Non Exit Poll,Election day,No,White,No college degree,45-64,17.0,1.0,10000.0,,2.0,White,45 or over,50-64,White women,White non-college graduates,White women non-college graduates,Republican,Republican/Lean Republican,Conservative,,,,Excellent or good,,,Unfavorable,Favorable,In the last week,In the last month,Suburbs,Women without children
Female,35-39,White,Jack Ciattarelli,Donald Trump,,"An advaned degree after a bachelor's degree (such as JD, MA, MBA, MD, PhD)",Independent,Lean Republican,Very conservative,,Not so good,,,,,Somewhat unfavorable,Somewhat favorable,,5.0,Before October,"50,000-500,000",Election Day,Non Exit Poll,Election day,Yes,White,College graduate,30-44,18.0,1.0,10000.0,,2.0,White,18-44,30-39,White women,White college graduates,White women college graduates,Independent/Something else,Republican/Lean Republican,Conservative,,,,Not so good or poor,,,Unfavorable,Favorable,Before that,Before that,"City over 50,000",Women with children
Female,35-39,Asian,Mikie Sherill,Kamala Harris,,Bachelor's degree (BA or BS),Democrat,,Somewhat liberal,"$100,000-$199,999",,Falling behind,,To oppose Donald Trump,Strongly disapprove,,,2.0,,,Rural,Election Day,Non Exit Poll,Election day,,Non-white,College graduate,30-44,20.0,1.0,10000.0,,1.0,Asian,18-44,30-39,All other,Non-white college graduates,Non-whites,Democrat,Democrat/Lean Democrat,Liberal,"$50,000 or more","$100,000 or more","$100,000 or more",,,Disapprove,,,,,Small city and Rural,
Male,50-59,White,Mikie Sherill,Kamala Harris,,Bachelor's degree (BA or BS),Democrat,,Moderate,,,,Enthusiastic,,,,,,,,Rural,Election Day,Non Exit Poll,Election day,,White,College graduate,45-64,23.0,1.0,10000.0,,3.0,White,45 or over,50-64,White men,White college graduates,White men college graduates,Democrat,Democrat/Lean Democrat,Moderate,,,,,"Enthusiastic or satisfied, but not enthusiastic, 2 Dissatisfied, but not angry or angry",,,,,,Small city and Rural,
Female, 65-74,White,Jack Ciattarelli,Donald Trump,,Associate's degree (AA or AS),Independent,Not lean either way,Somewhat conservative,,,,,,,,,,,,Suburbs,Election Day,Non Exit Poll,Election day,,White,No college degree,65 or over,28.0,1.0,10000.0,,3.0,White,45 or over,65 or over,White women,White non-college graduates,White women non-college graduates,Independent/Something else,Independent,Conservative,,,,,,,,,,,Suburbs,
Male,75 or over,White,Jack Ciattarelli,Donald Trump,,"An advaned degree after a bachelor's degree (such as JD, MA, MBA, MD, PhD)",Republican,,Moderate,,Not so good,,,,,Somewhat unfavorable,Somewhat favorable,,2.0,You have known all along,Rural,Election Day,Non Exit Poll,Election day,Yes,White,College graduate,65 or over,29.0,1.0,10000.0,,2.0,White,45 or over,65 or over,White men,White college graduates,White men college graduates,Republican,Republican/Lean Republican,Moderate,,,,Not so good or poor,,,Unfavorable,Favorable,Before that,Before that,Small city and Rural,Men with children
Female,35-39,Asian,Jack Ciattarelli,Donald Trump,,"An advaned degree after a bachelor's degree (such as JD, MA, MBA, MD, PhD)",Independent,Not lean either way,Moderate,,,,Angry,,,,,,,,Rural,Election Day,Non Exit Poll,Election day,,Non-white,College graduate,30-44,31.0,1.0,10000.0,,3.0,Asian,18-44,30-39,All other,Non-white college graduates,Non-whites,Independent/Something else,Independent,Moderate,,,,,,,,,,,Small city and Rural,
Male, 65-74,Black,Jack Ciattarelli,Donald Trump,,Bachelor's degree (BA or BS),Independent,Lean Democrat,Moderate,"$100,000-$199,999",,Getting ahead,,To support Donald Trump,Somewhat approve,,,3.0,,,"50,000-500,000",Election Day,Non Exit Poll,Election day,,Non-white,College graduate,65 or over,32.0,1.0,10000.0,,1.0,Black,45 or over,65 or over,Black men,Non-white college graduates,Non-whites,Independent/Something else,Democrat/Lean Democrat,Moderate,"$50,000 or more","$100,000 or more","$100,000 or more",,,Approve,,,,,"City over 50,000",
Male,25-29,Hispanic/Latino,Mikie Sherill,Kamala Harris,,"An advaned degree after a bachelor's degree (such as JD, MA, MBA, MD, PhD)",Democrat,,Very liberal,,Not so good,,,,,Strongly favorable,Strongly unfavorable,,4.0,In the last week,"50,000-500,000",Election Day,Non Exit Poll,Election day,No,Non-white,College graduate,18-29,34.0,1.0,10000.0,,2.0,Hispanic/Latino,18-44,25-29,Latino men,Non-white college graduates,Non-whites,Democrat,Democrat/Lean Democrat,Liberal,,,,Not so good or poor,,,Favorable,Unfavorable,In the last week,In the last month,"City over 50,000",Men without children
Male,18-24,White,Mikie Sherill,Kamala Harris,,Attended college but received no degree,Independent,Lean Democrat,Moderate,,Good,,,,,Somewhat unfavorable,Somewhat unfavorable,,5.0,Before October,Suburbs,Election Day,Non Exit Poll,Election day,No,White,No college degree,18-29,36.0,1.0,10000.0,,2.0,White,18-44,18-24,White men,White non-college graduates,White men non-college graduates,Independent/Something else,Democrat/Lean Democrat,Moderate,,,,Excellent or good,,,Unfavorable,Unfavorable,Before that,Before that,Suburbs,Men without children
Male,45-49,White,Mikie Sherill,Kamala Harris,,"An advaned degree after a bachelor's degree (such as JD, MA, MBA, MD, PhD)",Democrat,,Moderate,,,,Angry,,,,,,,,Rural,Election Day,Non Exit Poll,Election day,,White,College graduate,45-64,40.0,1.0,10000.0,,3.0,White,45 or over,40-49,White men,White college graduates,White men college graduates,Democrat,Democrat/Lean Democrat,Moderate,,,,,,,,,,,Small city and Rural,
