ID,GENDER,AGE10,QRACEAI,GOV,VOTE2024,LTGOV,ATGEN,CALL,TELEPOLL,EDUC25,PARTYID,PARTYIDLEAN,PHIL5,INCOME25,GOVTHH,BRNAGAIN,STECVA,GETAHEAD25,TRACKANGR,FORTRUMPG25,TRUMP4,FAVDEM4,FAVREP4,ISSUE25VA,QLT25VA,FORCANDVA25,TIME25G,SIZEPLAC,VOTEMETHOD,GEOCODE,EARLYVELECTION,WEIGHT,ZIPCODE,PRECINCT,VERSION,RACE,AGE,AGE45,AGE65,RACE2B,EDUCCOLL,GENDERBYRACE,EDUCWHITE,EDUCWHITEBYSEX25,PARTY,PARTYLEAN,PHIL3,INC50K,INC100K,INCOME3,WHTEVANG,STECVA2,TRACKANGR2,TRUMP2,FAVDEM2,FAVREP2,TIME25GWEEK,TIME25GMONTH,SIZEPLC3
3384.0,Male,60-64,White,Abigail Spanberger,Kamala Harris,Ghazala Hashmi,Jay Jones,,Non Exit Poll,"An advaned degree after a bachelor's degree (such as JD, MA, MBA, MD, PhD)",Democrat,,Moderate,"$50,000-$99,999",No,Yes,,Falling behind,,Donald Trump was not a facctor,Strongly disapprove,,,1.0,,,,"50,000-500,000",Early in-person,4.0,Absentee or early in-person,1.0,10000.0,,1.0,White,45-64,45 or over,50-64,White,College graduate,White men,White college graduates,White men college graduates,Democrat,Democrat/Lean Democrat,Moderate,"$50,000 or more","Less tjhan $100,000","$50,000-$99,999",Yes,,,Disapprove,,,,,"City over 50,000"
3389.0,Female,45-49,White,Winsome Earle-Sears,Donald Trump,John Reid,Jason Miyares,,Non Exit Poll,Associate's degree (AA or AS),Republican,,Very conservative,"$50,000-$99,999",No,Yes,,Holding steady,,To support Donald Trump,Somewhat approve,,,5.0,,,,Suburbs,Early in-person,1.0,Absentee or early in-person,1.0,10000.0,,1.0,White,45-64,45 or over,40-49,White,No college degree,White women,White non-college graduates,White women non-college graduates,Republican,Republican/Lean Republican,Conservative,"$50,000 or more","Less tjhan $100,000","$50,000-$99,999",Yes,,,Approve,,,,,Suburbs
3399.0,Female,75 or over,White,Abigail Spanberger,Kamala Harris,Ghazala Hashmi,Jay Jones,,Non Exit Poll,"An advaned degree after a bachelor's degree (such as JD, MA, MBA, MD, PhD)",Independent,Lean Republican,Somewhat liberal,"$30,000-$49,999",No,Yes,,Getting ahead,,Donald Trump was not a facctor,Somewhat disapprove,,,3.0,,,,Suburbs,Early in-person,5.0,Absentee or early in-person,1.0,10000.0,,1.0,White,65 or over,45 or over,65 or over,White,College graduate,White women,White college graduates,White women college graduates,Independent/Something else,Republican/Lean Republican,Liberal,"Less tjhan $50,000","Less tjhan $100,000","Less tjhan $50,000",Yes,,,Disapprove,,,,,Suburbs
3405.0,Female, 65-74,White,Abigail Spanberger,Kamala Harris,John Reid,Jason Miyares,,Non Exit Poll,Bachelor's degree (BA or BS),Democrat,,Moderate,"Under $30,000",No,Yes,,Falling behind,,Donald Trump was not a facctor,Strongly disapprove,,,3.0,,,,"50,000-500,000",Early in-person,3.0,Absentee or early in-person,1.0,10000.0,,1.0,White,65 or over,45 or over,65 or over,White,College graduate,White women,White college graduates,White women college graduates,Democrat,Democrat/Lean Democrat,Moderate,"Less tjhan $50,000","Less tjhan $100,000","Less tjhan $50,000",Yes,,,Disapprove,,,,,"City over 50,000"
3413.0,Male,75 or over,White,Winsome Earle-Sears,Donald Trump,John Reid,Jason Miyares,,Non Exit Poll,"An advaned degree after a bachelor's degree (such as JD, MA, MBA, MD, PhD)",Independent,Lean Republican,Moderate,,,Yes,Good,,,,,Somewhat unfavorable,Somewhat favorable,,1.0,,You have known all along,"50,000-500,000",Early in-person,2.0,Absentee or early in-person,1.0,10000.0,,2.0,White,65 or over,45 or over,65 or over,White,College graduate,White men,White college graduates,White men college graduates,Independent/Something else,Republican/Lean Republican,Moderate,,,,Yes,Excellent or good,,,Unfavorable,Favorable,Before that,Before that,"City over 50,000"
3439.0,Male,30-34,White,Winsome Earle-Sears,Donald Trump,John Reid,Jason Miyares,,Non Exit Poll,Attended college but received no degree,Republican,,Somewhat conservative,"$200,000-$299,999",No,Yes,,Getting ahead,,Donald Trump was not a facctor,Somewhat approve,,,4.0,,,,Suburbs,Early in-person,5.0,Absentee or early in-person,1.0,10000.0,,1.0,White,30-44,18-44,30-39,White,No college degree,White men,White non-college graduates,White men non-college graduates,Republican,Republican/Lean Republican,Conservative,"$50,000 or more","$100,000 or more","$100,000 or more",Yes,,,Approve,,,,,Suburbs
3448.0,Male,30-34,White,Abigail Spanberger,Kamala Harris,Ghazala Hashmi,Jay Jones,,Non Exit Poll,Attended college but received no degree,Democrat,,Somewhat liberal,,,Yes,Not so good,,,,,Somewhat favorable,Strongly favorable,,5.0,,In the last week,"50,000-500,000",Early in-person,4.0,Absentee or early in-person,1.0,10000.0,,2.0,White,30-44,18-44,30-39,White,No college degree,White men,White non-college graduates,White men non-college graduates,Democrat,Democrat/Lean Democrat,Liberal,,,,Yes,Not so good or poor,,,Favorable,Favorable,In the last week,In the last month,"City over 50,000"
3452.0,Male, 65-74,White,Abigail Spanberger,Kamala Harris,Ghazala Hashmi,Jay Jones,,Non Exit Poll,Associate's degree (AA or AS),Democrat,,Moderate,"$50,000-$99,999",No,Yes,,Holding steady,,Donald Trump was not a facctor,Strongly disapprove,,,3.0,,,,"50,000-500,000",Early in-person,1.0,Absentee or early in-person,1.0,10000.0,,1.0,White,65 or over,45 or over,65 or over,White,No college degree,White men,White non-college graduates,White men non-college graduates,Democrat,Democrat/Lean Democrat,Moderate,"$50,000 or more","Less tjhan $100,000","$50,000-$99,999",Yes,,,Disapprove,,,,,"City over 50,000"
3457.0,Female,45-49,White,Winsome Earle-Sears,Donald Trump,John Reid,Jason Miyares,,Non Exit Poll,High school graduate,Democrat,,Moderate,,,Yes,,,Enthusiastic,,,,,,,Against her opponents,,Rural,Early in-person,5.0,Absentee or early in-person,1.0,10000.0,,3.0,White,45-64,45 or over,40-49,White,No college degree,White women,White non-college graduates,White women non-college graduates,Democrat,Democrat/Lean Democrat,Moderate,,,,Yes,,"Enthusiastic or satisfied, but not enthusiastic, 2 Dissatisfied, but not angry or angry",,,,,,Small city and Rural
3458.0,Female,25-29,White,Abigail Spanberger,Kamala Harris,Ghazala Hashmi,Jay Jones,,Non Exit Poll,Bachelor's degree (BA or BS),Independent,Lean Republican,Somewhat liberal,,,Yes,Not so good,,,,,Strongly unfavorable,Strongly unfavorable,,4.0,,You have known all along,Suburbs,Early in-person,1.0,Absentee or early in-person,1.0,10000.0,,2.0,White,18-29,18-44,25-29,White,College graduate,White women,White college graduates,White women college graduates,Independent/Something else,Republican/Lean Republican,Liberal,,,,Yes,Not so good or poor,,,Unfavorable,Unfavorable,Before that,Before that,Suburbs
3460.0,Female, 65-74,White,Other,Donald Trump,Ghazala Hashmi,Jay Jones,,Non Exit Poll,"An advaned degree after a bachelor's degree (such as JD, MA, MBA, MD, PhD)",Republican,,Moderate,,,Yes,,,Enthusiastic,,,,,,,For your candidate,,"50,000-500,000",Early in-person,3.0,Absentee or early in-person,1.0,10000.0,,3.0,White,65 or over,45 or over,65 or over,White,College graduate,White women,White college graduates,White women college graduates,Republican,Republican/Lean Republican,Moderate,,,,Yes,,"Enthusiastic or satisfied, but not enthusiastic, 2 Dissatisfied, but not angry or angry",,,,,,"City over 50,000"
3470.0,Male,75 or over,White,Winsome Earle-Sears,Donald Trump,Ghazala Hashmi,Jason Miyares,,Non Exit Poll,"An advaned degree after a bachelor's degree (such as JD, MA, MBA, MD, PhD)",Democrat,,Very conservative,"$5300,000 or more",No,Yes,,Holding steady,,To support Donald Trump,Strongly approve,,,3.0,,,,Suburbs,Early in-person,1.0,Absentee or early in-person,1.0,10000.0,,1.0,White,65 or over,45 or over,65 or over,White,College graduate,White men,White college graduates,White men college graduates,Democrat,Democrat/Lean Democrat,Conservative,"$50,000 or more","$100,000 or more","$100,000 or more",Yes,,,Approve,,,,,Suburbs
3481.0,Female,50-59,White,Abigail Spanberger,Kamala Harris,Ghazala Hashmi,Jay Jones,,Non Exit Poll,Attended college but received no degree,Democrat,,Moderate,,,Yes,,,,,,,,,,For your candidate,,"50,000-500,000",Early in-person,1.0,Absentee or early in-person,1.0,10000.0,,3.0,White,45-64,45 or over,50-64,White,No college degree,White women,White non-college graduates,White women non-college graduates,Democrat,Democrat/Lean Democrat,Moderate,,,,Yes,,,,,,,,"City over 50,000"
3483.0,Male,75 or over,White,Winsome Earle-Sears,Donald Trump,John Reid,Jason Miyares,,Non Exit Poll,Bachelor's degree (BA or BS),Republican,,Somewhat conservative,,,Yes,Excellent,,,,,Strongly unfavorable,Somewhat unfavorable,,1.0,,Before October,"50,000-500,000",Early in-person,4.0,Absentee or early in-person,1.0,10000.0,,2.0,White,65 or over,45 or over,65 or over,White,College graduate,White men,White college graduates,White men college graduates,Republican,Republican/Lean Republican,Conservative,,,,Yes,Excellent or good,,,Unfavorable,Unfavorable,Before that,Before that,"City over 50,000"
3492.0,Female,60-64,White,Winsome Earle-Sears,Donald Trump,John Reid,Jason Miyares,,Non Exit Poll,Associate's degree (AA or AS),Republican,,Moderate,,,Yes,Not so good,,,,,Strongly unfavorable,Somewhat unfavorable,,2.0,,Before October,Rural,Early in-person,4.0,Absentee or early in-person,1.0,10000.0,,2.0,White,45-64,45 or over,50-64,White,No college degree,White women,White non-college graduates,White women non-college graduates,Republican,Republican/Lean Republican,Moderate,,,,Yes,Not so good or poor,,,Unfavorable,Unfavorable,Before that,Before that,Small city and Rural
3495.0,Female, 65-74,White,Winsome Earle-Sears,Donald Trump,Did not vote,Jason Miyares,,Non Exit Poll,"An advaned degree after a bachelor's degree (such as JD, MA, MBA, MD, PhD)",Independent,Lean Republican,Very conservative,,,Yes,,,"Satisfied, but not enthusiastic, 3 Dissatisfied, but not angry",,,,,,,For your candidate,,"10,000-50,000",Early in-person,5.0,Absentee or early in-person,1.0,10000.0,,3.0,White,65 or over,45 or over,65 or over,White,College graduate,White women,White college graduates,White women college graduates,Independent/Something else,Republican/Lean Republican,Conservative,,,,Yes,,"Enthusiastic or satisfied, but not enthusiastic, 2 Dissatisfied, but not angry or angry",,,,,,Small city and Rural
3500.0,Female,60-64,White,Abigail Spanberger,Kamala Harris,Ghazala Hashmi,Jay Jones,,Non Exit Poll,Bachelor's degree (BA or BS),Independent,Lean Republican,Moderate,"$5300,000 or more",No,Yes,,Falling behind,,Donald Trump was not a facctor,Strongly disapprove,,,4.0,,,,"50,000-500,000",Early in-person,5.0,Absentee or early in-person,1.0,10000.0,,1.0,White,45-64,45 or over,50-64,White,College graduate,White women,White college graduates,White women college graduates,Independent/Something else,Republican/Lean Republican,Moderate,"$50,000 or more","$100,000 or more","$100,000 or more",Yes,,,Disapprove,,,,,"City over 50,000"
3505.0,Male,40-44,White,Abigail Spanberger,Kamala Harris,Ghazala Hashmi,Jay Jones,,Non Exit Poll,High school graduate,Democrat,,Moderate,,,Yes,,,"Satisfied, but not enthusiastic, 3 Dissatisfied, but not angry",,,,,,,For your candidate,,Suburbs,Early in-person,2.0,Absentee or early in-person,1.0,10000.0,,3.0,White,30-44,18-44,40-49,White,No college degree,White men,White non-college graduates,White men non-college graduates,Democrat,Democrat/Lean Democrat,Moderate,,,,Yes,,"Enthusiastic or satisfied, but not enthusiastic, 2 Dissatisfied, but not angry or angry",,,,,,Suburbs
3506.0,Male,50-59,White,Abigail Spanberger,Kamala Harris,Ghazala Hashmi,Jay Jones,,Non Exit Poll,Bachelor's degree (BA or BS),Democrat,,Moderate,"$50,000-$99,999",Yes,Yes,,Falling behind,,To oppose Donald Trump,Strongly disapprove,,,5.0,,,,Suburbs,Early in-person,1.0,Absentee or early in-person,1.0,10000.0,,1.0,White,45-64,45 or over,50-64,White,College graduate,White men,White college graduates,White men college graduates,Democrat,Democrat/Lean Democrat,Moderate,"$50,000 or more","Less tjhan $100,000","$50,000-$99,999",Yes,,,Disapprove,,,,,Suburbs
3521.0,Male,75 or over,White,Winsome Earle-Sears,Donald Trump,Ghazala Hashmi,Jason Miyares,,Non Exit Poll,"An advaned degree after a bachelor's degree (such as JD, MA, MBA, MD, PhD)",Republican,,Moderate,,,Yes,Not so good,,,,,Somewhat unfavorable,Somewhat favorable,,3.0,,You have known all along,"50,000-500,000",Early in-person,5.0,Absentee or early in-person,1.0,10000.0,,2.0,White,65 or over,45 or over,65 or over,White,College graduate,White men,White college graduates,White men college graduates,Republican,Republican/Lean Republican,Moderate,,,,Yes,Not so good or poor,,,Unfavorable,Favorable,Before that,Before that,"City over 50,000"
3525.0,Male,60-64,White,Winsome Earle-Sears,Donald Trump,John Reid,Jason Miyares,,Non Exit Poll,Associate's degree (AA or AS),Republican,,Somewhat conservative,,,Yes,,,,,,,,,,For your candidate,,"50,000-500,000",Early in-person,2.0,Absentee or early in-person,1.0,10000.0,,3.0,White,45-64,45 or over,50-64,White,No college degree,White men,White non-college graduates,White men non-college graduates,Republican,Republican/Lean Republican,Conservative,,,,Yes,,,,,,,,"City over 50,000"
3526.0,Male,50-59,White,Winsome Earle-Sears,Donald Trump,John Reid,Jason Miyares,,Non Exit Poll,Attended college but received no degree,Republican,,Somewhat conservative,"$100,000-$199,999",No,Yes,,Holding steady,,To support Donald Trump,Strongly approve,,,3.0,,,,"50,000-500,000",Early in-person,2.0,Absentee or early in-person,1.0,10000.0,,1.0,White,45-64,45 or over,50-64,White,No college degree,White men,White non-college graduates,White men non-college graduates,Republican,Republican/Lean Republican,Conservative,"$50,000 or more","$100,000 or more","$100,000 or more",Yes,,,Approve,,,,,"City over 50,000"
3538.0,Female,18-24,White,Abigail Spanberger,Kamala Harris,Ghazala Hashmi,Jay Jones,,Non Exit Poll,High school graduate,Democrat,,Moderate,,,Yes,,,Angry,,,,,,,For your candidate,,Suburbs,Early in-person,4.0,Absentee or early in-person,1.0,10000.0,,3.0,White,18-29,18-44,18-24,White,No college degree,White women,White non-college graduates,White women non-college graduates,Democrat,Democrat/Lean Democrat,Moderate,,,,Yes,,,,,,,,Suburbs
3562.0,Female,30-34,White,Winsome Earle-Sears,Donald Trump,John Reid,Jason Miyares,,Non Exit Poll,Bachelor's degree (BA or BS),Republican,,Very conservative,"$30,000-$49,999",No,Yes,,Holding steady,,To support Donald Trump,Strongly approve,,,4.0,,,,Suburbs,Early in-person,3.0,Absentee or early in-person,1.0,10000.0,,1.0,White,30-44,18-44,30-39,White,College graduate,White women,White college graduates,White women college graduates,Republican,Republican/Lean Republican,Conservative,"Less tjhan $50,000","Less tjhan $100,000","Less tjhan $50,000",Yes,,,Approve,,,,,Suburbs
3569.0,Male,50-59,White,Winsome Earle-Sears,Donald Trump,John Reid,Jason Miyares,,Non Exit Poll,"An advaned degree after a bachelor's degree (such as JD, MA, MBA, MD, PhD)",Democrat,,Somewhat conservative,,,Yes,Not so good,,,,,Somewhat unfavorable,Somewhat favorable,,5.0,,You have known all along,Suburbs,Early in-person,2.0,Absentee or early in-person,1.0,10000.0,,2.0,White,45-64,45 or over,50-64,White,College graduate,White men,White college graduates,White men college graduates,Democrat,Democrat/Lean Democrat,Conservative,,,,Yes,Not so good or poor,,,Unfavorable,Favorable,Before that,Before that,Suburbs
3580.0,Male,25-29,White,Winsome Earle-Sears,Donald Trump,John Reid,Jason Miyares,,Non Exit Poll,"An advaned degree after a bachelor's degree (such as JD, MA, MBA, MD, PhD)",Republican,,Moderate,"$30,000-$49,999",No,Yes,,Holding steady,,To oppose Donald Trump,Somewhat approve,,,2.0,,,,Suburbs,Early in-person,5.0,Absentee or early in-person,1.0,10000.0,,1.0,White,18-29,18-44,25-29,White,College graduate,White men,White college graduates,White men college graduates,Republican,Republican/Lean Republican,Moderate,"Less tjhan $50,000","Less tjhan $100,000","Less tjhan $50,000",Yes,,,Approve,,,,,Suburbs
3594.0,Female,50-59,White,Abigail Spanberger,Kamala Harris,Ghazala Hashmi,Jay Jones,,Non Exit Poll,High school graduate,Democrat,,Somewhat liberal,,,Yes,Poor,,,,,Strongly favorable,Somewhat unfavorable,,2.0,,You have known all along,Suburbs,Early in-person,1.0,Absentee or early in-person,1.0,10000.0,,2.0,White,45-64,45 or over,50-64,White,No college degree,White women,White non-college graduates,White women non-college graduates,Democrat,Democrat/Lean Democrat,Liberal,,,,Yes,Not so good or poor,,,Favorable,Unfavorable,Before that,Before that,Suburbs
3602.0,Male,50-59,White,Winsome Earle-Sears,Donald Trump,Ghazala Hashmi,Jay Jones,,Non Exit Poll,High school graduate,Republican,,Very conservative,,,Yes,Good,,,,,Strongly unfavorable,Strongly unfavorable,,1.0,,Before October,Rural,Early in-person,5.0,Absentee or early in-person,1.0,10000.0,,2.0,White,45-64,45 or over,50-64,White,No college degree,White men,White non-college graduates,White men non-college graduates,Republican,Republican/Lean Republican,Conservative,,,,Yes,Excellent or good,,,Unfavorable,Unfavorable,Before that,Before that,Small city and Rural
3610.0,Female,18-24,White,Winsome Earle-Sears,Donald Trump,John Reid,Jason Miyares,,Non Exit Poll,High school graduate,Republican,,Moderate,,,Yes,Not so good,,,,,Somewhat unfavorable,Somewhat favorable,,1.0,,You have known all along,"50,000-500,000",Early in-person,2.0,Absentee or early in-person,1.0,10000.0,,2.0,White,18-29,18-44,18-24,White,No college degree,White women,White non-college graduates,White women non-college graduates,Republican,Republican/Lean Republican,Moderate,,,,Yes,Not so good or poor,,,Unfavorable,Favorable,Before that,Before that,"City over 50,000"
3619.0,Female,60-64,White,Abigail Spanberger,Kamala Harris,Ghazala Hashmi,Jay Jones,,Non Exit Poll,High school graduate,Independent,Lean Democrat,Moderate,,,Yes,,,,,,,,,,Against her opponents,,Suburbs,Early in-person,3.0,Absentee or early in-person,1.0,10000.0,,3.0,White,45-64,45 or over,50-64,White,No college degree,White women,White non-college graduates,White women non-college graduates,Independent/Something else,Democrat/Lean Democrat,Moderate,,,,Yes,,,,,,,,Suburbs
