ID,STANUM,PRECINCT,CALL,BACKSIDE,TELEPOLL,WEIGHT,NHRPRS12,SEX,QRACE3,AGE8,XAGE8,PHIL5,PARTYID,INCOME12RNH,EDUC12R,BEATOBAMA,BREAK12PRI,BRNAGAIN,ISSREP12,MARRIED,QLTREP12,RELIGN10,SATGING,SATPAUL,SATROMN,SATSANT,TEAPARTY,TIMENH12,SEXWED,AGE,AGE3,AGE45,AGE60,AGE65,OVER45,OVER65,XAGE,XAGE3,XAGE45,XAGE60,XAGE65,PARTY,PHIL2R,PHIL3R,PHIL4R,INCOME3,INC50K,INC100K,EDUCCOLL,EDUCHS,BREAKFACT,BREAKIMP,REL5,TEAPARTY3,TIMEPRIFEWDAYS,TIMEPRIMTH,TIMEPRIWK,WHNCLINC,WHTEVANG,WPROTBRN,WPROTBRN3,XQLTREP12,CANDSOK,CONTACT12R,DEBATE12R,DEFICIT12R,ECONWORR,FAVMCCA,GETAHEAD,ISSVQUAL,OBAMANG,PHILFIS5,PHILSOC5,PREVPRI,PRINCIPLES,REGNHREP,UNFAIRREP12,CONTACT12R2,DEBATE12R2,ECOWORR2,PHILFIS2,PHILFIS3,PHILSOC2,PHILSOC3,QTYPE,SIZEPLAC,SIZEPLC3,GEOCODE,REGION,VERSION,ZCODE1,ZCODE2,ZCODE3,ZCODE4
53862.0,New Hampshire,75.0,Call 2,Complete,Election day exit poll,0.878265202045441,Mitt Romney,Male,White,65 or over,65 or over,Somewhat liberal,Independent,"Under $30,000",Some college/assoc. degree,Romney,,No,The economy,No,,,,,,,Somewhat support,,Non married men,65+,60+,45+,60+,65+,45+,65+,65+,60+,45+,60+,65+,Independent/Something else,Moderate/Liberal,Moderate/Liberal,Liberal,Less than 50 thousand,Less than 50k,Less than 100k,No college degree,More than High school graduate,,,,Support,,,,Yes,All others,,,,I'm satisfied with the Republican candidates,I was not contacted at all,,Creating jobs even if that raises the budget deficit,Very worried,Unfavorable,,,,,,,,,Romney,Not contacted,,Worried,,,,,State questionnaire,"Cities 50,000-500,000","Cities over 50,000",2.0,East,Version 2,Suburb,Urban,Urban Core,Upscale
53854.0,New Hampshire,75.0,Call 2,Complete,Election day exit poll,0.889398276805878,Mitt Romney,Male,White,30-39,30-39,Moderate,Republican,"$50,000-$99,999",Some college/assoc. degree,Romney,,No,The economy,Yes,,,,,,,Neutral,,Married men,30-44,30-59,18-44,30-44,30-39,18-44,18-64,30-44,30-59,17-44,30-44,30-39,Republican,Moderate/Liberal,Moderate/Liberal,Moderate,50 to 100 thousand,50k or more,Less than 100k,No college degree,More than High school graduate,,,,Neutral,,,,No,All others,,,,I'd like to see someone else run for the nomination,I was not contacted at all,,Creating jobs even if that raises the budget deficit,Somewhat worried,Unfavorable,,,,,,,,,Gingrich,Not contacted,,Worried,,,,,State questionnaire,"Cities 50,000-500,000","Cities over 50,000",2.0,East,Version 2,Suburb,Urban,Urban Core,Upscale
53838.0,New Hampshire,58.0,Call 2,Complete,Election day exit poll,0.760669529438019,Mitt Romney,Male,White,40-44,40-44,Somewhat conservative,Republican,"$50,000-$99,999",Some college/assoc. degree,Romney,,Yes,Omit,Yes,,,,,,,Neutral,,Married men,30-44,30-59,18-44,30-44,40-49,18-44,18-64,30-44,30-59,17-44,30-44,40-49,Republican,Conservative,Somewhat conservative,Somewhat conservative,50 to 100 thousand,50k or more,Less than 100k,No college degree,More than High school graduate,,,,Neutral,,,,No,White Born-again/Evangelical Christians,,,,I'm satisfied with the Republican candidates,"Mostly by phone, mail or in person",,Creating jobs even if that raises the budget deficit,Very worried,Favorable,,,,,,,,,Omit,Contacted,,Worried,,,,,State questionnaire,"Cities 50,000-500,000","Cities over 50,000",2.0,East,Version 2,High Density Urban,Urban,Urban Core,Upscale
53804.0,New Hampshire,29.0,Call 2,Complete,Election day exit poll,1.0305255651474,Mitt Romney,Male,White,45-49,45-49,Moderate,Independent,"$200,000 or more",College graduate,Romney,,No,The economy,Yes,,,,,,,Somewhat support,,Married men,45-65,30-59,45+,45-59,40-49,45+,18-64,45-65,30-59,45+,45-59,40-49,Independent/Something else,Moderate/Liberal,Moderate/Liberal,Moderate,100 thousand or more,50k or more,100k or more,College graduate,More than High school graduate,,,,Support,,,,No,All others,,,,I'm satisfied with the Republican candidates,I was not contacted at all,,Creating jobs even if that raises the budget deficit,Very worried,Favorable,,,,,,,,,Gingrich,Not contacted,,Worried,,,,,State questionnaire,Suburbs,Suburbs,1.0,East,Version 2,Suburb,70s Suburbs,Low-Growth Suburban Perimeter,Very upscale
53760.0,New Hampshire,36.0,Call 2,Complete,Election day exit poll,1.09775698184967,Mitt Romney,Female,White,60-64,60-64,Moderate,Independent,"$100,000-$199,999",Some college/assoc. degree,Romney,,Yes,The economy,Yes,,,,,,,Somewhat support,,Married women,45-65,60+,45+,60+,50-64,45+,18-64,45-65,60+,45+,60+,50-64,Independent/Something else,Moderate/Liberal,Moderate/Liberal,Moderate,100 thousand or more,50k or more,100k or more,No college degree,More than High school graduate,,,,Support,,,,No,White Born-again/Evangelical Christians,,,,I'm satisfied with the Republican candidates,"Mostly by phone, mail or in person",,Creating jobs even if that raises the budget deficit,Very worried,Favorable,,,,,,,,,Omit,Contacted,,Worried,,,,,State questionnaire,Rural,Small Cities/Rural,5.0,East,Version 2,Low Density Rural,Rural,Rural,Upscale
53755.0,New Hampshire,73.0,Call 2,Complete,Election day exit poll,0.797755837440491,Mitt Romney,Female,White,65 or over,65 or over,Somewhat conservative,Republican,"$30,000-$49,999",Some college/assoc. degree,Romney,,No,The economy,No,,,,,,,Somewhat support,,Non married women,65+,60+,45+,60+,65+,45+,65+,65+,60+,45+,60+,65+,Republican,Conservative,Somewhat conservative,Somewhat conservative,Less than 50 thousand,Less than 50k,Less than 100k,No college degree,More than High school graduate,,,,Support,,,,Yes,All others,,,,I'm satisfied with the Republican candidates,"Mostly by phone, mail or in person",,Creating jobs even if that raises the budget deficit,Very worried,Favorable,,,,,,,,,Omit,Contacted,,Worried,,,,,State questionnaire,"Cities 50,000-500,000","Cities over 50,000",2.0,East,Version 2,Suburb,Urban,Urban Core,Very upscale
53724.0,New Hampshire,43.0,Call 2,Complete,Election day exit poll,0.853382050991058,Mitt Romney,Female,White,50-59,50-59,Somewhat liberal,Independent,"$50,000-$99,999",Some college/assoc. degree,Romney,,No,Federal budget deficit,Yes,,,,,,,Somewhat support,,Married women,45-65,30-59,45+,45-59,50-64,45+,18-64,45-65,30-59,45+,45-59,50-64,Independent/Something else,Moderate/Liberal,Moderate/Liberal,Liberal,50 to 100 thousand,50k or more,Less than 100k,No college degree,More than High school graduate,,,,Support,,,,No,All others,,,,I'm satisfied with the Republican candidates,I was not contacted at all,,Creating jobs even if that raises the budget deficit,Very worried,Favorable,,,,,,,,,Gingrich,Not contacted,,Worried,,,,,State questionnaire,Suburbs,Suburbs,2.0,East,Version 2,Suburb,70s Suburbs,High-Growth Suburban Perimeter,Very upscale
53680.0,New Hampshire,85.0,Call 1,Complete,Election day exit poll,1.12669491767883,Mitt Romney,Female,White,50-59,50-59,Somewhat liberal,Independent,"$200,000 or more",Postgraduate study,Romney,,No,The economy,Yes,,,,,,,Somewhat support,,Married women,45-65,30-59,45+,45-59,50-64,45+,18-64,45-65,30-59,45+,45-59,50-64,Independent/Something else,Moderate/Liberal,Moderate/Liberal,Liberal,100 thousand or more,50k or more,100k or more,College graduate,More than High school graduate,,,,Support,,,,No,All others,,,,I'd like to see someone else run for the nomination,I was not contacted at all,,Creating jobs even if that raises the budget deficit,Very worried,Favorable,,,,,,,,,Perry,Not contacted,,Worried,,,,,State questionnaire,Suburbs,Suburbs,5.0,East,Version 2,Suburb,60s Suburbs,Low-Growth Suburban Perimeter,Very upscale
53628.0,New Hampshire,38.0,Call 1,Complete,Election day exit poll,0.538930952548981,Mitt Romney,Male,Black,45-49,45-49,Somewhat conservative,Republican,"$200,000 or more",High school or less,Romney,,No,The economy,No,,,,,,,Neutral,,Non married men,45-65,30-59,45+,45-59,40-49,45+,18-64,45-65,30-59,45+,45-59,40-49,Republican,Conservative,Somewhat conservative,Somewhat conservative,100 thousand or more,50k or more,100k or more,No college degree,High school graduate or less,,,,Neutral,,,,No,All others,,,,I'm satisfied with the Republican candidates,I was not contacted at all,,Creating jobs even if that raises the budget deficit,Very worried,Favorable,,,,,,,,,Paul,Not contacted,,Worried,,,,,State questionnaire,Suburbs,Suburbs,1.0,East,Version 2,Suburb,70s Suburbs,High-Growth Suburban Perimeter,Very upscale
53620.0,New Hampshire,48.0,Call 1,Complete,Election day exit poll,0.76139497756958,Mitt Romney,Male,White,65 or over,65 or over,Moderate,Independent,"$100,000-$199,999",Some college/assoc. degree,Romney,,No,The economy,Yes,,,,,,,Strongly oppose,,Married men,65+,60+,45+,60+,65+,45+,65+,65+,60+,45+,60+,65+,Independent/Something else,Moderate/Liberal,Moderate/Liberal,Moderate,100 thousand or more,50k or more,100k or more,No college degree,More than High school graduate,,,,Oppose,,,,No,All others,,,,I'd like to see someone else run for the nomination,"Mostly by phone, mail or in person",,Creating jobs even if that raises the budget deficit,Very worried,Favorable,,,,,,,,,Perry,Contacted,,Worried,,,,,State questionnaire,Suburbs,Suburbs,4.0,East,Version 2,Suburb,70s Suburbs,Low-Growth Suburban Perimeter,Upscale
53602.0,New Hampshire,38.0,Call 1,Complete,Election day exit poll,1.10110950469971,Mitt Romney,Male,White,40-44,40-44,Somewhat conservative,Republican,"$50,000-$99,999",College graduate,Romney,,No,The economy,No,,,,,,,Neutral,,Non married men,30-44,30-59,18-44,30-44,40-49,18-44,18-64,30-44,30-59,17-44,30-44,40-49,Republican,Conservative,Somewhat conservative,Somewhat conservative,50 to 100 thousand,50k or more,Less than 100k,College graduate,More than High school graduate,,,,Neutral,,,,No,All others,,,,I'm satisfied with the Republican candidates,I was not contacted at all,,Creating jobs even if that raises the budget deficit,Somewhat worried,Favorable,,,,,,,,,Omit,Not contacted,,Worried,,,,,State questionnaire,Suburbs,Suburbs,1.0,East,Version 2,Suburb,70s Suburbs,High-Growth Suburban Perimeter,Very upscale
53597.0,New Hampshire,46.0,Call 1,Complete,Election day exit poll,1.27230477333069,Mitt Romney,Male,White,60-64,60-64,Very liberal,Democrat,,High school or less,Romney,,No,The economy,Yes,,,,,,,Somewhat support,,Married men,45-65,60+,45+,60+,50-64,45+,18-64,45-65,60+,45+,60+,50-64,Democrat,Moderate/Liberal,Moderate/Liberal,Liberal,,,,No college degree,High school graduate or less,,,,Support,,,,,All others,,,,I'm satisfied with the Republican candidates,I was not contacted at all,,Creating jobs even if that raises the budget deficit,Very worried,Favorable,,,,,,,,,Gingrich,Not contacted,,Worried,,,,,State questionnaire,Suburbs,Suburbs,4.0,East,Version 2,Suburb,70s Suburbs,High-Growth Suburban Perimeter,Upscale
53581.0,New Hampshire,46.0,Call 1,Complete,Election day exit poll,1.16329371929169,Mitt Romney,Male,,40-44,40-44,Somewhat liberal,Republican,"$50,000-$99,999",Some college/assoc. degree,Romney,,No,The economy,No,,,,,,,Neutral,,Non married men,30-44,30-59,18-44,30-44,40-49,18-44,18-64,30-44,30-59,17-44,30-44,40-49,Republican,Moderate/Liberal,Moderate/Liberal,Liberal,50 to 100 thousand,50k or more,Less than 100k,No college degree,More than High school graduate,,,,Neutral,,,,No,All others,,,,I'm satisfied with the Republican candidates,I was not contacted at all,,Creating jobs even if that raises the budget deficit,Very worried,Favorable,,,,,,,,,Paul,Not contacted,,Worried,,,,,State questionnaire,Suburbs,Suburbs,4.0,East,Version 2,Suburb,70s Suburbs,High-Growth Suburban Perimeter,Upscale
53546.0,New Hampshire,27.0,Call 1,Complete,Election day exit poll,0.773821890354156,Mitt Romney,Male,Black,18-24,17-24,Moderate,Independent,"$50,000-$99,999",College graduate,Romney,,No,Federal budget deficit,No,,,,,,,Somewhat oppose,,Non married men,18-29,18-29,18-44,18-29,18-24,18-44,18-64,17-29,17-29,17-44,17-29,17-24,Independent/Something else,Moderate/Liberal,Moderate/Liberal,Moderate,50 to 100 thousand,50k or more,Less than 100k,College graduate,More than High school graduate,,,,Oppose,,,,No,All others,,,,I'd like to see someone else run for the nomination,I was not contacted at all,,Creating jobs even if that raises the budget deficit,Very worried,Unfavorable,,,,,,,,,Santorum,Not contacted,,Worried,,,,,State questionnaire,Rural,Small Cities/Rural,3.0,East,Version 2,Extremely Low Density Rural,Rural,Rural,Very upscale
53545.0,New Hampshire,14.0,Call 1,Complete,Election day exit poll,1.26462554931641,Mitt Romney,Male,White,50-59,50-59,Somewhat conservative,Independent,"$30,000-$49,999",Some college/assoc. degree,Romney,,Yes,The economy,Yes,,,,,,,Strongly oppose,,Married men,45-65,30-59,45+,45-59,50-64,45+,18-64,45-65,30-59,45+,45-59,50-64,Independent/Something else,Conservative,Somewhat conservative,Somewhat conservative,Less than 50 thousand,Less than 50k,Less than 100k,No college degree,More than High school graduate,,,,Oppose,,,,Yes,White Born-again/Evangelical Christians,,,,I'm satisfied with the Republican candidates,"Mostly by phone, mail or in person",,Creating jobs even if that raises the budget deficit,Somewhat worried,Favorable,,,,,,,,,Perry,Contacted,,Worried,,,,,State questionnaire,Rural,Small Cities/Rural,3.0,East,Version 2,Low Density Rural,Rural,Rural,Very downscale
53543.0,New Hampshire,97.0,Call 1,Complete,Election day exit poll,1.29646766185761,Mitt Romney,Male,White,50-59,50-59,Moderate,Independent,"$100,000-$199,999",Some college/assoc. degree,Romney,,No,The economy,Yes,,,,,,,Neutral,,Married men,45-65,30-59,45+,45-59,50-64,45+,18-64,45-65,30-59,45+,45-59,50-64,Independent/Something else,Moderate/Liberal,Moderate/Liberal,Moderate,100 thousand or more,50k or more,100k or more,No college degree,More than High school graduate,,,,Neutral,,,,No,All others,,,,I'm satisfied with the Republican candidates,I was not contacted at all,,Creating jobs even if that raises the budget deficit,Very worried,Favorable,,,,,,,,,Romney,Not contacted,,Worried,,,,,State questionnaire,Suburbs,Suburbs,1.0,East,Version 2,Suburb,70s Suburbs,Low-Growth Suburban Perimeter,Very downscale
53542.0,New Hampshire,97.0,Call 1,Complete,Election day exit poll,1.29646766185761,Mitt Romney,Male,White,50-59,50-59,Moderate,Independent,"$100,000-$199,999",Some college/assoc. degree,Romney,,No,The economy,Yes,,,,,,,Neutral,,Married men,45-65,30-59,45+,45-59,50-64,45+,18-64,45-65,30-59,45+,45-59,50-64,Independent/Something else,Moderate/Liberal,Moderate/Liberal,Moderate,100 thousand or more,50k or more,100k or more,No college degree,More than High school graduate,,,,Neutral,,,,No,All others,,,,I'm satisfied with the Republican candidates,I was not contacted at all,,Creating jobs even if that raises the budget deficit,Very worried,Favorable,,,,,,,,,Romney,Not contacted,,Worried,,,,,State questionnaire,Suburbs,Suburbs,1.0,East,Version 2,Suburb,70s Suburbs,Low-Growth Suburban Perimeter,Very downscale
53516.0,New Hampshire,38.0,Call 1,Complete,Election day exit poll,1.13959920406342,Mitt Romney,Female,White,65 or over,65 or over,Somewhat conservative,Republican,"$200,000 or more",College graduate,Romney,,No,The economy,,,,,,,,Somewhat support,,,65+,60+,45+,60+,65+,45+,65+,65+,60+,45+,60+,65+,Republican,Conservative,Somewhat conservative,Somewhat conservative,100 thousand or more,50k or more,100k or more,College graduate,More than High school graduate,,,,Support,,,,No,All others,,,,I'm satisfied with the Republican candidates,I was not contacted at all,,Creating jobs even if that raises the budget deficit,Very worried,Favorable,,,,,,,,,Paul,Not contacted,,Worried,,,,,State questionnaire,Suburbs,Suburbs,1.0,East,Version 2,Suburb,70s Suburbs,High-Growth Suburban Perimeter,Very upscale
53501.0,New Hampshire,106.0,Call 1,Complete,Election day exit poll,1.34832262992859,Mitt Romney,Male,White,50-59,50-59,Very conservative,Republican,"$50,000-$99,999",High school or less,Romney,,No,The economy,Yes,,,,,,,Strongly support,,Married men,45-65,30-59,45+,45-59,50-64,45+,18-64,45-65,30-59,45+,45-59,50-64,Republican,Conservative,Very conservative,Very conservative,50 to 100 thousand,50k or more,Less than 100k,No college degree,High school graduate or less,,,,Support,,,,No,All others,,,,I'm satisfied with the Republican candidates,I was not contacted at all,,Creating jobs even if that raises the budget deficit,Very worried,Favorable,,,,,,,,,Gingrich,Not contacted,,Worried,,,,,State questionnaire,Rural,Small Cities/Rural,5.0,East,Version 2,Extremely Low Density Rural,Rural,Rural,Very downscale
53436.0,New Hampshire,47.0,Call 1,Complete,Election day exit poll,1.54162788391113,Mitt Romney,Female,White,65 or over,65 or over,Somewhat liberal,Independent,"Under $30,000",High school or less,Romney,,Yes,The economy,No,,,,,,,Neutral,,Non married women,65+,60+,45+,60+,65+,45+,65+,65+,60+,45+,60+,65+,Independent/Something else,Moderate/Liberal,Moderate/Liberal,Liberal,Less than 50 thousand,Less than 50k,Less than 100k,No college degree,High school graduate or less,,,,Neutral,,,,Yes,White Born-again/Evangelical Christians,,,,I'm satisfied with the Republican candidates,I was not contacted at all,,Creating jobs even if that raises the budget deficit,Very worried,Unfavorable,,,,,,,,,Omit,Not contacted,,Worried,,,,,State questionnaire,"Cities 10,000-50,000",Small Cities/Rural,3.0,East,Version 2,Suburb,Rural,Rural,Downscale
53434.0,New Hampshire,89.0,Call 1,Complete,Election day exit poll,1.54162788391113,Mitt Romney,Female,White,65 or over,65 or over,Moderate,Independent,"$50,000-$99,999",Postgraduate study,Romney,,No,The economy,Yes,,,,,,,Neutral,,Married women,65+,60+,45+,60+,65+,45+,65+,65+,60+,45+,60+,65+,Independent/Something else,Moderate/Liberal,Moderate/Liberal,Moderate,50 to 100 thousand,50k or more,Less than 100k,College graduate,More than High school graduate,,,,Neutral,,,,No,All others,,,,I'm satisfied with the Republican candidates,"Mostly by phone, mail or in person",,Creating jobs even if that raises the budget deficit,Somewhat worried,Favorable,,,,,,,,,Omit,Contacted,,Worried,,,,,State questionnaire,Rural,Small Cities/Rural,3.0,East,Version 2,Extremely Low Density Rural,Rural,Rural,Very upscale
53418.0,New Hampshire,101.0,Call 1,Complete,Election day exit poll,1.55372858047485,Mitt Romney,Female,White,45-49,45-49,,,,Postgraduate study,Romney,,,Omit,Yes,,,,,,,Omit,,Married women,45-65,30-59,45+,45-59,40-49,45+,18-64,45-65,30-59,45+,45-59,40-49,,,,,,,,College graduate,More than High school graduate,,,,Omit,,,,No,,,,,Omit,I was not contacted at all,,Creating jobs even if that raises the budget deficit,Omit,Omit,,,,,,,,,Omit,Not contacted,,Omit,,,,,State questionnaire,Rural,Small Cities/Rural,5.0,East,Version 2,Extremely Low Density Rural,Rural,Rural,Upscale
53345.0,New Hampshire,89.0,Call 1,Complete,Election day exit poll,1.5611697435379,Mitt Romney,Female,White,40-44,40-44,Very conservative,Republican,"$200,000 or more",College graduate,Romney,,No,Abortion,Yes,,,,,,,Strongly support,,Married women,30-44,30-59,18-44,30-44,40-49,18-44,18-64,30-44,30-59,17-44,30-44,40-49,Republican,Conservative,Very conservative,Very conservative,100 thousand or more,50k or more,100k or more,College graduate,More than High school graduate,,,,Support,,,,No,All others,,,,I'm satisfied with the Republican candidates,I was not contacted at all,,Creating jobs even if that raises the budget deficit,Very worried,Unfavorable,,,,,,,,,Gingrich,Not contacted,,Worried,,,,,State questionnaire,Rural,Small Cities/Rural,3.0,East,Version 2,Extremely Low Density Rural,Rural,Rural,Very upscale
