ID,STANUM,PRECINCT,CALL,BACKSIDE,TELEPOLL,WEIGHT,ILRPRS12,SEX,QRACE3,AGE8,XAGE8,PHIL5,PARTYID,INCOME12RNH,EDUC12R,BEATOBAMAFL,BREAK12PRI,BRNAGAIN,DESCRIBS12R,GINGCONSRV,ROMNCONSRV,SANTCONSRV,ISSREP12SC,MARRIED,QLTREP12,RELIGN10,SHAREREL,TEAPARTY,TIMEIL12,UNDERREP12,WORK,SEXWED,AGE,AGE3,AGE45,AGE60,AGE65,OVER45,OVER65,XAGE,XAGE3,XAGE45,XAGE60,XAGE65,PARTY,PHIL2R,PHIL3R,PHIL4R,INCOME3,INC50K,INC100K,EDUCCOLL,EDUCHS,BRNSHARE,BREAKFACT,BREAKIMP,REL5,SHAREREL2,TEAPARTY3,TEABRN,TIMEPRIFEWDAYS,TIMEPRIYEAR,WHNCLINC,WHTEVANG,WPROTBRN,WPROTBRN3,WRKWOMEN,XQLTREP12,ATTEND,ENDPRIM12R,RECOVER,TWOCANDS12R,ATTEND2,ATTREL,QTYPE,SIZEPLAC,SIZEPLC3,GEOCODE,REGION,VERSION,ZCODE1,ZCODE2,ZCODE3,ZCODE4,ZIPCODE
289540.0, Illinois,101.0,Call 1,Complete,Election day exit poll,1.56804502010345,Ron Paul,Male,Other,50-59,50-59,Moderate,Something else,"$30,000-$49,999",High school or less,Paul,A minor factor,No,,,,,The economy,Yes,Has the right experience,,,Neutral,Before that,,,Married men,45-65,30-59,45+,45-59,50-64,45+,18-64,45-65,30-59,45+,45-59,50-64,Independent/Something else,Moderate/Liberal,Moderate/Liberal,Moderate,Less than 50 thousand,Less than 50k,Less than 100k,No college degree,High school graduate or less,,A factor,Not important,,,Neutral,Neither,Earlier than that,Before January 1st,No,All others,,,,Has the right experience,,"Your candidate wins the nomination, even if the race continues for month",,Would not have voted for president,,,State questionnaire,Suburbs,Suburbs,2.0,Midwest,Version 1,High Density Urban,60s Suburbs,Urban Perimeter,Downscale,60131.0
291207.0, Illinois,22.0,Call 3,Complete,Election day exit poll,0.59657484292984,Mitt Romney,Male,White,65 or over,65 or over,Very conservative,Something else,"$50,000-$99,999",Postgraduate study,,,No,I like my candidate but with reservations,Not conservative enough,Not conservative enough,Not conservative enough,,,,Protestant,Not much,Somewhat support,,Romney,No,,65+,60+,45+,60+,65+,45+,65+,65+,60+,45+,60+,65+,Independent/Something else,Conservative,Very conservative,Very conservative,50 to 100 thousand,50k or more,Less than 100k,College graduate,More than High school graduate,Not born again,,,Protestant/Other Non-Catholic Christian,Not much or not at all,Support,Tea Party supporter and not born-again,,,No,All others,No,White Protestant non-evangelical,All others,,A few times a year,,Staying the same,,Occasionally,Protestant/Do not attend weekly,State questionnaire,Suburbs,Suburbs,3.0,Midwest,Version 2,Low Density Rural,70s Suburbs,High-Growth Suburban Perimeter,Upscale,60140.0
291206.0, Illinois,22.0,Call 3,Complete,Election day exit poll,0.724968075752258,Mitt Romney,Male,White,25-29,25-29,Very conservative,Republican,"$50,000-$99,999",College graduate,Romney,The most important factor,Yes,,,,,The economy,No,Is a true conservative,,,Neutral,Earlier this year,,,Non married men,18-29,18-29,18-44,18-29,25-29,18-44,18-64,17-29,17-29,17-44,17-29,25-29,Republican,Conservative,Very conservative,Very conservative,50 to 100 thousand,50k or more,Less than 100k,College graduate,More than High school graduate,,A factor,Important,,,Neutral,Born-again but not Tea Party supporter,Earlier than that,Since January 1st,No,White Born-again/Evangelical Christians,,,,Is a true conservative,,"Your candidate wins the nomination, even if the race continues for month",,Mitt Romney,,,State questionnaire,Suburbs,Suburbs,3.0,Midwest,Version 1,Low Density Rural,70s Suburbs,High-Growth Suburban Perimeter,Upscale,60140.0
291205.0, Illinois,22.0,Call 3,Complete,Election day exit poll,0.59657484292984,Mitt Romney,Male,White,65 or over,65 or over,Somewhat liberal,Republican,"$100,000-$199,999",High school or less,Romney,One of several important factors,Yes,,,,,Federal budget deficit,,Can defeat Barack Obama,,,Somewhat support,In the last few days,,,,65+,60+,45+,60+,65+,45+,65+,65+,60+,45+,60+,65+,Republican,Moderate/Liberal,Moderate/Liberal,Liberal,100 thousand or more,50k or more,100k or more,No college degree,High school graduate or less,,A factor,Important,,,Support,Both Tea Party supporter and born-again,Last few days,Since January 1st,No,White Born-again/Evangelical Christians,,,,Can defeat Barack Obama,,"The race ends as soon as possible, even if your candidate loses the nomination",,Mitt Romney,,,State questionnaire,Suburbs,Suburbs,3.0,Midwest,Version 1,Low Density Rural,70s Suburbs,High-Growth Suburban Perimeter,Upscale,60140.0
291204.0, Illinois,22.0,Call 3,Complete,Election day exit poll,0.689234673976898,Mitt Romney,Female,White,50-59,50-59,Very conservative,Independent,"$100,000-$199,999",College graduate,Romney,The most important factor,No,,,,,Federal budget deficit,Yes,Can defeat Barack Obama,,,Strongly support,Earlier this year,,,Married women,45-65,30-59,45+,45-59,50-64,45+,18-64,45-65,30-59,45+,45-59,50-64,Independent/Something else,Conservative,Very conservative,Very conservative,100 thousand or more,50k or more,100k or more,College graduate,More than High school graduate,,A factor,Important,,,Support,Tea Party supporter and not born-again,Earlier than that,Since January 1st,No,All others,,,,Can defeat Barack Obama,,"Your candidate wins the nomination, even if the race continues for month",,Mitt Romney,,,State questionnaire,Suburbs,Suburbs,3.0,Midwest,Version 1,Low Density Rural,70s Suburbs,High-Growth Suburban Perimeter,Upscale,60140.0
291203.0, Illinois,22.0,Call 3,Complete,Election day exit poll,0.689234673976898,Mitt Romney,Female,White,40-44,40-44,Moderate,Republican,"$200,000 or more",College graduate,Romney,A minor factor,No,,,,,The economy,Yes,Can defeat Barack Obama,,,Strongly support,Before that,,,Married women,30-44,30-59,18-44,30-44,40-49,18-44,18-64,30-44,30-59,17-44,30-44,40-49,Republican,Moderate/Liberal,Moderate/Liberal,Moderate,100 thousand or more,50k or more,100k or more,College graduate,More than High school graduate,,A factor,Not important,,,Support,Tea Party supporter and not born-again,Earlier than that,Before January 1st,No,All others,,,,Can defeat Barack Obama,,"The race ends as soon as possible, even if your candidate loses the nomination",,Mitt Romney,,,State questionnaire,Suburbs,Suburbs,3.0,Midwest,Version 1,Low Density Rural,70s Suburbs,High-Growth Suburban Perimeter,Upscale,60140.0
291202.0, Illinois,22.0,Call 3,Complete,Election day exit poll,0.61185210943222,Mitt Romney,Male,White,40-44,40-44,Somewhat conservative,Independent,"$50,000-$99,999",College graduate,Romney,One of several important factors,No,,,,,Abortion,Yes,Can defeat Barack Obama,,,Neutral,Earlier this month,,,Married men,30-44,30-59,18-44,30-44,40-49,18-44,18-64,30-44,30-59,17-44,30-44,40-49,Independent/Something else,Conservative,Somewhat conservative,Somewhat conservative,50 to 100 thousand,50k or more,Less than 100k,College graduate,More than High school graduate,,A factor,Important,,,Neutral,Neither,Earlier than that,Since January 1st,No,All others,,,,Can defeat Barack Obama,,"Your candidate wins the nomination, even if the race continues for month",,Mitt Romney,,,State questionnaire,Suburbs,Suburbs,3.0,Midwest,Version 1,Low Density Rural,70s Suburbs,High-Growth Suburban Perimeter,Upscale,60140.0
291201.0, Illinois,22.0,Call 3,Complete,Election day exit poll,0.816656708717346,Mitt Romney,Female,White,18-24,17-24,Very conservative,Republican,,High school or less,Romney,One of several important factors,Yes,,,,,The economy,No,Can defeat Barack Obama,,,Neutral,Earlier this year,,,Non married women,18-29,18-29,18-44,18-29,18-24,18-44,18-64,17-29,17-29,17-44,17-29,17-24,Republican,Conservative,Very conservative,Very conservative,,,,No college degree,High school graduate or less,,A factor,Important,,,Neutral,Born-again but not Tea Party supporter,Earlier than that,Since January 1st,,White Born-again/Evangelical Christians,,,,Can defeat Barack Obama,,"Your candidate wins the nomination, even if the race continues for month",,Mitt Romney,,,State questionnaire,Suburbs,Suburbs,3.0,Midwest,Version 1,Low Density Rural,70s Suburbs,High-Growth Suburban Perimeter,Upscale,60140.0
291200.0, Illinois,22.0,Call 3,Complete,Election day exit poll,0.724968075752258,Mitt Romney,Male,White,18-24,17-24,Somewhat conservative,Republican,,College graduate,Romney,One of several important factors,Yes,,,,,The economy,No,Can defeat Barack Obama,,,Strongly support,Just today,,,Non married men,18-29,18-29,18-44,18-29,18-24,18-44,18-64,17-29,17-29,17-44,17-29,17-24,Republican,Conservative,Somewhat conservative,Somewhat conservative,,,,College graduate,More than High school graduate,,A factor,Important,,,Support,Both Tea Party supporter and born-again,Last few days,Since January 1st,No,White Born-again/Evangelical Christians,,,,Can defeat Barack Obama,,"Your candidate wins the nomination, even if the race continues for month",,Mitt Romney,,,State questionnaire,Suburbs,Suburbs,3.0,Midwest,Version 1,Low Density Rural,70s Suburbs,High-Growth Suburban Perimeter,Upscale,60140.0
291199.0, Illinois,22.0,Call 3,Complete,Election day exit poll,0.61185210943222,Mitt Romney,Male,White,30-39,30-39,Somewhat conservative,Republican,"$100,000-$199,999",Postgraduate study,Romney,Not a factor at all,No,,,,,Federal budget deficit,Yes,Can defeat Barack Obama,,,Strongly support,Just today,,,Married men,30-44,30-59,18-44,30-44,30-39,18-44,18-64,30-44,30-59,17-44,30-44,30-39,Republican,Conservative,Somewhat conservative,Somewhat conservative,100 thousand or more,50k or more,100k or more,College graduate,More than High school graduate,,Not a factor,Not important,,,Support,Tea Party supporter and not born-again,Last few days,Since January 1st,No,All others,,,,Can defeat Barack Obama,,"The race ends as soon as possible, even if your candidate loses the nomination",,Mitt Romney,,,State questionnaire,Suburbs,Suburbs,3.0,Midwest,Version 1,Low Density Rural,70s Suburbs,High-Growth Suburban Perimeter,Upscale,60140.0
291196.0, Illinois,22.0,Call 3,Complete,Election day exit poll,0.672025203704834,Mitt Romney,Female,White,65 or over,65 or over,Moderate,Republican,"$50,000-$99,999",Some college/assoc. degree,Romney,One of several important factors,Yes,,,,,The economy,Yes,Has strong moral character,,,Neutral,Earlier this month,,,Married women,65+,60+,45+,60+,65+,45+,65+,65+,60+,45+,60+,65+,Republican,Moderate/Liberal,Moderate/Liberal,Moderate,50 to 100 thousand,50k or more,Less than 100k,No college degree,More than High school graduate,,A factor,Important,,,Neutral,Born-again but not Tea Party supporter,Earlier than that,Since January 1st,No,White Born-again/Evangelical Christians,,,,Has strong moral character,,"The race ends as soon as possible, even if your candidate loses the nomination",,Mitt Romney,,,State questionnaire,Suburbs,Suburbs,3.0,Midwest,Version 1,Low Density Rural,70s Suburbs,High-Growth Suburban Perimeter,Upscale,60140.0
291195.0, Illinois,22.0,Call 3,Complete,Election day exit poll,0.61185210943222,Mitt Romney,Male,White,50-59,50-59,Very conservative,Independent,"$50,000-$99,999",College graduate,Romney,Not a factor at all,No,,,,,Federal budget deficit,Yes,Has strong moral character,,,Strongly support,Just today,,,Married men,45-65,30-59,45+,45-59,50-64,45+,18-64,45-65,30-59,45+,45-59,50-64,Independent/Something else,Conservative,Very conservative,Very conservative,50 to 100 thousand,50k or more,Less than 100k,College graduate,More than High school graduate,,Not a factor,Not important,,,Support,Tea Party supporter and not born-again,Last few days,Since January 1st,No,All others,,,,Has strong moral character,,"Your candidate wins the nomination, even if the race continues for month",,Mitt Romney,,,State questionnaire,Suburbs,Suburbs,3.0,Midwest,Version 1,Low Density Rural,70s Suburbs,High-Growth Suburban Perimeter,Upscale,60140.0
291194.0, Illinois,22.0,Call 3,Not complete,Election day exit poll,0.59657484292984,Mitt Romney,Male,White,60-64,60-64,,,,College graduate,,,,I like my candidate but with reservations,,,,,,,,Not much,,,Gingrich,Yes,,45-65,60+,45+,60+,50-64,45+,18-64,45-65,60+,45+,60+,50-64,,,,,,,,College graduate,More than High school graduate,,,,,Not much or not at all,,,,,,,,,All others,,,,,,,,State questionnaire,Suburbs,Suburbs,3.0,Midwest,Version 2,Low Density Rural,70s Suburbs,High-Growth Suburban Perimeter,Upscale,60140.0
291193.0, Illinois,22.0,Call 3,Complete,Election day exit poll,0.689234673976898,Mitt Romney,Female,White,45-49,45-49,Somewhat liberal,Republican,"$50,000-$99,999",College graduate,,,No,I strongly favor my candidate,Omit,About right,Omit,,,,Protestant,A great deal,Strongly support,,Romney,Yes,,45-65,30-59,45+,45-59,40-49,45+,18-64,45-65,30-59,45+,45-59,40-49,Republican,Moderate/Liberal,Moderate/Liberal,Liberal,50 to 100 thousand,50k or more,Less than 100k,College graduate,More than High school graduate,Not born again,,,Protestant/Other Non-Catholic Christian,A great deal or somewhat,Support,Tea Party supporter and not born-again,,,No,All others,No,White Protestant non-evangelical,Working women,,A few times a month,,Getting worse,,Occasionally,Protestant/Do not attend weekly,State questionnaire,Suburbs,Suburbs,3.0,Midwest,Version 2,Low Density Rural,70s Suburbs,High-Growth Suburban Perimeter,Upscale,60140.0
291192.0, Illinois,22.0,Call 3,Not complete,Election day exit poll,0.689234673976898,Mitt Romney,Female,White,45-49,45-49,,,,College graduate,,,,I dislike the other candidates,,,,,,,,Not much,,,Romney,Yes,,45-65,30-59,45+,45-59,40-49,45+,18-64,45-65,30-59,45+,45-59,40-49,,,,,,,,College graduate,More than High school graduate,,,,,Not much or not at all,,,,,,,,,Working women,,,,,,,,State questionnaire,Suburbs,Suburbs,3.0,Midwest,Version 2,Low Density Rural,70s Suburbs,High-Growth Suburban Perimeter,Upscale,60140.0
291191.0, Illinois,22.0,Call 3,Complete,Election day exit poll,0.816656708717346,Mitt Romney,Female,White,18-24,17-24,Very conservative,Republican,"$30,000-$49,999",College graduate,Romney,A minor factor,Yes,,,,,The economy,No,Can defeat Barack Obama,,,Omit,In the last few days,,,Non married women,18-29,18-29,18-44,18-29,18-24,18-44,18-64,17-29,17-29,17-44,17-29,17-24,Republican,Conservative,Very conservative,Very conservative,Less than 50 thousand,Less than 50k,Less than 100k,College graduate,More than High school graduate,,A factor,Not important,,,Omit,,Last few days,Since January 1st,No,White Born-again/Evangelical Christians,,,,Can defeat Barack Obama,,"Your candidate wins the nomination, even if the race continues for month",,Rick Santorum,,,State questionnaire,Suburbs,Suburbs,3.0,Midwest,Version 1,Low Density Rural,70s Suburbs,High-Growth Suburban Perimeter,Upscale,60140.0
291177.0, Illinois,10.0,Call 3,Complete,Election day exit poll,0.970371127128601,Mitt Romney,Female,White,50-59,50-59,Moderate,Independent,"$100,000-$199,999",Some college/assoc. degree,Romney,A minor factor,No,,,,,The economy,Yes,Has the right experience,,,Somewhat oppose,Earlier this year,,,Married women,45-65,30-59,45+,45-59,50-64,45+,18-64,45-65,30-59,45+,45-59,50-64,Independent/Something else,Moderate/Liberal,Moderate/Liberal,Moderate,100 thousand or more,50k or more,100k or more,No college degree,More than High school graduate,,A factor,Not important,,,Oppose,Neither,Earlier than that,Since January 1st,No,All others,,,,Has the right experience,,"Your candidate wins the nomination, even if the race continues for month",,Mitt Romney,,,State questionnaire,Suburbs,Suburbs,3.0,Midwest,Version 1,Suburb,80s Suburbs,Low-Growth Suburban Perimeter,Very upscale,60190.0
291176.0, Illinois,10.0,Call 3,Complete,Election day exit poll,0.861424505710602,Mitt Romney,Male,White,50-59,50-59,Somewhat liberal,Republican,"$100,000-$199,999",Some college/assoc. degree,,,No,I strongly favor my candidate,Not conservative enough,About right,Not conservative enough,,,,Catholic,Not much,Neutral,,Romney,Yes,,45-65,30-59,45+,45-59,50-64,45+,18-64,45-65,30-59,45+,45-59,50-64,Republican,Moderate/Liberal,Moderate/Liberal,Liberal,100 thousand or more,50k or more,100k or more,No college degree,More than High school graduate,Not born again,,,Catholic,Not much or not at all,Neutral,Neither,,,No,All others,No,All others,All others,,Never,,Getting worse,,Never,Catholic/Do not attend weekly,State questionnaire,Suburbs,Suburbs,3.0,Midwest,Version 2,Suburb,80s Suburbs,Low-Growth Suburban Perimeter,Very upscale,60190.0
291175.0, Illinois,10.0,Call 3,Complete,Election day exit poll,0.970371127128601,Mitt Romney,Female,White,50-59,50-59,Somewhat conservative,Republican,"$100,000-$199,999",High school or less,Romney,A minor factor,No,,,,,The economy,Yes,Can defeat Barack Obama,,,Somewhat oppose,Earlier this month,,,Married women,45-65,30-59,45+,45-59,50-64,45+,18-64,45-65,30-59,45+,45-59,50-64,Republican,Conservative,Somewhat conservative,Somewhat conservative,100 thousand or more,50k or more,100k or more,No college degree,High school graduate or less,,A factor,Not important,,,Oppose,Neither,Earlier than that,Since January 1st,No,All others,,,,Can defeat Barack Obama,,"The race ends as soon as possible, even if your candidate loses the nomination",,Mitt Romney,,,State questionnaire,Suburbs,Suburbs,3.0,Midwest,Version 1,Suburb,80s Suburbs,Low-Growth Suburban Perimeter,Very upscale,60190.0
