ID,STANUM,PRECINCT,CALL,BACKSIDE,TELEPOLL,WEIGHT,TNRPRS12,SEX,QRACE3,AGE8,XAGE8,PHIL5,PARTYID,INCOME12RNH,EDUC12R,ABORTION,BEATOBAMAFL,BIZVPOL,BREAK12PRI,BRNAGAIN,DESCRIBS12R,GINGCONSRV,PAULCONSRV,ROMNCONSRV,SANTCONSRV,ISSREP12SC,MARRIED,QLTREP12,RELIGN10,SHAREREL,TEAPARTY,TIMEST12,UNDERREP12,VOTENOV12,SEXWED,AGE,AGE3,AGE45,AGE60,AGE65,OVER45,OVER65,XAGE,XAGE3,XAGE45,XAGE60,XAGE65,PARTY,PHIL2R,PHIL3R,PHIL4R,INCOME3,INC50K,INC100K,EDUCCOLL,EDUCHS,ABORT2,BRNSHARE,BREAKFACT,BREAKIMP,REL5,SHAREREL2,TEAPARTY3,TEABRN,TIMEPRIFEWDAYS,TIMEPRIYEAR,WHNCLINC,WHTEVANG,WPROTBRN,WPROTBRN3,XQLTREP12,GOVTANGR,GOVTANG2,QTYPE,SIZEPLAC,SIZEPLC3,GEOCODE,REGION,VERSION,ZCODE1,ZCODE2,ZCODE3,ZCODE4,ZIPCODE
233514.0,Tennessee,78.0,Call 1,Complete,Election day exit poll,0.64030933380127,Rick Santorum,Male,White,45-49,45-49,Very conservative,Republican,"$100,000-$199,999",Postgraduate study,,Santorum,Working in business,,Yes,I strongly favor my candidate,Too conservative,About right,Not conservative enough,About right,,,,Protestant,A great deal,Strongly support,,Paul,,,45-65,30-59,45+,45-59,40-49,45+,18-64,45-65,30-59,45+,45-59,40-49,Republican,Conservative,Very conservative,Very conservative,100 thousand or more,50k or more,100k or more,College graduate,More than High school graduate,,Born again/Think religious values of candidate matter a great deal,,,Protestant/Other Non-Catholic Christian,A great deal or somewhat,Support,Both Tea Party supporter and born-again,,,No,White Born-again/Evangelical Christians,Yes,White Protestant evangelical,,,,State questionnaire,Suburbs,Suburbs,2.0,South,Version 2,Suburb,80s Suburbs,High-Growth Suburban Perimeter,Very upscale,37167.0
235993.0,Tennessee,78.0,Call 2,Complete,Election day exit poll,0.64030933380127,Rick Santorum,Male,White,45-49,45-49,Very conservative,Republican,"$50,000-$99,999",Postgraduate study,,Santorum,Working in business,,Yes,I like my candidate but with reservations,Not conservative enough,Too conservative,Not conservative enough,About right,,,,Protestant,Somewhat,Somewhat support,,Santorum,,,45-65,30-59,45+,45-59,40-49,45+,18-64,45-65,30-59,45+,45-59,40-49,Republican,Conservative,Very conservative,Very conservative,50 to 100 thousand,50k or more,Less than 100k,College graduate,More than High school graduate,,Born again/Think religious values of candidate did not matter a great deal,,,Protestant/Other Non-Catholic Christian,A great deal or somewhat,Support,Both Tea Party supporter and born-again,,,No,White Born-again/Evangelical Christians,Yes,White Protestant evangelical,,,,State questionnaire,Suburbs,Suburbs,2.0,South,Version 2,Suburb,80s Suburbs,High-Growth Suburban Perimeter,Very upscale,37167.0
236488.0,Tennessee,78.0,Call 2,Complete,Election day exit poll,0.64030933380127,Rick Santorum,Male,White,30-39,30-39,Very conservative,Republican,"$30,000-$49,999",College graduate,Illegal in all cases,,,A minor factor,Yes,,,,,,Federal budget deficit,Yes,Is a true conservative,,,Somewhat support,Before that,,Definitely vote for the Republican nominee,Married men,30-44,30-59,18-44,30-44,30-39,18-44,18-64,30-44,30-59,17-44,30-44,30-39,Republican,Conservative,Very conservative,Very conservative,Less than 50 thousand,Less than 50k,Less than 100k,College graduate,More than High school graduate,Illegal,,A factor,Not important,,,Support,Both Tea Party supporter and born-again,Earlier than that,Before January 1st,No,White Born-again/Evangelical Christians,,,Is a true conservative,"Dissatisifed, but not angry","Dissatisifed, but not angry or angry",State questionnaire,Suburbs,Suburbs,2.0,South,Version 1,Suburb,80s Suburbs,High-Growth Suburban Perimeter,Very upscale,37167.0
236606.0,Tennessee,78.0,Call 2,Complete,Election day exit poll,0.64030933380127,Rick Santorum,Male,White,40-44,40-44,Somewhat conservative,Independent,"$50,000-$99,999",College graduate,,Gingrich,Working in government,,Yes,I strongly favor my candidate,Not conservative enough,Not conservative enough,Not conservative enough,About right,,,,Other christian,A great deal,Somewhat support,,Santorum,,,30-44,30-59,18-44,30-44,40-49,18-44,18-64,30-44,30-59,17-44,30-44,40-49,Independent/Something else,Conservative,Somewhat conservative,Somewhat conservative,50 to 100 thousand,50k or more,Less than 100k,College graduate,More than High school graduate,,Born again/Think religious values of candidate matter a great deal,,,Protestant/Other Non-Catholic Christian,A great deal or somewhat,Support,Both Tea Party supporter and born-again,,,No,White Born-again/Evangelical Christians,Yes,White Protestant evangelical,,,,State questionnaire,Suburbs,Suburbs,2.0,South,Version 2,Suburb,80s Suburbs,High-Growth Suburban Perimeter,Very upscale,37167.0
236623.0,Tennessee,78.0,Call 2,Complete,Election day exit poll,0.64030933380127,Rick Santorum,Male,White,45-49,45-49,Very conservative,Republican,"$100,000-$199,999",College graduate,,Santorum,Working in business,,Yes,I strongly favor my candidate,Not conservative enough,Not conservative enough,Not conservative enough,Not conservative enough,,,,Other christian,A great deal,Strongly support,,Santorum,,,45-65,30-59,45+,45-59,40-49,45+,18-64,45-65,30-59,45+,45-59,40-49,Republican,Conservative,Very conservative,Very conservative,100 thousand or more,50k or more,100k or more,College graduate,More than High school graduate,,Born again/Think religious values of candidate matter a great deal,,,Protestant/Other Non-Catholic Christian,A great deal or somewhat,Support,Both Tea Party supporter and born-again,,,No,White Born-again/Evangelical Christians,Yes,White Protestant evangelical,,,,State questionnaire,Suburbs,Suburbs,2.0,South,Version 2,Suburb,80s Suburbs,High-Growth Suburban Perimeter,Very upscale,37167.0
239504.0,Tennessee,78.0,Call 3,Complete,Election day exit poll,0.64030933380127,Rick Santorum,Male,White,45-49,45-49,Somewhat conservative,Republican,"$50,000-$99,999",Some college/assoc. degree,Illegal in most cases,,,One of several important factors,Yes,,,,,,The economy,No,Can defeat Barack Obama,,,Strongly support,Before that,,Definitely vote for the Republican nominee,Non married men,45-65,30-59,45+,45-59,40-49,45+,18-64,45-65,30-59,45+,45-59,40-49,Republican,Conservative,Somewhat conservative,Somewhat conservative,50 to 100 thousand,50k or more,Less than 100k,No college degree,More than High school graduate,Illegal,,A factor,Important,,,Support,Both Tea Party supporter and born-again,Earlier than that,Before January 1st,No,White Born-again/Evangelical Christians,,,Can defeat Barack Obama,Angry,"Dissatisifed, but not angry or angry",State questionnaire,Suburbs,Suburbs,2.0,South,Version 1,Suburb,80s Suburbs,High-Growth Suburban Perimeter,Very upscale,37167.0
239690.0,Tennessee,78.0,Call 3,Complete,Election day exit poll,0.64030933380127,Rick Santorum,Male,White,50-59,50-59,Somewhat conservative,Republican,"$30,000-$49,999",High school or less,,Santorum,Working in government,,Yes,I like my candidate but with reservations,About right,About right,Not conservative enough,About right,,,,Protestant,A great deal,Somewhat support,,Santorum,,,45-65,30-59,45+,45-59,50-64,45+,18-64,45-65,30-59,45+,45-59,50-64,Republican,Conservative,Somewhat conservative,Somewhat conservative,Less than 50 thousand,Less than 50k,Less than 100k,No college degree,High school graduate or less,,Born again/Think religious values of candidate matter a great deal,,,Protestant/Other Non-Catholic Christian,A great deal or somewhat,Support,Both Tea Party supporter and born-again,,,Yes,White Born-again/Evangelical Christians,Yes,White Protestant evangelical,,,,State questionnaire,Suburbs,Suburbs,2.0,South,Version 2,Suburb,80s Suburbs,High-Growth Suburban Perimeter,Very upscale,37167.0
240196.0,Tennessee,78.0,Call 3,Complete,Election day exit poll,0.64030933380127,Rick Santorum,Male,White,45-49,45-49,Very conservative,Republican,"$30,000-$49,999",Some college/assoc. degree,Illegal in most cases,,,One of several important factors,Yes,,,,,,The economy,Yes,Has strong moral character,,,Strongly support,Earlier this year,,Definitely vote for the Republican nominee,Married men,45-65,30-59,45+,45-59,40-49,45+,18-64,45-65,30-59,45+,45-59,40-49,Republican,Conservative,Very conservative,Very conservative,Less than 50 thousand,Less than 50k,Less than 100k,No college degree,More than High school graduate,Illegal,,A factor,Important,,,Support,Both Tea Party supporter and born-again,Earlier than that,Since January 1st,Yes,White Born-again/Evangelical Christians,,,Has strong moral character,Angry,"Dissatisifed, but not angry or angry",State questionnaire,Suburbs,Suburbs,2.0,South,Version 1,Suburb,80s Suburbs,High-Growth Suburban Perimeter,Very upscale,37167.0
233633.0,Tennessee,67.0,Call 1,Complete,Election day exit poll,0.641352534294128,Ron Paul,Male,White,50-59,50-59,Very conservative,Something else,"$50,000-$99,999",Some college/assoc. degree,Legal in most cases,,,A minor factor,No,,,,,,Federal budget deficit,Yes,Is a true conservative,,,Strongly support,Before that,,Probably vote for the Republican nominee,Married men,45-65,30-59,45+,45-59,50-64,45+,18-64,45-65,30-59,45+,45-59,50-64,Independent/Something else,Conservative,Very conservative,Very conservative,50 to 100 thousand,50k or more,Less than 100k,No college degree,More than High school graduate,Legal,,A factor,Not important,,,Support,Tea Party supporter and not born-again,Earlier than that,Before January 1st,No,All others,,,Is a true conservative,Angry,"Dissatisifed, but not angry or angry",State questionnaire,Rural,Small Cities/Rural,1.0,South,Version 1,Extremely Low Density Rural,Rural,Rural,Very downscale,37385.0
240500.0,Tennessee,67.0,Call 3,Complete,Election day exit poll,0.641352534294128,Ron Paul,Male,White,50-59,50-59,Very conservative,Democrat,"$30,000-$49,999",Some college/assoc. degree,Illegal in all cases,,,One of several important factors,Yes,,,,,,Abortion,,Is a true conservative,,,Somewhat support,Just today,,Definitely vote for the Republican nominee,,45-65,30-59,45+,45-59,50-64,45+,18-64,45-65,30-59,45+,45-59,50-64,Democrat,Conservative,Very conservative,Very conservative,Less than 50 thousand,Less than 50k,Less than 100k,No college degree,More than High school graduate,Illegal,,A factor,Important,,,Support,Both Tea Party supporter and born-again,Last few days,Since January 1st,Yes,White Born-again/Evangelical Christians,,,Is a true conservative,"Dissatisifed, but not angry","Dissatisifed, but not angry or angry",State questionnaire,Rural,Small Cities/Rural,1.0,South,Version 1,Extremely Low Density Rural,Rural,Rural,Very downscale,37385.0
232691.0,Tennessee,75.0,Call 1,Complete,Election day exit poll,0.642018854618073,Newt Gingrich,Female,White,50-59,50-59,,Independent,"$50,000-$99,999",Postgraduate study,Legal in most cases,,,One of several important factors,,,,,,,The economy,Yes,Can defeat Barack Obama,,,Somewhat support,Just today,,Definitely vote for the Republican nominee,Married women,45-65,30-59,45+,45-59,50-64,45+,18-64,45-65,30-59,45+,45-59,50-64,Independent/Something else,,,,50 to 100 thousand,50k or more,Less than 100k,College graduate,More than High school graduate,Legal,,A factor,Important,,,Support,,Last few days,Since January 1st,No,,,,Can defeat Barack Obama,"Satisfied, but not enthusiastic","Enthusiastic or satisfied, but not enthusiastic",State questionnaire,Suburbs,Suburbs,2.0,South,Version 1,Low Density Rural,70s Suburbs,High-Growth Suburban Perimeter,Downscale,37172.0
241196.0,Tennessee,75.0,Call 3,Complete,Election day exit poll,0.642018854618073,Newt Gingrich,Female,White,50-59,50-59,Moderate,Republican,"$30,000-$49,999",Some college/assoc. degree,,Gingrich,Working in business,,,I strongly favor my candidate,Omit,Too conservative,About right,About right,,,,Protestant,Somewhat,Strongly support,,Gingrich,,,45-65,30-59,45+,45-59,50-64,45+,18-64,45-65,30-59,45+,45-59,50-64,Republican,Moderate/Liberal,Moderate/Liberal,Moderate,Less than 50 thousand,Less than 50k,Less than 100k,No college degree,More than High school graduate,,,,,Protestant/Other Non-Catholic Christian,A great deal or somewhat,Support,,,,Yes,,,,,,,State questionnaire,Suburbs,Suburbs,2.0,South,Version 2,Low Density Rural,70s Suburbs,High-Growth Suburban Perimeter,Downscale,37172.0
241256.0,Tennessee,75.0,Call 3,Complete,Election day exit poll,0.642018854618073,Newt Gingrich,Female,White,40-44,40-44,Somewhat conservative,Independent,,Postgraduate study,Illegal in all cases,,,One of several important factors,Yes,,,,,,Omit,Yes,Can defeat Barack Obama,,,Strongly support,In the last few weeks,,Probably vote for the Republican nominee,Married women,30-44,30-59,18-44,30-44,40-49,18-44,18-64,30-44,30-59,17-44,30-44,40-49,Independent/Something else,Conservative,Somewhat conservative,Somewhat conservative,,,,College graduate,More than High school graduate,Illegal,,A factor,Important,,,Support,Both Tea Party supporter and born-again,Earlier than that,Since January 1st,No,White Born-again/Evangelical Christians,,,Can defeat Barack Obama,"Dissatisifed, but not angry","Dissatisifed, but not angry or angry",State questionnaire,Suburbs,Suburbs,2.0,South,Version 1,Low Density Rural,70s Suburbs,High-Growth Suburban Perimeter,Downscale,37172.0
233488.0,Tennessee,78.0,Call 1,Complete,Election day exit poll,0.642186880111694,Mitt Romney,Male,White,18-24,17-24,Very conservative,Republican,"$50,000-$99,999",High school or less,,Romney,Working in business,,Yes,I strongly favor my candidate,About right,About right,About right,About right,,,,Protestant,A great deal,Strongly support,,Romney,,,18-29,18-29,18-44,18-29,18-24,18-44,18-64,17-29,17-29,17-44,17-29,17-24,Republican,Conservative,Very conservative,Very conservative,50 to 100 thousand,50k or more,Less than 100k,No college degree,High school graduate or less,,Born again/Think religious values of candidate matter a great deal,,,Protestant/Other Non-Catholic Christian,A great deal or somewhat,Support,Both Tea Party supporter and born-again,,,No,White Born-again/Evangelical Christians,Yes,White Protestant evangelical,,,,State questionnaire,Suburbs,Suburbs,2.0,South,Version 2,Suburb,80s Suburbs,High-Growth Suburban Perimeter,Very upscale,37167.0
236583.0,Tennessee,78.0,Call 2,Complete,Election day exit poll,0.642186880111694,Mitt Romney,Male,White,25-29,25-29,Moderate,Republican,"$100,000-$199,999",College graduate,,Romney,Working in business,,Yes,I like my candidate but with reservations,About right,Not conservative enough,About right,About right,,,,Protestant,Not much,Neutral,,Romney,,,18-29,18-29,18-44,18-29,25-29,18-44,18-64,17-29,17-29,17-44,17-29,25-29,Republican,Moderate/Liberal,Moderate/Liberal,Moderate,100 thousand or more,50k or more,100k or more,College graduate,More than High school graduate,,Born again/Think religious values of candidate did not matter a great deal,,,Protestant/Other Non-Catholic Christian,Not much or not at all,Neutral,Born-again but not Tea Party supporter,,,No,White Born-again/Evangelical Christians,Yes,White Protestant evangelical,,,,State questionnaire,Suburbs,Suburbs,2.0,South,Version 2,Suburb,80s Suburbs,High-Growth Suburban Perimeter,Very upscale,37167.0
232870.0,Tennessee,19.0,Call 1,Complete,Election day exit poll,0.64245080947876,Mitt Romney,Female,White,65 or over,65 or over,Very conservative,Republican,"Under $30,000",Some college/assoc. degree,,Romney,Working in business,,No,I strongly favor my candidate,Omit,Omit,About right,Omit,,,,Protestant,Not at all,Somewhat support,,Romney,,,65+,60+,45+,60+,65+,45+,65+,65+,60+,45+,60+,65+,Republican,Conservative,Very conservative,Very conservative,Less than 50 thousand,Less than 50k,Less than 100k,No college degree,More than High school graduate,,Not born again,,,Protestant/Other Non-Catholic Christian,Not much or not at all,Support,Tea Party supporter and not born-again,,,Yes,All others,No,White Protestant non-evangelical,,,,State questionnaire,"Cities over 500,000","Cities over 50,000",2.0,South,Version 2,Suburb,Urban,Urban Core,Upscale,37072.0
233000.0,Tennessee,19.0,Call 1,Complete,Election day exit poll,0.64245080947876,Mitt Romney,Female,White,60-64,60-64,Somewhat conservative,Independent,"$50,000-$99,999",Postgraduate study,,Romney,Working in government,,Yes,I like my candidate but with reservations,Not conservative enough,Not conservative enough,About right,Not conservative enough,,,,Protestant,Somewhat,Somewhat oppose,,Romney,,,45-65,60+,45+,60+,50-64,45+,18-64,45-65,60+,45+,60+,50-64,Independent/Something else,Conservative,Somewhat conservative,Somewhat conservative,50 to 100 thousand,50k or more,Less than 100k,College graduate,More than High school graduate,,Born again/Think religious values of candidate did not matter a great deal,,,Protestant/Other Non-Catholic Christian,A great deal or somewhat,Oppose,Born-again but not Tea Party supporter,,,No,White Born-again/Evangelical Christians,Yes,White Protestant evangelical,,,,State questionnaire,"Cities over 500,000","Cities over 50,000",2.0,South,Version 2,Suburb,Urban,Urban Core,Upscale,37072.0
