ID,STANUM,PRECINCT,CALL,BACKSIDE,TELEPOLL,WEIGHT,OHRPRS12,SEX,QRACE3,XAGE8,PHIL5,PARTYID,INCOME12RNH,EDUC12R,ABORTION,BEATOBAMAFL,BIZVPOL,BREAK12PRI,BRNAGAIN,DESCRIBS12R,GINGCONSRV,PAULCONSRV,ROMNCONSRV,SANTCONSRV,ISSREP12SC,MARRIED,QLTREP12,RELIGN10,SATGING,SATPAUL,SATROMN,SATSANT,SHAREREL,TEAPARTY,TIMEST12,UNDERREP12,VOTENOV12,WORK,SEXWED,XAGE,XAGE3,XAGE45,XAGE60,XAGE65,PARTY,PHIL2R,PHIL3R,PHIL4R,INCOME3,INC50K,INC100K,EDUCCOLL,EDUCHS,ABORT2,BRNSHARE,BREAKFACT,BREAKIMP,REL5,SHAREREL2,TEAPARTY3,TEABRN,TIMEPRIFEWDAYS,TIMEPRIYEAR,WHNCLINC,WHTEVANG,WPROTBRN,WPROTBRN3,WRKWOMEN,XQLTREP12,CAMPREP12,ECONWORR,GOVTANGR,PHILFIS5,PHILSOC5,ECOWORR2,GOVTANG2,PHILFIS2,PHILFIS3,PHILSOC2,PHILSOC3,QTYPE,SIZEPLAC,SIZEPLC3,GEOCODE,REGION,VERSION,ZCODE1,ZCODE2,ZCODE3,ZCODE4,ZIPCODE
229325.0,Ohio,50026.0,Telephone Survey,Complete,Telephone survey,1.14736127853394,Rick Santorum,Male,White,65 or over,Very conservative,Republican,"$50,000-$99,999",College graduate,Illegal in most cases,,,,Yes,,,,,,Federal budget deficit,Yes,Has strong moral character,,,,,,,Somewhat support,Earlier this year,,Probably vote for the Republican nominee,,Married men,65+,60+,45+,60+,65+,Republican,Conservative,Very conservative,Very conservative,50 to 100 thousand,50k or more,Less than 100k,College graduate,More than High school graduate,Illegal,,,,,,Support,Both Tea Party supporter and born-again,Earlier than that,Since January 1st,No,White Born-again/Evangelical Christians,,,,Has strong moral character,,,"Dissatisifed, but not angry",,,,"Dissatisifed, but not angry or angry",,,,,State questionnaire,Suburbs,Suburbs,2.0,Midwest,Version 1,Suburb,60s Suburbs,Low-Growth Suburban Perimeter,Downscale,44601.0
229314.0,Ohio,50034.0,Telephone Survey,Complete,Telephone survey,0.905384600162506,Rick Santorum,Female,White,65 or over,Somewhat conservative,Republican,"$30,000-$49,999",High school or less,Illegal in most cases,,,,Yes,,,,,,The economy,Yes,Has the right experience,,,,,,,Somewhat support,Earlier this year,,Definitely vote for the Republican nominee,,Married women,65+,60+,45+,60+,65+,Republican,Conservative,Somewhat conservative,Somewhat conservative,Less than 50 thousand,Less than 50k,Less than 100k,No college degree,High school graduate or less,Illegal,,,,,,Support,Both Tea Party supporter and born-again,Earlier than that,Since January 1st,Yes,White Born-again/Evangelical Christians,,,,Has the right experience,,,Angry,,,,"Dissatisifed, but not angry or angry",,,,,State questionnaire,Suburbs,Suburbs,5.0,Midwest,Version 1,Suburb,60s Suburbs,Low-Growth Suburban Perimeter,Upscale,45385.0
229313.0,Ohio,50075.0,Telephone Survey,Complete,Telephone survey,4.23754930496216,Rick Santorum,Male,,65 or over,Very conservative,Republican,"$100,000-$199,999",College graduate,Illegal in all cases,,,,No,,,,,,Abortion,Yes,Has strong moral character,,,,,,,Somewhat support,Earlier this year,,Definitely vote for the Republican nominee,,Married men,65+,60+,45+,60+,65+,Republican,Conservative,Very conservative,Very conservative,100 thousand or more,50k or more,100k or more,College graduate,More than High school graduate,Illegal,,,,,,Support,Tea Party supporter and not born-again,Earlier than that,Since January 1st,No,All others,,,,Has strong moral character,,,Angry,,,,"Dissatisifed, but not angry or angry",,,,,State questionnaire,Suburbs,Suburbs,1.0,Midwest,Version 1,Suburb,70s Suburbs,High-Growth Suburban Perimeter,Very upscale,44256.0
229303.0,Ohio,50004.0,Telephone Survey,Complete,Telephone survey,2.46232461929321,Rick Santorum,Female,White,30-39,Very conservative,Independent,"$50,000-$99,999",College graduate,Illegal in all cases,,,,Yes,,,,,,The economy,Yes,Has strong moral character,,,,,,,Somewhat support,Earlier this year,,Probably vote for the Republican nominee,,Married women,30-44,30-59,17-44,30-44,30-39,Independent/Something else,Conservative,Very conservative,Very conservative,50 to 100 thousand,50k or more,Less than 100k,College graduate,More than High school graduate,Illegal,,,,,,Support,Both Tea Party supporter and born-again,Earlier than that,Since January 1st,No,White Born-again/Evangelical Christians,,,,Has strong moral character,,,"Satisfied, but not enthusiastic",,,,"Enthusiastic or satisfied, but not enthusiastic",,,,,State questionnaire,Suburbs,Suburbs,5.0,Midwest,Version 1,Suburb,70s Suburbs,Low-Growth Suburban Perimeter,Very upscale,45014.0
229278.0,Ohio,50014.0,Telephone Survey,Complete,Telephone survey,0.891977190971375,Rick Santorum,Female,White,65 or over,Somewhat conservative,Republican,"Under $30,000",High school or less,Illegal in most cases,,,,No,,,,,,Federal budget deficit,Yes,Can defeat Barack Obama,,,,,,,Somewhat support,Earlier this year,,Definitely vote for the Republican nominee,,Married women,65+,60+,45+,60+,65+,Republican,Conservative,Somewhat conservative,Somewhat conservative,Less than 50 thousand,Less than 50k,Less than 100k,No college degree,High school graduate or less,Illegal,,,,,,Support,Tea Party supporter and not born-again,Earlier than that,Since January 1st,Yes,All others,,,,Can defeat Barack Obama,,,Angry,,,,"Dissatisifed, but not angry or angry",,,,,State questionnaire,"Cities 50,000-500,000","Cities over 50,000",5.0,Midwest,Version 1,High Density Urban,Urban,Urban Core,Downscale,45420.0
229266.0,Ohio,50075.0,Telephone Survey,Complete,Telephone survey,2.05573749542236,Rick Santorum,Male,Other,40-44,Very conservative,Republican,,College graduate,Illegal in most cases,,,,Yes,,,,,,Abortion,Yes,Has the right experience,,,,,,,Somewhat support,In the last few weeks,,Definitely vote for the Republican nominee,,Married men,30-44,30-59,17-44,30-44,40-49,Republican,Conservative,Very conservative,Very conservative,,,,College graduate,More than High school graduate,Illegal,,,,,,Support,Both Tea Party supporter and born-again,Earlier than that,Since January 1st,No,All others,,,,Has the right experience,,,"Dissatisifed, but not angry",,,,"Dissatisifed, but not angry or angry",,,,,State questionnaire,Suburbs,Suburbs,1.0,Midwest,Version 1,Suburb,60s Suburbs,High-Growth Suburban Perimeter,Very upscale,44281.0
229434.0,Ohio,50058.0,Telephone Survey,Complete,Telephone survey,1.03725981712341,Rick Santorum,Male,White,60-64,Somewhat conservative,Independent,"$30,000-$49,999",Some college/assoc. degree,,Omit,Working in business,,Yes,I like my candidate but with reservations,About right,About right,Not conservative enough,Omit,,,,Protestant,,,,,Not much,Somewhat support,,Omit,,,,45-65,60+,45+,60+,50-64,Independent/Something else,Conservative,Somewhat conservative,Somewhat conservative,Less than 50 thousand,Less than 50k,Less than 100k,No college degree,More than High school graduate,,Born again/Think religious values of candidate did not matter a great deal,,,Protestant/Other Non-Catholic Christian,Not much or not at all,Support,Both Tea Party supporter and born-again,,,Yes,White Born-again/Evangelical Christians,Yes,White Protestant evangelical,,,,,,,,,,,,,,State questionnaire,Suburbs,Suburbs,4.0,Midwest,Version 2,Low Density Rural,60s Suburbs,Low-Growth Suburban Perimeter,Very downscale,43071.0
229666.0,Ohio,50050.0,Telephone Survey,Complete,Telephone survey,1.42370295524597,Rick Santorum,Male,White,65 or over,,Republican,"Under $30,000",College graduate,,,,,Yes,,,,,,Federal budget deficit,,Is a true conservative,,Omit,Dissatisfied,Dissatisfied,Satisfied,,Strongly support,,,,No,,65+,60+,45+,60+,65+,Republican,,,,Less than 50 thousand,Less than 50k,Less than 100k,College graduate,More than High school graduate,,,,,,,Support,Both Tea Party supporter and born-again,,,No,White Born-again/Evangelical Christians,,,All others,Is a true conservative,More negative this year,Very worried,,Somewhat conservative,Moderate,Worried,,Conservative,Somewhat conservative,Moderate/Liberal,Moderate/Liberal,State questionnaire,"Cities 50,000-500,000","Cities over 50,000",1.0,Midwest,Version 3,Extremely High Density Urban,Urban,Urban Core,Very downscale,44102.0
229634.0,Ohio,50076.0,Telephone Survey,Complete,Telephone survey,0.685070693492889,Rick Santorum,Female,White,65 or over,,Republican,"Under $30,000",High school or less,,,,,Yes,,,,,,The economy,,Can defeat Barack Obama,,Satisfied,Omit,Omit,Satisfied,,Strongly support,,,,No,,65+,60+,45+,60+,65+,Republican,,,,Less than 50 thousand,Less than 50k,Less than 100k,No college degree,High school graduate or less,,,,,,,Support,Both Tea Party supporter and born-again,,,Yes,White Born-again/Evangelical Christians,,,All others,Can defeat Barack Obama,About the same,Very worried,,Very conservative,Very conservative,Worried,,Conservative,Very conservative,Conservative,Very conservative,State questionnaire,"Cities 10,000-50,000",Small Cities/Rural,2.0,Midwest,Version 3,Suburb,Rural,Rural,Upscale,44646.0
229629.0,Ohio,50004.0,Telephone Survey,Complete,Telephone survey,1.55661022663116,Rick Santorum,Female,White,50-59,,Republican,"$50,000-$99,999",College graduate,,,,,Yes,,,,,,The economy,,Has strong moral character,,Satisfied,Dissatisfied,Dissatisfied,Satisfied,,Strongly support,,,,No,,45-65,30-59,45+,45-59,50-64,Republican,,,,50 to 100 thousand,50k or more,Less than 100k,College graduate,More than High school graduate,,,,,,,Support,Both Tea Party supporter and born-again,,,No,White Born-again/Evangelical Christians,,,All others,Has strong moral character,Omit,Very worried,,Very conservative,Very conservative,Worried,,Conservative,Very conservative,Conservative,Very conservative,State questionnaire,"Cities 50,000-500,000","Cities over 50,000",5.0,Midwest,Version 3,High Density Urban,Urban,Urban Core,Upscale,45224.0
229624.0,Ohio,50058.0,Telephone Survey,Complete,Telephone survey,0.72868138551712,Rick Santorum,Female,White,65 or over,,Independent,,Some college/assoc. degree,,,,,,,,,,,The economy,,Can defeat Barack Obama,,Dissatisfied,Dissatisfied,Satisfied,Satisfied,,Strongly support,,,,Yes,,65+,60+,45+,60+,65+,Independent/Something else,,,,,,,No college degree,More than High school graduate,,,,,,,Support,,,,,,,,Working women,Can defeat Barack Obama,About the same,Very worried,,Very conservative,Somewhat conservative,Worried,,Conservative,Very conservative,Conservative,Somewhat conservative,State questionnaire,Suburbs,Suburbs,4.0,Midwest,Version 3,Suburb,80s Suburbs,Urban Perimeter,Very upscale,43068.0
229623.0,Ohio,50014.0,Telephone Survey,Complete,Telephone survey,2.26863145828247,Rick Santorum,Male,White,30-39,,Something else,"$200,000 or more",College graduate,,,,,Yes,,,,,,The economy,,Can defeat Barack Obama,,Satisfied,Dissatisfied,Dissatisfied,Satisfied,,Strongly support,,,,Yes,,30-44,30-59,17-44,30-44,30-39,Independent/Something else,,,,100 thousand or more,50k or more,100k or more,College graduate,More than High school graduate,,,,,,,Support,Both Tea Party supporter and born-again,,,No,White Born-again/Evangelical Christians,,,All others,Can defeat Barack Obama,About the same,Very worried,,Very conservative,Somewhat conservative,Worried,,Conservative,Very conservative,Conservative,Somewhat conservative,State questionnaire,Suburbs,Suburbs,5.0,Midwest,Version 3,Suburb,60s Suburbs,Low-Growth Suburban Perimeter,Upscale,45309.0
229609.0,Ohio,50017.0,Telephone Survey,Complete,Telephone survey,1.72266983985901,Rick Santorum,Female,White,60-64,,Republican,"$50,000-$99,999",Some college/assoc. degree,,,,,Yes,,,,,,Omit,,Has strong moral character,,Dissatisfied,Dissatisfied,Omit,Satisfied,,Strongly support,,,,No,,45-65,60+,45+,60+,50-64,Republican,,,,50 to 100 thousand,50k or more,Less than 100k,No college degree,More than High school graduate,,,,,,,Support,Both Tea Party supporter and born-again,,,No,White Born-again/Evangelical Christians,,,All others,Has strong moral character,Omit,Very worried,,Very conservative,Very conservative,Worried,,Conservative,Very conservative,Conservative,Very conservative,State questionnaire,Rural,Small Cities/Rural,3.0,Midwest,Version 3,Low Density Rural,Rural,Rural,Upscale,43357.0
229601.0,Ohio,50058.0,Telephone Survey,Complete,Telephone survey,0.72868138551712,Rick Santorum,Female,White,65 or over,,Republican,"Under $30,000",High school or less,,,,,Yes,,,,,,Abortion,,Has strong moral character,,Satisfied,Dissatisfied,Dissatisfied,Satisfied,,Strongly support,,,,No,,65+,60+,45+,60+,65+,Republican,,,,Less than 50 thousand,Less than 50k,Less than 100k,No college degree,High school graduate or less,,,,,,,Support,Both Tea Party supporter and born-again,,,Yes,White Born-again/Evangelical Christians,,,All others,Has strong moral character,More positive this year,Very worried,,Very conservative,Very conservative,Worried,,Conservative,Very conservative,Conservative,Very conservative,State questionnaire,"Cities over 500,000","Cities over 50,000",4.0,Midwest,Version 3,High Density Urban,Urban,Urban Core,Downscale,43224.0
229594.0,Ohio,50004.0,Telephone Survey,Complete,Telephone survey,0.905039608478546,Rick Santorum,Male,White,65 or over,,Independent,"$200,000 or more",College graduate,,,,,,,,,,,The economy,,Can defeat Barack Obama,,Satisfied,Dissatisfied,Satisfied,Satisfied,,Strongly support,,,,No,,65+,60+,45+,60+,65+,Independent/Something else,,,,100 thousand or more,50k or more,100k or more,College graduate,More than High school graduate,,,,,,,Support,,,,No,,,,All others,Can defeat Barack Obama,About the same,Very worried,,Very conservative,Very conservative,Worried,,Conservative,Very conservative,Conservative,Very conservative,State questionnaire,Suburbs,Suburbs,5.0,Midwest,Version 3,Suburb,70s Suburbs,Urban Perimeter,Very upscale,45233.0
229581.0,Ohio,50033.0,Telephone Survey,Complete,Telephone survey,1.05680847167969,Rick Santorum,Female,White,65 or over,,Republican,,High school or less,,,,,Yes,,,,,,Omit,,Can defeat Barack Obama,,Satisfied,Satisfied,Satisfied,Satisfied,,Strongly support,,,,No,,65+,60+,45+,60+,65+,Republican,,,,,,,No college degree,High school graduate or less,,,,,,,Support,Both Tea Party supporter and born-again,,,,White Born-again/Evangelical Christians,,,All others,Can defeat Barack Obama,About the same,Very worried,,Very conservative,Very conservative,Worried,,Conservative,Very conservative,Conservative,Very conservative,State questionnaire,Suburbs,Suburbs,4.0,Midwest,Version 3,Suburb,60s Suburbs,Low-Growth Suburban Perimeter,Downscale,43130.0
229576.0,Ohio,50086.0,Telephone Survey,Complete,Telephone survey,0.374711394309998,Rick Santorum,Female,White,,,Republican,,,,,,,No,,,,,,The economy,,Has the right experience,,Omit,Dissatisfied,Dissatisfied,Satisfied,,Strongly support,,,,Yes,,,,,,,Republican,,,,,,,,,,,,,,,Support,Tea Party supporter and not born-again,,,,All others,,,Working women,Has the right experience,About the same,Somewhat worried,,Very conservative,Very conservative,Worried,,Conservative,Very conservative,Conservative,Very conservative,State questionnaire,"Cities 10,000-50,000",Small Cities/Rural,2.0,Midwest,Version 3,Low Density Rural,Rural,Rural,Very downscale,43812.0
229574.0,Ohio,50045.0,Telephone Survey,Complete,Telephone survey,0.573624908924103,Rick Santorum,Female,White,65 or over,,Republican,"$50,000-$99,999",High school or less,,,,,Yes,,,,,,Federal budget deficit,,Is a true conservative,,Satisfied,Dissatisfied,Satisfied,Satisfied,,Strongly support,,,,No,,65+,60+,45+,60+,65+,Republican,,,,50 to 100 thousand,50k or more,Less than 100k,No college degree,High school graduate or less,,,,,,,Support,Both Tea Party supporter and born-again,,,No,White Born-again/Evangelical Christians,,,All others,Is a true conservative,More negative this year,Very worried,,Very conservative,Very conservative,Worried,,Conservative,Very conservative,Conservative,Very conservative,State questionnaire,Suburbs,Suburbs,1.0,Midwest,Version 3,Suburb,60s Suburbs,Urban Perimeter,Very upscale,44017.0
229561.0,Ohio,50009.0,Telephone Survey,Complete,Telephone survey,1.55661022663116,Rick Santorum,Female,White,50-59,,Republican,"$50,000-$99,999",High school or less,,,,,Yes,,,,,,Abortion,,Has the right experience,,Omit,Dissatisfied,Dissatisfied,Satisfied,,Strongly support,,,,No,,45-65,30-59,45+,45-59,50-64,Republican,,,,50 to 100 thousand,50k or more,Less than 100k,No college degree,High school graduate or less,,,,,,,Support,Both Tea Party supporter and born-again,,,No,White Born-again/Evangelical Christians,,,All others,Has the right experience,About the same,Very worried,,Very conservative,Very conservative,Worried,,Conservative,Very conservative,Conservative,Very conservative,State questionnaire,Suburbs,Suburbs,5.0,Midwest,Version 3,Suburb,70s Suburbs,Urban Perimeter,Very upscale,45150.0
229560.0,Ohio,50073.0,Telephone Survey,Complete,Telephone survey,1.12581992149353,Rick Santorum,Female,White,60-64,,Republican,"$100,000-$199,999",College graduate,,,,,No,,,,,,Federal budget deficit,,Can defeat Barack Obama,,Satisfied,Dissatisfied,Satisfied,Satisfied,,Strongly support,,,,No,,45-65,60+,45+,60+,50-64,Republican,,,,100 thousand or more,50k or more,100k or more,College graduate,More than High school graduate,,,,,,,Support,Tea Party supporter and not born-again,,,No,All others,,,All others,Can defeat Barack Obama,About the same,Very worried,,Very conservative,Moderate,Worried,,Conservative,Very conservative,Moderate/Liberal,Moderate/Liberal,State questionnaire,Suburbs,Suburbs,4.0,Midwest,Version 3,Suburb,70s Suburbs,Urban Perimeter,Very upscale,43085.0
229549.0,Ohio,50034.0,Telephone Survey,Complete,Telephone survey,1.11300826072693,Rick Santorum,Female,White,60-64,,Something else,"$50,000-$99,999",Some college/assoc. degree,,,,,Yes,,,,,,The economy,,Can defeat Barack Obama,,Satisfied,Dissatisfied,Satisfied,Satisfied,,Strongly support,,,,No,,45-65,60+,45+,60+,50-64,Independent/Something else,,,,50 to 100 thousand,50k or more,Less than 100k,No college degree,More than High school graduate,,,,,,,Support,Both Tea Party supporter and born-again,,,No,White Born-again/Evangelical Christians,,,All others,Can defeat Barack Obama,About the same,Very worried,,Very conservative,Very conservative,Worried,,Conservative,Very conservative,Conservative,Very conservative,State questionnaire,Suburbs,Suburbs,5.0,Midwest,Version 3,Suburb,70s Suburbs,Urban Perimeter,Very upscale,45434.0
