ID,ABORT2,ABORTION,AGE,AGE3,AGE45,AGE60,AGE65,AGE8,AGEBLACK,AGEBYRACE,AGEBYRACE08,ATTEND,ATTEND2,ATTREL,BACKSIDE,BREAK12,BREAK12A,BREAK12B,BRNAGAIN,CALL,CDNUM,CELLPHONE,CELLULAR,CHILD12,DESCRIBP12,ECONBETT,ECONBLAME12,ECONDIR,ECONFAIR,ECONISS12,EDUC10,EDUCCOLL,EDUCHS,EDUCWHITE,FAVOBAMA2,FAVROMN2,FINSIT,GAY,GEOCODE,GOVTDO10,HANDLEDEF12,HANDLEECON12,HANDLEMED12,HEALTHCARE12,HEALTHCARE12B,HOUNY12,IMMDEPORT,INC100K,INC30K,INC50K,INCOME12GEN,INCOME3,INCWHITE,INTL12,INTLOBAMA,INTLROMNEY,INTOUCH12,ISSUE12,LANDPHONE,LATINO,MARCHILD,MARRIED,NEC,NEC2,OBAMA2,OBAMA4,OBAMANG,OBAMANG2,OBAMARICH,OVER45,OVER65,PARENTS,PARTY,PARTYBLACK,PARTYBYRACE,PARTYID,PARTYWHITE,PHIL3,PRECINCT,PRSNY12,QLT12,QRACE3,QRACEAI,QTYPE,RACE,REGION,REL5,RELIGN10,ROMNRICH,SAMESEXM12,SENNY12,SEX,SEXBYRACE,SEXWED,SIZEPLAC,SIZEPLC3,SPANISHQ,STANUM,TAXDEF,TAXINC12,TEAPARTY12,TELEPOLL,TIME12,TIME12FEWD,TIME12MTH,TRACK,UNIONHH12,VERSION,WHITEREL,WHNCLINC,WHTEVANG,WORK,WORKPARENT,WORKSEX,WPROTBRN,WPROTBRN3,WRKWOMEN,ZCODE1,ZCODE2,ZCODE3,ZCODE4,ZIPCODE,WEIGHT
72091.0,,,30-44,30-59,18-44,30-44,40-49,40-44,Non Black 30-44,Latino 30-44,Latino 30-44,,,,Complete,,,,,Call 3,4.0,,,,,Getting better,George W. Bush,Getting better,,Unemployment,No high school diploma,No college degree,High school graduate or less,Non white no college degree,,,,,2.0,,,,,,,The Democratic candidate,,Less than 100k,"Under $30,000",Less than 50k,"Under $30,000",Less than 50 thousand,"Under $50,000 and non white",,,,,The economy,,Yes,,Yes,Not so good,Not so good or poor,,,Enthusiastic,"Enthusiastic or satisfied, but not enthusiastic",,18-44,18-64,,Democrat,Non-black Democrat,Latino Democrat,Democrat,Non-White Democrats,Liberal,56.0,Barack Obama,Cares about people like me,Other,Hispanic/Latino,National questionnaire,Hispanic/Latino,East,,,,,Kirsten Gillibrand,Male,Latino men,Married men,Suburbs,Suburbs,English, New York,No,,,Election day exit poll,,,,,,Version 2,,No,,,,,,,,Extremely High Density Urban,60s Suburbs,Urban Perimeter,Very upscale,11581.0,0.805122911930084
72089.0,,,30-44,30-59,18-44,30-44,40-49,40-44,Non Black 30-44,Latino 30-44,Latino 30-44,,,,Complete,,,,,Call 3,4.0,,,,,Getting better,George W. Bush,Getting better,,Unemployment,No high school diploma,No college degree,High school graduate or less,Non white no college degree,,,,,2.0,,,,,,,The Democratic candidate,,Less than 100k,"Under $30,000",Less than 50k,"Under $30,000",Less than 50 thousand,"Under $50,000 and non white",,,,,The economy,,Yes,,Yes,Not so good,Not so good or poor,,,Enthusiastic,"Enthusiastic or satisfied, but not enthusiastic",,18-44,18-64,,Democrat,Non-black Democrat,Latino Democrat,Democrat,Non-White Democrats,Liberal,56.0,Barack Obama,Cares about people like me,Other,Hispanic/Latino,National questionnaire,Hispanic/Latino,East,,,,,Kirsten Gillibrand,Male,Latino men,Married men,Suburbs,Suburbs,English, New York,No,,,Election day exit poll,,,,,,Version 2,,No,,,,,,,,Extremely High Density Urban,60s Suburbs,Urban Perimeter,Very upscale,11581.0,0.805122911930084
15395.0,,,45-65,30-59,45+,45-59,40-49,45-49,Black 45-59,Black 45-59,Black 45-64,,,,Complete,,,,,Call 1,15.0,,,,,Staying about the same,George W. Bush,Poor and staying the same,,Unemployment,Some college/assoc. degree,No college degree,More than High school graduate,Non white no college degree,,,,,1.0,,,,,,,The Democratic candidate,,100k or more,"$30,000 or more",50k or more,"$100,000 - $199,999",100 thousand or more,"Over $50,000 and non white",,,,,The economy,,No,,Yes,Not so good,Not so good or poor,,,"Satisfied, but not enthusiastic","Enthusiastic or satisfied, but not enthusiastic",,45+,18-64,,Independent/Something else,Black non-Democrat,Black Independent,Independent,All others,Moderate,5.0,Barack Obama,Shares my values,Black,Black,National questionnaire,Black,East,,,,,Kirsten Gillibrand,Male,Black men,Married men,"Cities over 500,000","Cities over 50,000",English, New York,Yes,,,Election day exit poll,,,,,,Version 2,,No,,,,,,,,Extremely High Density Urban,Urban,Urban Core,Very downscale,10457.0,1.0378223657608
72074.0,,,45-65,30-59,45+,45-59,50-64,50-59,Non Black 45-59,White 45-59,White 45-64,,,,Complete,,,,,Call 3,16.0,Yes,Both regular land-line and cell phone service,Yes,,,,,,,College graduate,College graduate,More than High school graduate,White college degree,Favorable,Unfavorable,,No,1.0,,,,,,,The Democratic candidate,,Less than 100k,"$30,000 or more",Less than 50k,"$30,000 - $49,999",Less than 50 thousand,"Under $50,000 and white",,,,,,Yes,No,Married with children,Yes,,,,,,,The middle class,45+,18-64,Women with children,Democrat,Non-black Democrat,White Democrat,Democrat,White Democrat,Moderate,8.0,Barack Obama,,White,White,National questionnaire,White,East,None,None,The rich,,Kirsten Gillibrand,Female,White women,Married women,"Cities over 500,000","Cities over 50,000",English, New York,,,,Election day exit poll,,,,Generally going in the right direction,No,Version 5,White none,No,,No,Mothers with no full time job,Non-working women,,,All others,Extremely High Density Urban,Urban,Urban Core,Upscale,10463.0,0.537257552146912
48774.0,,,18-29,18-29,18-44,18-29,25-29,25-29,Non Black 18-29,Latino 18-29,Latino 18-29,,,,Complete,,,,,Call 3,13.0,,,,,Staying about the same,George W. Bush,Poor and staying the same,,Rising prices,College graduate,College graduate,More than High school graduate,Non white college degree,,,,,1.0,,,,,,,The Democratic candidate,,Less than 100k,"$30,000 or more",50k or more,"$50,000 - $99,999",50 to 100 thousand,"Over $50,000 and non white",,,,,The economy,,Yes,,No,Not so good,Not so good or poor,,,"Satisfied, but not enthusiastic","Enthusiastic or satisfied, but not enthusiastic",,18-44,18-64,,Democrat,Non-black Democrat,Latino Democrat,Democrat,Non-White Democrats,Liberal,7.0,Barack Obama,Cares about people like me,Other,Hispanic/Latino,National questionnaire,Hispanic/Latino,East,,,,,Kirsten Gillibrand,Female,Latino women,Non married women,"Cities over 500,000","Cities over 50,000",English, New York,No,,,Election day exit poll,,,,,,Version 2,,No,,,,,,,,Extremely High Density Urban,Urban,Urban Core,Upscale,10463.0,1.29654335975647
15384.0,,,30-44,30-59,18-44,30-44,40-49,40-44,Non Black 30-44,White 30-44,White 30-44,,,,Complete,,,,,Call 1,14.0,,,,,,,,Favors the wealthy,,College graduate,College graduate,More than High school graduate,White college degree,,,,No,1.0,,Barack Obama,Barack Obama,Barack Obama,Expand it,Expand it or leave it as is,The Democratic candidate,,Less than 100k,"$30,000 or more",50k or more,"$50,000 - $99,999",50 to 100 thousand,"Over $50,000 and white",Only Barack Obama,Yes,No,Barack Obama,,,No,,,,,Approve,Strongly approve,,,,18-44,18-64,,Democrat,Non-black Democrat,White Democrat,Democrat,White Democrat,Liberal,79.0,Barack Obama,,White,White,National questionnaire,White,East,,,,,Kirsten Gillibrand,Female,White women,,"Cities over 500,000","Cities over 50,000",English, New York,,"Increase only on income over $250,000",,Election day exit poll,,,,,,Version 4,,No,,,,,,,,Extremely High Density Urban,Urban,Urban Core,Downscale,11104.0,1.11927723884583
47775.0,Legal,Legal in all cases,30-44,30-59,18-44,30-44,30-39,30-39,Non Black 30-44,White 30-44,White 30-44,Never,Never,All others,Complete,,,,No,Call 2,4.0,,,No,I like my candidate but with reservations,,,,,,College graduate,College graduate,More than High school graduate,White college degree,,,,,2.0,,,,,,,The Democratic candidate,Offered a chance to apply for legal status,Less than 100k,"$30,000 or more",50k or more,"$50,000 - $99,999",50 to 100 thousand,"Over $50,000 and white",,,,,,,No,All others,No,,,,,,,,18-44,18-64,Women without children,Independent/Something else,Non-black non-Democrat,White Independent,Something else,White Independent,Liberal,56.0,Barack Obama,,White,White,National questionnaire,White,East,None,None,,Yes,Kirsten Gillibrand,Female,White women,Non married women,Suburbs,Suburbs,English, New York,,,Oppose,Election day exit poll,,,,,,Version 3,White none,No,All others,,,,No,All others,,Extremely High Density Urban,60s Suburbs,Urban Perimeter,Very upscale,11581.0,0.709608733654022
43725.0,,,45-65,30-59,45+,45-59,50-64,50-59,Non Black 45-59,White 45-59,White 45-64,,,,Complete,,,,,Call 2,3.0,,,,,Getting better,George W. Bush,Getting better,,Unemployment,College graduate,College graduate,More than High school graduate,White college degree,,,,,2.0,,,,,,,The Democratic candidate,,100k or more,"$30,000 or more",50k or more,"$200,000 - $249,999",100 thousand or more,"Over $50,000 and white",,,,,The economy,,No,,Yes,Not so good,Not so good or poor,,,"Satisfied, but not enthusiastic","Enthusiastic or satisfied, but not enthusiastic",,45+,18-64,,Democrat,Non-black Democrat,White Democrat,Democrat,White Democrat,Liberal,64.0,Barack Obama,Shares my values,White,White,National questionnaire,White,East,,,,,Kirsten Gillibrand,Female,White women,Married women,Suburbs,Suburbs,English, New York,No,,,Election day exit poll,,,,,,Version 2,,No,,,,,,,,High Density Urban,60s Suburbs,Urban Perimeter,Very upscale,11579.0,0.71960324048996
15379.0,,,45-65,30-59,45+,45-59,40-49,45-49,Non Black 45-59,Latino 45-59,Latino 45-64,,,,Complete,,,,,Call 1,17.0,,,,,,,,Is fair to most Americans,,College graduate,College graduate,More than High school graduate,Non white college degree,,,,No,3.0,,Barack Obama,Barack Obama,Barack Obama,Repeal some of it,Repeal some of it or repeal all of it,The Democratic candidate,,100k or more,"$30,000 or more",50k or more,"$100,000 - $199,999",100 thousand or more,"Over $50,000 and non white",Only Barack Obama,Yes,No,Barack Obama,,,Yes,,,,,Approve,Somewhat approve,,,,45+,18-64,,Democrat,Non-black Democrat,Latino Democrat,Democrat,Non-White Democrats,Liberal,107.0,Barack Obama,,Other,Hispanic/Latino,National questionnaire,Hispanic/Latino,East,,,,,Kirsten Gillibrand,Female,Latino women,,Suburbs,Suburbs,English, New York,,"Increase only on income over $250,000",,Election day exit poll,,,,,,Version 4,,No,,,,,,,,Suburb,60s Suburbs,High-Growth Suburban Perimeter,Very upscale,10547.0,0.71928882598877
47769.0,,,45-65,30-59,45+,45-59,40-49,45-49,Non Black 45-59,Latino 45-59,Latino 45-64,,,,Complete,The most important factor,Important,Factor,,Call 3,13.0,,,Yes,,,,,,,College graduate,College graduate,More than High school graduate,Non white college degree,,,Worse today,,1.0,Government should do more to solve problems,,,,,,The Democratic candidate,,Less than 100k,"$30,000 or more",Less than 50k,"$30,000 - $49,999",Less than 50 thousand,"Under $50,000 and non white",,,,,Federal budget deficit,,Yes,All others,No,,,,,,,,45+,18-64,Women with children,Democrat,Non-black Democrat,Latino Democrat,Democrat,Non-White Democrats,Liberal,7.0,Barack Obama,Is a strong leader,Other,Hispanic/Latino,National questionnaire,Hispanic/Latino,East,,,,,Kirsten Gillibrand,Female,Latino women,Non married women,"Cities over 500,000","Cities over 50,000",English, New York,,,,Election day exit poll,Just today,Just today or in the last few days,Just today or in the last few days or in October,,,Version 1,,No,,,,,,,,Extremely High Density Urban,Urban,Urban Core,Upscale,10463.0,1.18780446052551
15375.0,,,30-44,30-59,18-44,30-44,30-39,30-39,Non Black 30-44,White 30-44,White 30-44,,,,Complete,,,,,Call 1,13.0,Yes,Both regular land-line and cell phone service,No,,,,,,,Postgraduate study,College graduate,More than High school graduate,White college degree,Favorable,Favorable,,No,1.0,,,,,,,The Democratic candidate,,Less than 100k,"$30,000 or more",50k or more,"$50,000 - $99,999",50 to 100 thousand,"Over $50,000 and white",,,,,,Yes,No,All others,No,,,,,,,The middle class,18-44,18-64,Women without children,Republican,Non-black non-Democrat,All Republicans,Republican,White Republican,Conservative,7.0,Barack Obama,,White,White,National questionnaire,White,East,Protestant/Other Non-Catholic Christian,Other christian,The rich,,Kirsten Gillibrand,Female,White women,Non married women,"Cities over 500,000","Cities over 50,000",English, New York,,,,Election day exit poll,,,,Generally going in the right direction,No,Version 5,White Protestants,No,,Yes,"Women, no kids",Working women,,,Working women,Extremely High Density Urban,Urban,Urban Core,Upscale,10463.0,1.18780446052551
47765.0,,,30-44,30-59,18-44,30-44,30-39,30-39,Non Black 30-44,White 30-44,White 30-44,,,,Complete,An important factor,Important,Factor,,Call 2,4.0,,,Yes,,,,,,,Some college/assoc. degree,No college degree,More than High school graduate,White no college degree,,,Worse today,,2.0,Government should do more to solve problems,,,,,,The Democratic candidate,,100k or more,"$30,000 or more",50k or more,"$100,000 - $199,999",100 thousand or more,"Over $50,000 and white",,,,,The economy,,No,Married with children,Yes,,,,,,,,18-44,18-64,Men with children,Democrat,Non-black Democrat,White Democrat,Democrat,White Democrat,Moderate,58.0,Barack Obama,Has a vision for the future,White,White,National questionnaire,White,East,,,,,Kirsten Gillibrand,Male,White men,Married men,Suburbs,Suburbs,English, New York,,,,Election day exit poll,In September,"In October, in September, or before that",In September or before that,,,Version 1,,No,,,,,,,,High Density Urban,60s Suburbs,Low-Growth Suburban Perimeter,Very upscale,11793.0,0.733171820640564
15370.0,,,18-29,18-29,18-44,18-29,18-24,18-24,Black 18-29,Black 18-29,Black 18-29,,,,Complete,A minor factor,Not important,Factor,,Call 1,16.0,,,Yes,,,,,,,Some college/assoc. degree,No college degree,More than High school graduate,Non white no college degree,,,Better today,,3.0,Government should do more to solve problems,,,,,,The Democratic candidate,,Less than 100k,"$30,000 or more",50k or more,"$50,000 - $99,999",50 to 100 thousand,"Over $50,000 and non white",,,,,Federal budget deficit,,No,Married with children,Yes,,,,,,,,18-44,18-64,Men with children,Democrat,Black Democrat,Black Democrat,Democrat,Non-White Democrats,Liberal,105.0,Barack Obama,Has a vision for the future,Black,Black,National questionnaire,Black,East,,,,,Kirsten Gillibrand,Male,Black men,Married men,Suburbs,Suburbs,English, New York,,,,Election day exit poll,Before that,"In October, in September, or before that",In September or before that,,,Version 1,,No,,,,,,,,Extremely High Density Urban,60s Suburbs,Urban Perimeter,Downscale,10550.0,2.18866372108459
47752.0,,,45-65,30-59,45+,45-59,50-64,50-59,Non Black 45-59,White 45-59,White 45-64,,,,Complete,Not a factor at all,Not important,Not a factor,,Call 2,25.0,,,No,,,,,,,High school graduate,No college degree,High school graduate or less,White no college degree,,,About the same,,4.0,Government should do more to solve problems,,,,,,The Democratic candidate,,Less than 100k,"Under $30,000",Less than 50k,"Under $30,000",Less than 50 thousand,"Under $50,000 and white",,,,,Health care,,No,All others,No,,,,,,,,45+,18-64,Men without children,Democrat,Non-black Democrat,White Democrat,Democrat,White Democrat,Liberal,50.0,Barack Obama,Has a vision for the future,White,White,National questionnaire,White,East,,,,,Kirsten Gillibrand,Male,White men,Non married men,"Cities 50,000-500,000","Cities over 50,000",English, New York,,,,Election day exit poll,Before that,"In October, in September, or before that",In September or before that,,,Version 1,,Yes,,,,,,,,High Density Urban,Urban,Urban Core,Very downscale,14604.0,1.06683599948883
47750.0,,,45-65,30-59,45+,45-59,50-64,50-59,Non Black 45-59,White 45-59,White 45-64,,,,Complete,Not a factor at all,Not important,Not a factor,,Call 2,25.0,,,No,,,,,,,High school graduate,No college degree,High school graduate or less,White no college degree,,,About the same,,4.0,Government should do more to solve problems,,,,,,The Democratic candidate,,Less than 100k,"Under $30,000",Less than 50k,"Under $30,000",Less than 50 thousand,"Under $50,000 and white",,,,,Health care,,No,All others,No,,,,,,,,45+,18-64,Men without children,Democrat,Non-black Democrat,White Democrat,Democrat,White Democrat,Liberal,50.0,Barack Obama,Has a vision for the future,White,White,National questionnaire,White,East,,,,,Kirsten Gillibrand,Male,White men,Non married men,"Cities 50,000-500,000","Cities over 50,000",English, New York,,,,Election day exit poll,Before that,"In October, in September, or before that",In September or before that,,,Version 1,,Yes,,,,,,,,High Density Urban,Urban,Urban Core,Very downscale,14604.0,1.06683599948883
47739.0,Legal,Legal in most cases,18-29,18-29,18-44,18-29,25-29,25-29,Non Black 18-29,Latino 18-29,Latino 18-29,A few times a year,Occasionally,Catholic/Do not attend weekly,Complete,,,,No,Call 2,16.0,,,Yes,I strongly favor my candidate,,,,,,College graduate,College graduate,More than High school graduate,Non white college degree,,,,,1.0,,,,,,,The Democratic candidate,Offered a chance to apply for legal status,Less than 100k,"Under $30,000",Less than 50k,"Under $30,000",Less than 50 thousand,"Under $50,000 and non white",,,,,,,Yes,All others,No,,,,,,,,18-44,18-64,Women with children,Democrat,Non-black Democrat,Latino Democrat,Democrat,Non-White Democrats,Moderate,8.0,Barack Obama,,Other,Hispanic/Latino,National questionnaire,Hispanic/Latino,East,Catholic,Catholic,,Yes,Kirsten Gillibrand,Female,Latino women,Non married women,"Cities over 500,000","Cities over 50,000",English, New York,,,Neutral,Election day exit poll,,,,,,Version 3,Non-white,No,All others,,,,No,,,Extremely High Density Urban,Urban,Urban Core,Upscale,10463.0,0.586441397666931
43685.0,,,45-65,60+,45+,60+,50-64,60-64,Non Black 60+,White 60+,White 45-64,,,,Complete,,,,,Call 2,27.0,Yes,Only cell phone service,No,,,,,,,College graduate,College graduate,More than High school graduate,White college degree,Favorable,Unfavorable,,Yes,4.0,,,,,,,The Democratic candidate,,100k or more,"$30,000 or more",50k or more,"$100,000 - $199,999",100 thousand or more,"Over $50,000 and white",,,,,,No,No,All others,Yes,,,,,,,The middle class,45+,18-64,Women without children,Democrat,Non-black Democrat,White Democrat,Democrat,White Democrat,Moderate,21.0,Barack Obama,,White,White,National questionnaire,White,East,None,None,The rich,,Kirsten Gillibrand,Female,White women,Married women,Suburbs,Suburbs,English, New York,,,,Election day exit poll,,,,Generally going in the right direction,Yes,Version 5,White none,No,,No,"Women, no kids",Non-working women,,,All others,Suburb,60s Suburbs,High-Growth Suburban Perimeter,Very upscale,14031.0,1.00778067111969
15341.0,,,45-65,30-59,45+,45-59,50-64,50-59,Non Black 45-59,White 45-59,White 45-64,,,,Complete,The most important factor,Important,Factor,,Call 1,27.0,,,No,,,,,,,College graduate,College graduate,More than High school graduate,White college degree,,,Better today,,5.0,Government is doing too many things better left to businesses and individuals,,,,,,The Democratic candidate,,Less than 100k,"Under $30,000",Less than 50k,"Under $30,000",Less than 50 thousand,"Under $50,000 and white",,,,,Health care,,No,All others,Yes,,,,,,,,45+,18-64,Women without children,Democrat,Non-black Democrat,White Democrat,Democrat,White Democrat,Moderate,27.0,Barack Obama,Is a strong leader,White,White,National questionnaire,White,East,,,,,Kirsten Gillibrand,Female,White women,Married women,"Cities 10,000-50,000",Small Cities/Rural,English, New York,,,,Election day exit poll,Just today,Just today or in the last few days,Just today or in the last few days or in October,,,Version 1,,No,,,,,,,,Suburb,Rural,Rural,Downscale,14020.0,1.08552622795105
