ID,AGE,AGE3,AGE45,AGE60,AGE65,AGE8,AGEBLACK,AGEBYRACE,AGEBYRACE08,BACKSIDE,CALL,CDNUM,DESCRIBP12,ECONBETT,ECONDIR,ECONISS12,EDUC10,EDUCCOLL,EDUCHS,EDUCWHITE,ENVIRON,FAVOBAMA2,FAVROMN2,FINSIT,GEOCODE,GOVTDO10,HANDLEECON12,HEALTHCARE12,HEALTHCARE12B,INC100K,INC30K,INC50K,INCOME12GEN,INCOME3,INCWHITE,INTOUCH12,ISSUE12,LATINO,MARRIED,MEAS80OR,NEC,NEC2,OVER45,OVER65,PARTY,PARTYBLACK,PARTYBYRACE,PARTYID,PARTYWHITE,PHIL3,PRECINCT,PRSOR12,QLT12,QRACE3,QRACEAI,QTYPE,RACE,REGION,SEX,SEXBYRACE,SEXWED,SIZEPLAC,SIZEPLC3,STANUM,TELEPOLL,TIME12,TIME12FEWD,TIME12MTH,VERSION,WHNCLINC,ZCODE1,ZCODE2,ZCODE3,ZCODE4,ZIPCODE,WEIGHT
2232.0,65+,60+,45+,60+,65+,65 or over,Non Black 60+,White 60+,White 65+,Complete,,5.0,I strongly favor my candidate,Getting better,Getting better,Rising prices,Postgraduate study,College graduate,More than High school graduate,White college degree,Keeping jobs in your state,Favorable,Unfavorable,Better today,2.0,Government should do more to solve problems,Barack Obama,Expand it,Expand it or leave it as is,Less than 100k,"$30,000 or more",50k or more,"$50,000 - $99,999",50 to 100 thousand,"Over $50,000 and white",Barack Obama,The economy,No,Yes,,Good,Excellent or good,45+,65+,Democrat,Non-black Democrat,White Democrat,Democrat,White Democrat,Liberal,50017.0,Barack Obama,Is a strong leader,White,White,State questionnaire,White,West,Male,White men,Married men,Suburbs,Suburbs,Oregon,Telephone survey,Before that,"In October, in September, or before that",In September or before that,Version 1,No,High Density Urban,60s Suburbs,Urban Perimeter,Upscale,97222.0,0.129939898848534
1181.0,30-44,30-59,18-44,30-44,30-39,30-39,Non Black 30-44,White 30-44,White 30-44,Complete,,2.0,I strongly favor my candidate,Omit,Omit,Rising prices,High school graduate,No college degree,High school graduate or less,White no college degree,Protecting the environment,Favorable,Unfavorable,About the same,4.0,Government is doing too many things better left to businesses and individuals,Barack Obama,Omit,Omit,Less than 100k,"$30,000 or more",Less than 50k,"$30,000 - $49,999",Less than 50 thousand,"Under $50,000 and white",Barack Obama,The economy,No,No,,Poor,Not so good or poor,18-44,18-64,Independent/Something else,Non-black non-Democrat,White Independent,Something else,White Independent,Moderate,50007.0,Barack Obama,Has a vision for the future,White,White,State questionnaire,White,West,Female,White women,Non married women,"Cities 50,000-500,000","Cities over 50,000",Oregon,Telephone survey,Before that,"In October, in September, or before that",In September or before that,Version 1,Yes,Extremely Low Density Rural,Urban,Urban Core,Upscale,97702.0,0.510307312011719
967.0,45-65,30-59,45+,45-59,50-64,50-59,Non Black 45-59,Latino 45-59,Latino 45-64,Complete,,1.0,I like my candidate but with reservations,Staying about the same,Poor and staying the same,Unemployment,Some college/assoc. degree,No college degree,More than High school graduate,Non white no college degree,Keeping jobs in your state,Favorable,Unfavorable,Worse today,2.0,Omit,Barack Obama,Omit,Omit,Less than 100k,"Under $30,000",Less than 50k,"Under $30,000",Less than 50 thousand,"Under $50,000 and non white",Barack Obama,The economy,Yes,Yes,,Poor,Not so good or poor,45+,18-64,Democrat,Non-black Democrat,Latino Democrat,Democrat,Non-White Democrats,Liberal,50001.0,Barack Obama,Cares about people like me,Other,Hispanic/Latino,State questionnaire,Hispanic/Latino,West,Female,Latino women,Married women,"Cities 50,000-500,000","Cities over 50,000",Oregon,Telephone survey,Before that,"In October, in September, or before that",In September or before that,Version 1,No,Suburb,Urban,Urban Core,Upscale,97123.0,0.117175169289112
12092.0,30-44,30-59,18-44,30-44,40-49,40-44,Non Black 30-44,White 30-44,White 30-44,Complete,,4.0,I strongly favor my candidate,,,,College graduate,College graduate,More than High school graduate,White college degree,,,,,3.0,,,,,100k or more,"$30,000 or more",50k or more,"$100,000 - $199,999",100 thousand or more,"Over $50,000 and white",,,No,Yes,,,,18-44,18-64,Democrat,Non-black Democrat,White Democrat,Democrat,White Democrat,Liberal,50014.0,Barack Obama,,White,White,National questionnaire,White,West,Female,White women,Married women,"Cities 10,000-50,000",Small Cities/Rural,Oregon,Telephone survey,,,,Version 3,No,Suburb,Rural,Rural,Very upscale,97330.0,1.52795243263245
2016.0,45-65,60+,45+,60+,50-64,60-64,Non Black 60+,White 60+,White 45-64,Complete,,4.0,I strongly favor my candidate,Getting better,Getting better,Rising prices,High school graduate,No college degree,High school graduate or less,White no college degree,Keeping jobs in your state,Favorable,Unfavorable,About the same,3.0,Government should do more to solve problems,Barack Obama,Leave it as is,Expand it or leave it as is,Less than 100k,"$30,000 or more",Less than 50k,"$30,000 - $49,999",Less than 50 thousand,"Under $50,000 and white",Barack Obama,The economy,No,Yes,,Not so good,Not so good or poor,45+,18-64,Democrat,Non-black Democrat,White Democrat,Democrat,White Democrat,Moderate,50014.0,Barack Obama,Shares my values,White,White,State questionnaire,White,West,Female,White women,Married women,"Cities 10,000-50,000",Small Cities/Rural,Oregon,Telephone survey,Before that,"In October, in September, or before that",In September or before that,Version 1,Yes,Suburb,Rural,Rural,Very upscale,97330.0,0.129406675696373
1992.0,,,,,,,,,,Complete,,4.0,I strongly favor my candidate,Getting better,Getting better,Taxes,,,,,Keeping jobs in your state,Favorable,Unfavorable,Better today,3.0,Government should do more to solve problems,Barack Obama,Leave it as is,Expand it or leave it as is,,,,,,,Barack Obama,The economy,,,,Good,Excellent or good,,,,,,,,,50014.0,Barack Obama,Omit,,,State questionnaire,,West,Female,,,Suburbs,Suburbs,Oregon,Telephone survey,Before that,"In October, in September, or before that",In September or before that,Version 1,,Extremely Low Density Rural,70s Suburbs,Urban Perimeter,Very upscale,97370.0,0.0329670831561089
1144.0,45-65,30-59,45+,45-59,50-64,50-59,Non Black 45-59,White 45-59,White 45-64,Complete,,1.0,I strongly favor my candidate,Getting better,Getting better,Rising prices,College graduate,College graduate,More than High school graduate,White college degree,Keeping jobs in your state,Favorable,Favorable,About the same,2.0,Government is doing too many things better left to businesses and individuals,Barack Obama,Expand it,Expand it or leave it as is,Less than 100k,"$30,000 or more",50k or more,"$50,000 - $99,999",50 to 100 thousand,"Over $50,000 and white",Barack Obama,The economy,No,Yes,,Good,Excellent or good,45+,18-64,Independent/Something else,Non-black non-Democrat,White Independent,Independent,White Independent,Moderate,50001.0,Barack Obama,Has a vision for the future,White,White,State questionnaire,White,West,Female,White women,Married women,Suburbs,Suburbs,Oregon,Telephone survey,Before that,"In October, in September, or before that",In September or before that,Version 1,No,Suburb,80s Suburbs,Urban Perimeter,Very upscale,97007.0,0.201763972640038
1060.0,45-65,60+,45+,60+,50-64,60-64,Non Black 60+,White 60+,White 45-64,Complete,,1.0,I like my candidate but with reservations,Getting better,Getting better,The housing market,Postgraduate study,College graduate,More than High school graduate,White college degree,Omit,Favorable,Unfavorable,Worse today,2.0,Government should do more to solve problems,Barack Obama,Expand it,Expand it or leave it as is,Less than 100k,"Under $30,000",Less than 50k,"Under $30,000",Less than 50 thousand,"Under $50,000 and white",Barack Obama,The economy,No,No,,Not so good,Not so good or poor,45+,18-64,Independent/Something else,Non-black non-Democrat,White Independent,Independent,White Independent,,50001.0,Barack Obama,Shares my values,White,White,State questionnaire,White,West,Female,White women,Non married women,Suburbs,Suburbs,Oregon,Telephone survey,Before that,"In October, in September, or before that",In September or before that,Version 1,No,Suburb,80s Suburbs,Urban Perimeter,Very upscale,97007.0,0.151675283908844
1001.0,45-65,60+,45+,60+,50-64,60-64,Non Black 60+,White 60+,White 45-64,Complete,,1.0,I strongly favor my candidate,Getting better,Getting better,Unemployment,College graduate,College graduate,More than High school graduate,White college degree,Keeping jobs in your state,Favorable,Unfavorable,About the same,2.0,Government should do more to solve problems,Barack Obama,Expand it,Expand it or leave it as is,Less than 100k,"$30,000 or more",50k or more,"$50,000 - $99,999",50 to 100 thousand,"Over $50,000 and white",Barack Obama,The economy,No,Yes,,Not so good,Not so good or poor,45+,18-64,Independent/Something else,Non-black non-Democrat,White Independent,Independent,White Independent,Moderate,50001.0,Barack Obama,Has a vision for the future,White,White,State questionnaire,White,West,Female,White women,Married women,Suburbs,Suburbs,Oregon,Telephone survey,Before that,"In October, in September, or before that",In September or before that,Version 1,No,Suburb,80s Suburbs,Urban Perimeter,Very upscale,97007.0,0.151675283908844
1038.0,65+,60+,45+,60+,65+,65 or over,Non Black 60+,White 60+,White 65+,Complete,,1.0,I strongly favor my candidate,Staying about the same,Poor and staying the same,Rising prices,College graduate,College graduate,More than High school graduate,White college degree,Protecting the environment,Favorable,Unfavorable,About the same,2.0,Omit,Barack Obama,Leave it as is,Expand it or leave it as is,Less than 100k,"$30,000 or more",Less than 50k,"$30,000 - $49,999",Less than 50 thousand,"Under $50,000 and white",Barack Obama,Health care,No,Yes,,Poor,Not so good or poor,45+,65+,Independent/Something else,Non-black non-Democrat,White Independent,Independent,White Independent,Conservative,50001.0,Barack Obama,Has a vision for the future,White,White,State questionnaire,White,West,Male,White men,Married men,Suburbs,Suburbs,Oregon,Telephone survey,Before that,"In October, in September, or before that",In September or before that,Version 1,No,Suburb,60s Suburbs,Urban Perimeter,Very upscale,97225.0,0.129939898848534
1044.0,45-65,30-59,45+,45-59,40-49,45-49,Non Black 45-59,White 45-59,White 45-64,Complete,,1.0,I strongly favor my candidate,Getting better,Getting better,Unemployment,College graduate,College graduate,More than High school graduate,White college degree,Protecting the environment,Favorable,Unfavorable,Better today,2.0,Government should do more to solve problems,Barack Obama,Expand it,Expand it or leave it as is,Less than 100k,"$30,000 or more",50k or more,"$50,000 - $99,999",50 to 100 thousand,"Over $50,000 and white",Barack Obama,The economy,No,Yes,,Poor,Not so good or poor,45+,18-64,Democrat,Non-black Democrat,White Democrat,Democrat,White Democrat,Liberal,50001.0,Barack Obama,Has a vision for the future,White,White,State questionnaire,White,West,Male,White men,Married men,Suburbs,Suburbs,Oregon,Telephone survey,Before that,"In October, in September, or before that",In September or before that,Version 1,No,High Density Urban,80s Suburbs,Urban Perimeter,Very upscale,97006.0,0.206744328141212
994.0,30-44,30-59,18-44,30-44,30-39,30-39,Non Black 30-44,White 30-44,White 30-44,Complete,,1.0,Omit,Omit,Omit,The housing market,College graduate,College graduate,More than High school graduate,White college degree,Omit,Favorable,Unfavorable,About the same,2.0,Government should do more to solve problems,Omit,Expand it,Expand it or leave it as is,Less than 100k,"$30,000 or more",Less than 50k,"$30,000 - $49,999",Less than 50 thousand,"Under $50,000 and white",Barack Obama,The economy,No,No,,Not so good,Not so good or poor,18-44,18-64,Democrat,Non-black Democrat,White Democrat,Democrat,White Democrat,Moderate,50001.0,Barack Obama,Omit,White,White,State questionnaire,White,West,Female,White women,Non married women,Suburbs,Suburbs,Oregon,Telephone survey,Omit,Omit,Omit,Version 1,No,High Density Urban,80s Suburbs,Urban Perimeter,Very upscale,97006.0,0.631101727485657
1032.0,65+,60+,45+,60+,65+,65 or over,Non Black 60+,All others,All others,Complete,,1.0,I strongly favor my candidate,Getting better,Getting better,Omit,Postgraduate study,College graduate,More than High school graduate,Non white college degree,Keeping jobs in your state,Favorable,Unfavorable,About the same,2.0,Government should do more to solve problems,Barack Obama,Leave it as is,Expand it or leave it as is,Less than 100k,"Under $30,000",Less than 50k,"Under $30,000",Less than 50 thousand,"Under $50,000 and non white",Barack Obama,The economy,No,Yes,,Not so good,Not so good or poor,45+,65+,Democrat,Non-black Democrat,All Other,Democrat,Non-White Democrats,,50001.0,Barack Obama,Shares my values,Other,Other,State questionnaire,Other,West,Male,All other races,Married men,Suburbs,Suburbs,Oregon,Telephone survey,Before that,"In October, in September, or before that",In September or before that,Version 1,No,High Density Urban,70s Suburbs,Urban Perimeter,Very upscale,97223.0,0.110676854848862
12083.0,30-44,30-59,18-44,30-44,30-39,30-39,Non Black 30-44,White 30-44,White 30-44,Complete,,3.0,I strongly favor my candidate,,,,Postgraduate study,College graduate,More than High school graduate,White college degree,,,,,1.0,,,,,Less than 100k,"$30,000 or more",50k or more,"$50,000 - $99,999",50 to 100 thousand,"Over $50,000 and white",,,No,No,,,,18-44,18-64,Democrat,Non-black Democrat,White Democrat,Democrat,White Democrat,Liberal,50008.0,Barack Obama,,White,White,National questionnaire,White,West,Female,White women,Non married women,"Cities over 500,000","Cities over 50,000",Oregon,Telephone survey,,,,Version 3,No,Suburb,Urban,Urban Core,Very upscale,97219.0,0.420137226581573
2318.0,45-65,30-59,45+,45-59,50-64,50-59,Non Black 45-59,White 45-59,White 45-64,Complete,,5.0,I strongly favor my candidate,Staying about the same,Poor and staying the same,Unemployment,College graduate,College graduate,More than High school graduate,White college degree,Protecting the environment,Favorable,Unfavorable,Worse today,3.0,Government should do more to solve problems,Barack Obama,Expand it,Expand it or leave it as is,Less than 100k,"$30,000 or more",Less than 50k,"$30,000 - $49,999",Less than 50 thousand,"Under $50,000 and white",Barack Obama,The economy,No,No,,Poor,Not so good or poor,45+,18-64,Democrat,Non-black Democrat,White Democrat,Democrat,White Democrat,Liberal,50018.0,Barack Obama,Shares my values,White,White,State questionnaire,White,West,Female,White women,Non married women,"Cities 50,000-500,000","Cities over 50,000",Oregon,Telephone survey,Before that,"In October, in September, or before that",In September or before that,Version 1,No,Suburb,Urban,Urban Core,Very upscale,97302.0,0.172141462564468
2169.0,30-44,30-59,18-44,30-44,30-39,30-39,Non Black 30-44,White 30-44,White 30-44,Complete,,5.0,I strongly favor my candidate,Getting better,Getting better,The housing market,Postgraduate study,College graduate,More than High school graduate,White college degree,Omit,Favorable,Unfavorable,About the same,3.0,Government should do more to solve problems,Barack Obama,Leave it as is,Expand it or leave it as is,Less than 100k,"$30,000 or more",Less than 50k,"$30,000 - $49,999",Less than 50 thousand,"Under $50,000 and white",Barack Obama,The economy,No,No,,Not so good,Not so good or poor,18-44,18-64,Democrat,Non-black Democrat,White Democrat,Democrat,White Democrat,Moderate,50018.0,Barack Obama,Shares my values,White,White,State questionnaire,White,West,Male,White men,Non married men,"Cities 50,000-500,000","Cities over 50,000",Oregon,Telephone survey,Before that,"In October, in September, or before that",In September or before that,Version 1,No,Suburb,Urban,Urban Core,Very upscale,97302.0,0.284063637256622
