ID,AGE,AGE3,AGE45,AGE60,AGE65,AGE8,AGEBLACK,AGEBYRACE,AGEBYRACE08,ATTEND,ATTEND2,BACKSIDE,CALL,CDNUM,DESCRIBP12,ECONBETT,ECONDIR,ECONISS12,EDUC10,EDUCCOLL,EDUCHS,EDUCWHITE,FAVOBAMA2,FAVROMN2,FINSIT,GEOCODE,GOVTDO10,GOVWA12,HANDLEECON12,HEALTHCARE12,HEALTHCARE12B,INC100K,INC30K,INC50K,INCOME12GEN,INCOME3,INCWHITE,INIT502WA,INTOUCH12,ISSUE12,LATINO,MARRIED,MEAS74WA,NEC,NEC2,OVER45,OVER65,PARTY,PARTYBLACK,PARTYBYRACE,PARTYID,PARTYWHITE,PHIL3,PRECINCT,PRSWA12,QLT12,QRACE3,QRACEAI,QTYPE,RACE,REGION,SENWA12,SEX,SEXBYRACE,SEXWED,SIZEPLAC,SIZEPLC3,STANUM,TELEPOLL,TIME12,TIME12FEWD,TIME12MTH,UNIONHH12,VERSION,WHNCLINC,ZCODE1,ZCODE2,ZCODE3,ZCODE4,ZIPCODE,WEIGHT
8634.0,45-65,30-59,45+,45-59,50-64,50-59,Non Black 45-59,White 45-59,White 45-64,A few times a month,Occasionally,Complete,,5.0,I dislike the other candidates,Getting worse,Worse,Rising prices,College graduate,College graduate,More than High school graduate,White college degree,Unfavorable,Unfavorable,Worse today,4.0,Government is doing too many things better left to businesses and individuals,Rob McKenna,Mitt Romney,Repeal all of it,Repeal some of it or repeal all of it,Less than 100k,"$30,000 or more",50k or more,"$50,000 - $99,999",50 to 100 thousand,"Over $50,000 and white",No,Omit,The economy,No,Yes,Reject,Poor,Not so good or poor,45+,18-64,Independent/Something else,Non-black non-Democrat,White Independent,Independent,White Independent,Conservative,50019.0,,Has a vision for the future,White,White,State questionnaire,White,West,Michael Baumgartner,Male,White men,Married men,Rural,Small Cities/Rural,Washington,Telephone survey,Before that,"In October, in September, or before that",In September or before that,Yes,Version 1,No,Extremely Low Density Rural,Rural,Rural,Very downscale,99156.0,0.0417466871440411
8633.0,30-44,30-59,18-44,30-44,40-49,40-44,Non Black 30-44,White 30-44,White 30-44,A few times a month,Occasionally,Complete,,5.0,I like my candidate but with reservations,Staying about the same,Good and staying the same,Taxes,Some college/assoc. degree,No college degree,More than High school graduate,White no college degree,Unfavorable,Favorable,About the same,4.0,Government is doing too many things better left to businesses and individuals,Rob McKenna,Mitt Romney,Repeal some of it,Repeal some of it or repeal all of it,100k or more,"$30,000 or more",50k or more,"$100,000 - $199,999",100 thousand or more,"Over $50,000 and white",Did not vote,Mitt Romney,The economy,No,Yes,Did not vote,Good,Excellent or good,18-44,18-64,Independent/Something else,Non-black non-Democrat,White Independent,Independent,White Independent,Conservative,50019.0,Mitt Romney,Has a vision for the future,White,White,State questionnaire,White,West,Maria Cantwell,Male,White men,Married men,"Cities 10,000-50,000",Small Cities/Rural,Washington,Telephone survey,Before that,"In October, in September, or before that",In September or before that,No,Version 1,No,Low Density Rural,Rural,Rural,Downscale,99163.0,0.294906854629517
8632.0,18-29,18-29,18-44,18-29,25-29,25-29,Non Black 18-29,White 18-29,White 18-29,Once a week,Weekly,Complete,,5.0,I like my candidate but with reservations,Getting better,Getting better,Rising prices,College graduate,College graduate,More than High school graduate,White college degree,Favorable,Favorable,Worse today,4.0,Government is doing too many things better left to businesses and individuals,Rob McKenna,Mitt Romney,Repeal some of it,Repeal some of it or repeal all of it,Less than 100k,"$30,000 or more",50k or more,"$50,000 - $99,999",50 to 100 thousand,"Over $50,000 and white",Yes,Mitt Romney,Federal budget deficit,No,Yes,Reject,Poor,Not so good or poor,18-44,18-64,Independent/Something else,Non-black non-Democrat,White Independent,Independent,White Independent,Liberal,50019.0,Mitt Romney,Is a strong leader,White,White,State questionnaire,White,West,Michael Baumgartner,Female,White women,Married women,"Cities 10,000-50,000",Small Cities/Rural,Washington,Telephone survey,Before that,"In October, in September, or before that",In September or before that,No,Version 1,No,Low Density Rural,Rural,Rural,Downscale,99163.0,1.49297535419464
8631.0,45-65,30-59,45+,45-59,50-64,50-59,Non Black 45-59,White 45-59,White 45-64,A few times a year,Occasionally,Complete,,5.0,I dislike the other candidates,Getting better,Getting better,Taxes,Some college/assoc. degree,No college degree,More than High school graduate,White no college degree,Omit,Omit,Better today,4.0,Omit,,Omit,Repeal some of it,Repeal some of it or repeal all of it,Less than 100k,"$30,000 or more",50k or more,"$50,000 - $99,999",50 to 100 thousand,"Over $50,000 and white",Yes,Omit,The economy,No,No,Reject,Not so good,Not so good or poor,45+,18-64,Independent/Something else,Non-black non-Democrat,White Independent,Something else,White Independent,,50019.0,,Omit,White,White,State questionnaire,White,West,,Male,White men,Non married men,Rural,Small Cities/Rural,Washington,Telephone survey,Before that,"In October, in September, or before that",In September or before that,No,Version 1,No,Extremely Low Density Rural,Rural,Rural,Very downscale,99170.0,0.0046484903432428
8613.0,45-65,30-59,45+,45-59,50-64,50-59,,,,Once a week,Weekly,Complete,,5.0,I strongly favor my candidate,Getting worse,Worse,Rising prices,College graduate,College graduate,More than High school graduate,,Unfavorable,Favorable,Worse today,4.0,Government is doing too many things better left to businesses and individuals,Rob McKenna,Mitt Romney,Repeal all of it,Repeal some of it or repeal all of it,Less than 100k,"$30,000 or more",Less than 50k,"$30,000 - $49,999",Less than 50 thousand,,No,Mitt Romney,The economy,,Yes,Reject,Poor,Not so good or poor,45+,18-64,Independent/Something else,,,Independent,,Conservative,50019.0,Mitt Romney,Has a vision for the future,,,State questionnaire,,West,Michael Baumgartner,Male,,Married men,Rural,Small Cities/Rural,Washington,Telephone survey,In September,"In October, in September, or before that",In September or before that,No,Version 1,,Extremely Low Density Rural,Rural,Rural,Downscale,99347.0,0.500480711460114
8612.0,18-29,18-29,18-44,18-29,18-24,18-24,Non Black 18-29,Latino 18-29,Latino 18-29,Never,Never,Complete,,5.0,I strongly favor my candidate,Getting better,Getting better,Unemployment,Some college/assoc. degree,No college degree,More than High school graduate,Non white no college degree,Favorable,Unfavorable,Worse today,4.0,Government should do more to solve problems,Jay Inslee,Barack Obama,Expand it,Expand it or leave it as is,,,,,,,Yes,Barack Obama,The economy,Yes,No,Approve,Not so good,Not so good or poor,18-44,18-64,Democrat,Non-black Democrat,Latino Democrat,Democrat,Non-White Democrats,Liberal,50019.0,Barack Obama,Is a strong leader,Other,White,State questionnaire,Hispanic/Latino,West,Maria Cantwell,Female,Latino women,Non married women,"Cities 10,000-50,000",Small Cities/Rural,Washington,Telephone survey,Before that,"In October, in September, or before that",In September or before that,Yes,Version 1,No,Town,Rural,Rural,Downscale,99362.0,1.6733512878418
8611.0,30-44,30-59,18-44,30-44,30-39,30-39,Non Black 30-44,White 30-44,White 30-44,A few times a year,Occasionally,Complete,,5.0,I like my candidate but with reservations,Getting better,Getting better,Rising prices,Postgraduate study,College graduate,More than High school graduate,White college degree,Favorable,Favorable,About the same,4.0,Government should do more to solve problems,Jay Inslee,Barack Obama,Repeal some of it,Repeal some of it or repeal all of it,100k or more,"$30,000 or more",50k or more,"$100,000 - $199,999",100 thousand or more,"Over $50,000 and white",No,Barack Obama,The economy,No,Yes,Approve,Not so good,Not so good or poor,18-44,18-64,Democrat,Non-black Democrat,White Democrat,Democrat,White Democrat,Moderate,50019.0,Barack Obama,Is a strong leader,White,White,State questionnaire,White,West,Maria Cantwell,Female,White women,Married women,"Cities 10,000-50,000",Small Cities/Rural,Washington,Telephone survey,In October,"In October, in September, or before that",Just today or in the last few days or in October,Yes,Version 1,No,Town,Rural,Rural,Downscale,99362.0,2.53950977325439
8610.0,45-65,60+,45+,60+,50-64,60-64,Non Black 60+,White 60+,White 45-64,Once a week,Weekly,Complete,,5.0,I strongly favor my candidate,Getting worse,Worse,Unemployment,College graduate,College graduate,More than High school graduate,White college degree,Unfavorable,Favorable,About the same,4.0,Government is doing too many things better left to businesses and individuals,Rob McKenna,Mitt Romney,Repeal all of it,Repeal some of it or repeal all of it,100k or more,"$30,000 or more",50k or more,"$100,000 - $199,999",100 thousand or more,"Over $50,000 and white",No,Mitt Romney,The economy,No,Yes,Reject,Poor,Not so good or poor,45+,18-64,Independent/Something else,Non-black non-Democrat,White Independent,Independent,White Independent,Conservative,50019.0,Mitt Romney,Has a vision for the future,White,White,State questionnaire,White,West,Michael Baumgartner,Female,White women,Married women,"Cities 10,000-50,000",Small Cities/Rural,Washington,Telephone survey,Before that,"In October, in September, or before that",In September or before that,No,Version 1,No,Town,Rural,Rural,Downscale,99362.0,0.530256390571594
8609.0,45-65,30-59,45+,45-59,50-64,50-59,Non Black 45-59,White 45-59,White 45-64,Once a week,Weekly,Complete,,5.0,I like my candidate but with reservations,Staying about the same,Poor and staying the same,Rising prices,High school graduate,No college degree,High school graduate or less,White no college degree,Favorable,Unfavorable,Better today,4.0,Government is doing too many things better left to businesses and individuals,Jay Inslee,Barack Obama,Leave it as is,Expand it or leave it as is,,,,,,,No,Barack Obama,The economy,No,Yes,Approve,Not so good,Not so good or poor,45+,18-64,Democrat,Non-black Democrat,White Democrat,Democrat,White Democrat,,50019.0,Barack Obama,Shares my values,White,White,State questionnaire,White,West,Maria Cantwell,Male,White men,Married men,Rural,Small Cities/Rural,Washington,Telephone survey,Before that,"In October, in September, or before that",In September or before that,Yes,Version 1,,Low Density Rural,Rural,Rural,Very downscale,99403.0,0.463439613580704
8606.0,45-65,30-59,45+,45-59,50-64,50-59,Non Black 45-59,White 45-59,White 45-64,Never,Never,Complete,,4.0,I dislike the other candidates,Getting worse,Worse,Rising prices,High school graduate,No college degree,High school graduate or less,White no college degree,Unfavorable,Favorable,About the same,4.0,Government is doing too many things better left to businesses and individuals,Rob McKenna,Mitt Romney,Repeal all of it,Repeal some of it or repeal all of it,Less than 100k,"Under $30,000",Less than 50k,"Under $30,000",Less than 50 thousand,"Under $50,000 and white",No,Mitt Romney,The economy,No,Yes,Reject,Poor,Not so good or poor,45+,18-64,,,,,,Conservative,50015.0,Mitt Romney,Omit,White,White,State questionnaire,White,West,Michael Baumgartner,Male,White men,Married men,Rural,Small Cities/Rural,Washington,Telephone survey,Before that,"In October, in September, or before that",In September or before that,No,Version 1,Yes,Low Density Rural,Rural,Rural,Downscale,98823.0,0.929911196231842
8605.0,65+,60+,45+,60+,65+,65 or over,Non Black 60+,White 60+,White 65+,Once a week,Weekly,Complete,,4.0,I like my candidate but with reservations,Getting better,Getting better,Rising prices,Some college/assoc. degree,No college degree,More than High school graduate,White no college degree,Favorable,Unfavorable,About the same,4.0,Omit,Jay Inslee,Barack Obama,Omit,Omit,Less than 100k,"$30,000 or more",50k or more,"$50,000 - $99,999",50 to 100 thousand,"Over $50,000 and white",No,Barack Obama,The economy,No,Yes,Approve,Poor,Not so good or poor,45+,65+,Democrat,Non-black Democrat,White Democrat,Democrat,White Democrat,Moderate,50015.0,Barack Obama,Cares about people like me,White,White,State questionnaire,White,West,Maria Cantwell,Female,White women,Married women,Rural,Small Cities/Rural,Washington,Telephone survey,Before that,"In October, in September, or before that",In September or before that,Yes,Version 1,No,Low Density Rural,Rural,Rural,Downscale,98823.0,0.682267487049103
8603.0,65+,60+,45+,60+,65+,65 or over,Non Black 60+,All others,All others,A few times a year,Occasionally,Complete,,4.0,I strongly favor my candidate,Getting better,Getting better,Taxes,Some college/assoc. degree,No college degree,More than High school graduate,Non white no college degree,Favorable,Unfavorable,About the same,4.0,Government is doing too many things better left to businesses and individuals,Jay Inslee,Barack Obama,Leave it as is,Expand it or leave it as is,Less than 100k,"$30,000 or more",Less than 50k,"$30,000 - $49,999",Less than 50 thousand,"Under $50,000 and non white",Yes,Barack Obama,The economy,No,Yes,Reject,Not so good,Not so good or poor,45+,65+,Democrat,Non-black Democrat,All Other,Democrat,Non-White Democrats,Conservative,50015.0,Barack Obama,Cares about people like me,Other,American Indian,State questionnaire,Other,West,Maria Cantwell,Male,All other races,Married men,Rural,Small Cities/Rural,Washington,Telephone survey,Before that,"In October, in September, or before that",In September or before that,No,Version 1,No,Extremely Low Density Rural,Rural,Rural,Very downscale,99133.0,0.81820273399353
8602.0,65+,60+,45+,60+,65+,65 or over,Non Black 60+,White 60+,White 65+,Never,Never,Complete,,4.0,I dislike the other candidates,Staying about the same,Poor and staying the same,Rising prices,No high school diploma,No college degree,High school graduate or less,White no college degree,Unfavorable,Unfavorable,About the same,4.0,Government is doing too many things better left to businesses and individuals,Rob McKenna,Mitt Romney,Repeal all of it,Repeal some of it or repeal all of it,Less than 100k,"Under $30,000",Less than 50k,"Under $30,000",Less than 50 thousand,"Under $50,000 and white",Yes,Omit,The economy,No,No,Reject,Poor,Not so good or poor,45+,65+,Independent/Something else,Non-black non-Democrat,White Independent,Independent,White Independent,Moderate,50015.0,Other,Omit,White,White,State questionnaire,White,West,Michael Baumgartner,Female,White women,Non married women,Rural,Small Cities/Rural,Washington,Telephone survey,Before that,"In October, in September, or before that",In September or before that,No,Version 1,Yes,Extremely Low Density Rural,Rural,Rural,Very downscale,98851.0,0.247298657894135
8599.0,30-44,30-59,18-44,30-44,40-49,40-44,Non Black 30-44,Latino 30-44,Latino 30-44,Never,Never,Complete,,4.0,I like my candidate but with reservations,Staying about the same,Poor and staying the same,Rising prices,College graduate,College graduate,More than High school graduate,Non white college degree,Favorable,Unfavorable,Better today,4.0,Government should do more to solve problems,Jay Inslee,Barack Obama,Leave it as is,Expand it or leave it as is,Less than 100k,"$30,000 or more",Less than 50k,"$30,000 - $49,999",Less than 50 thousand,"Under $50,000 and non white",No,Barack Obama,Federal budget deficit,Yes,No,Approve,Poor,Not so good or poor,18-44,18-64,Democrat,Non-black Democrat,Latino Democrat,Democrat,Non-White Democrats,Moderate,50015.0,Barack Obama,Has a vision for the future,Other,Hispanic/Latino,State questionnaire,Hispanic/Latino,West,Maria Cantwell,Female,Latino women,Non married women,"Cities 10,000-50,000",Small Cities/Rural,Washington,Telephone survey,Before that,"In October, in September, or before that",In September or before that,No,Version 1,No,Low Density Rural,Rural,Rural,Very downscale,99301.0,1.8044810295105
