ID,ABORT2,ABORTION,AGE,AGE3,AGE45,AGE60,AGE65,AGE8,AGEBLACK,AGEBYRACE,AGEBYRACE08,ATTEND,ATTEND2,ATTREL,BACKSIDE,BRNAGAIN,CALL,CDNUM,CELLPHONE,CELLULAR,CHILD12,DESCRIBP12,ECONBETT,ECONBLAME12,ECONDIR,ECONISS12,EDUC10,EDUCCOLL,EDUCHS,EDUCWHITE,FAVALLEN,FAVKAINE,FAVOBAMA2,FAVROMN2,FINSIT,GEOCODE,GOVTDO10,GOVTHH,HANDLEECON12,HANDLEMED12,HEALTHCARE12,HEALTHCARE12B,INC100K,INC30K,INC50K,INCOME12GEN,INCOME3,INCWHITE,INTOUCH12,ISSUE12,LANDPHONE,LATINO,MARCHILD,MARRIED,NEC,NEC2,OBAMANG,OBAMANG2,OBAMARICH,OVER45,OVER65,PARENTS,PARTY,PARTYBLACK,PARTYBYRACE,PARTYID,PARTYWHITE,PHIL3,PRECINCT,PRSVA12,QLT12,QRACE3,QRACEAI,QTYPE,RACE,REGION,REL5,RELIGN10,ROMNRICH,SENVA12,SEX,SEXBYRACE,SEXWED,SIZEPLAC,SIZEPLC3,STANUM,TAXINC12,TELEPOLL,TIME12,TIME12FEWD,TIME12MTH,VERSION,VETVOTER,WHITEREL,WHNCLINC,WHTEVANG,WPROTBRN,WPROTBRN3,ZCODE1,ZCODE2,ZCODE3,ZCODE4,ZIPCODE,WEIGHT
14634.0,,,45-65,30-59,45+,45-59,40-49,45-49,Non Black 45-59,White 45-59,White 45-64,,,,Complete,,Call 1,1.0,,,Yes,,,,,Unemployment,Some college/assoc. degree,No college degree,More than High school graduate,White no college degree,,,Unfavorable,Unfavorable,About the same,4.0,Government is doing too many things better left to businesses and individuals,,,,Repeal some of it,Repeal some of it or repeal all of it,100k or more,"$30,000 or more",50k or more,"$100,000 - $199,999",100 thousand or more,"Over $50,000 and white",,Federal budget deficit,,No,Married with children,Yes,,,,,,45+,18-64,Women with children,Republican,Non-black non-Democrat,All Republicans,Republican,White Republican,Moderate,50.0,Mitt Romney,Shares my values,White,White,State questionnaire,White,South,,,,George Allen,Female,White women,Married women,Rural,Small Cities/Rural, Virginia,,Election day exit poll,Just today,Just today or in the last few days,Just today or in the last few days or in October,Version 1,,,No,,,,Low Density Rural,Rural,Rural,Upscale,22482.0,0.509058833122253
35141.0,,,45-65,30-59,45+,45-59,50-64,50-59,Black 45-59,Black 45-59,Black 45-64,,,,Complete,,Call 2,6.0,,,No,,,,,Rising prices,Some college/assoc. degree,No college degree,More than High school graduate,Non white no college degree,,,Favorable,Favorable,Worse today,3.0,Government should do more to solve problems,,,,Repeal all of it,Repeal some of it or repeal all of it,Less than 100k,"$30,000 or more",Less than 50k,"$30,000 - $49,999",Less than 50 thousand,"Under $50,000 and non white",,The economy,,No,All others,No,,,,,,45+,18-64,Men without children,Independent/Something else,Black non-Democrat,Black Independent,Independent,All others,Moderate,96.0,Mitt Romney,Shares my values,Black,Black,State questionnaire,Black,South,,,,Timothy Kaine,Male,Black men,Non married men,"Cities 10,000-50,000",Small Cities/Rural, Virginia,,Election day exit poll,Just today,Just today or in the last few days,Just today or in the last few days or in October,Version 1,,,No,,,,Town,Rural,Rural,Downscale,22802.0,1.62810182571411
14432.0,,,30-44,30-59,18-44,30-44,30-39,30-39,Non Black 30-44,White 30-44,White 30-44,,,,Complete,,Call 1,5.0,,,Yes,,,,,Rising prices,College graduate,College graduate,More than High school graduate,White college degree,,,Unfavorable,Favorable,Worse today,4.0,Government is doing too many things better left to businesses and individuals,,,,Repeal all of it,Repeal some of it or repeal all of it,Less than 100k,"$30,000 or more",50k or more,"$50,000 - $99,999",50 to 100 thousand,"Over $50,000 and white",,The economy,,No,Married with children,Yes,,,,,,18-44,18-64,Men with children,Independent/Something else,Non-black non-Democrat,White Independent,Independent,White Independent,Conservative,14.0,Mitt Romney,Shares my values,White,White,State questionnaire,White,South,,,,George Allen,Male,White men,Married men,Rural,Small Cities/Rural, Virginia,,Election day exit poll,Just today,Just today or in the last few days,Just today or in the last few days or in October,Version 1,,,No,,,,Extremely Low Density Rural,Rural,Rural,Very downscale,23921.0,0.968196749687195
35945.0,,,65+,60+,45+,60+,65+,65 or over,Non Black 60+,White 60+,White 65+,,,,Complete,,Call 2,6.0,,,No,,,,,Taxes,No high school diploma,No college degree,High school graduate or less,White no college degree,,,Unfavorable,Favorable,About the same,3.0,Omit,,,,Leave it as is,Expand it or leave it as is,,,,,,,,The economy,,No,All others,,,,,,,45+,65+,Women without children,Republican,Non-black non-Democrat,All Republicans,Republican,White Republican,Conservative,96.0,Mitt Romney,Is a strong leader,White,White,State questionnaire,White,South,,,,George Allen,Female,White women,,"Cities 10,000-50,000",Small Cities/Rural, Virginia,,Election day exit poll,Just today,Just today or in the last few days,Just today or in the last few days or in October,Version 1,,,,,,,Town,Rural,Rural,Downscale,22802.0,1.21545279026031
38237.0,,,65+,60+,45+,60+,65+,65 or over,Non Black 60+,White 60+,White 65+,,,,Complete,,Call 2,5.0,,,No,,,,,Rising prices,No high school diploma,No college degree,High school graduate or less,White no college degree,,,Unfavorable,Favorable,Worse today,2.0,Government is doing too many things better left to businesses and individuals,,,,Repeal all of it,Repeal some of it or repeal all of it,Less than 100k,"Under $30,000",Less than 50k,"Under $30,000",Less than 50 thousand,"Under $50,000 and white",,The economy,,No,All others,Yes,,,,,,45+,65+,Men without children,Republican,Non-black non-Democrat,All Republicans,Republican,White Republican,Moderate,68.0,Mitt Romney,Is a strong leader,White,White,State questionnaire,White,South,,,,George Allen,Male,White men,Married men,Rural,Small Cities/Rural, Virginia,,Election day exit poll,Just today,Just today or in the last few days,Just today or in the last few days or in October,Version 1,,,Yes,,,,Extremely Low Density Rural,Rural,Rural,Downscale,22623.0,1.11728715896606
58168.0,,,45-65,30-59,45+,45-59,50-64,50-59,Non Black 45-59,White 45-59,White 45-64,,,,Complete,,Call 3,5.0,,,No,,,,,Unemployment,Postgraduate study,College graduate,More than High school graduate,White college degree,,,Favorable,Unfavorable,Worse today,4.0,Government should do more to solve problems,,,,Expand it,Expand it or leave it as is,Less than 100k,"Under $30,000",Less than 50k,"Under $30,000",Less than 50 thousand,"Under $50,000 and white",,The economy,,No,All others,No,,,,,,45+,18-64,Men without children,Independent/Something else,Non-black non-Democrat,White Independent,Something else,White Independent,Moderate,83.0,Barack Obama,Cares about people like me,White,White,State questionnaire,White,South,,,,Timothy Kaine,Male,White men,Non married men,"Cities 10,000-50,000",Small Cities/Rural, Virginia,,Election day exit poll,Just today,Just today or in the last few days,Just today or in the last few days or in October,Version 1,,,No,,,,Town,Rural,Rural,Upscale,22902.0,1.15686225891113
35887.0,,,18-29,18-29,18-44,18-29,18-24,18-24,Non Black 18-29,White 18-29,White 18-29,,,,Complete,,Call 2,9.0,,,No,,,,,Unemployment,College graduate,College graduate,More than High school graduate,White college degree,,,Unfavorable,Unfavorable,Better today,3.0,Government should do more to solve problems,,,,Repeal some of it,Repeal some of it or repeal all of it,Less than 100k,"$30,000 or more",50k or more,"$50,000 - $99,999",50 to 100 thousand,"Over $50,000 and white",,The economy,,No,All others,No,,,,,,18-44,18-64,Men without children,Independent/Something else,Non-black non-Democrat,White Independent,Independent,White Independent,Moderate,80.0,Barack Obama,Cares about people like me,White,White,State questionnaire,White,South,,,,George Allen,Male,White men,Non married men,Rural,Small Cities/Rural, Virginia,,Election day exit poll,Just today,Just today or in the last few days,Just today or in the last few days or in October,Version 1,,,No,,,,Low Density Rural,Rural,Rural,Very downscale,24293.0,0.778224289417267
14996.0,,,30-44,30-59,18-44,30-44,30-39,30-39,Black 30-44,Black 30-44,Black 30-44,,,,Complete,,Call 1,9.0,,,Yes,,,,,Rising prices,Some college/assoc. degree,No college degree,More than High school graduate,Non white no college degree,,,Unfavorable,Unfavorable,Worse today,3.0,Government is doing too many things better left to businesses and individuals,,,,Repeal some of it,Repeal some of it or repeal all of it,Less than 100k,"Under $30,000",Less than 50k,"Under $30,000",Less than 50 thousand,"Under $50,000 and non white",,The economy,,No,All others,No,,,,,,18-44,18-64,Women with children,Independent/Something else,Black non-Democrat,Black Independent,Something else,All others,Conservative,62.0,Barack Obama,Cares about people like me,Black,Black,State questionnaire,Black,South,,,,Timothy Kaine,Female,Black women,Non married women,Rural,Small Cities/Rural, Virginia,,Election day exit poll,Just today,Just today or in the last few days,Just today or in the last few days or in October,Version 1,,,No,,,,Extremely Low Density Rural,Rural,Rural,Very downscale,24171.0,0.984645009040833
37406.0,,,30-44,30-59,18-44,30-44,30-39,30-39,Non Black 30-44,White 30-44,White 30-44,,,,Complete,,Call 2,5.0,,,Yes,,,,,Unemployment,College graduate,College graduate,More than High school graduate,White college degree,,,Favorable,Unfavorable,Better today,2.0,Government should do more to solve problems,,,,Expand it,Expand it or leave it as is,Less than 100k,"Under $30,000",Less than 50k,"Under $30,000",Less than 50 thousand,"Under $50,000 and white",,The economy,,No,All others,No,,,,,,18-44,18-64,Men with children,Independent/Something else,Non-black non-Democrat,White Independent,Something else,White Independent,Liberal,68.0,Barack Obama,Has a vision for the future,White,White,State questionnaire,White,South,,,,Timothy Kaine,Male,White men,Non married men,Rural,Small Cities/Rural, Virginia,,Election day exit poll,Just today,Just today or in the last few days,Just today or in the last few days or in October,Version 1,,,No,,,,Extremely Low Density Rural,Rural,Rural,Downscale,22623.0,1.12342929840088
61355.0,,,65+,60+,45+,60+,65+,65 or over,Black 60+,Black 60+,Black 65+,,,,Complete,,Call 3,5.0,,,Yes,,,,,Rising prices,,,,,,,Favorable,Unfavorable,Better today,4.0,Government should do more to solve problems,,,,Repeal some of it,Repeal some of it or repeal all of it,Less than 100k,"Under $30,000",Less than 50k,"Under $30,000",Less than 50 thousand,"Under $50,000 and non white",,The economy,,No,All others,No,,,,,,45+,65+,Men with children,Democrat,Black Democrat,Black Democrat,Democrat,Non-White Democrats,Liberal,85.0,Barack Obama,Has a vision for the future,Black,Black,State questionnaire,Black,South,,,,Timothy Kaine,Male,Black men,Non married men,"Cities 10,000-50,000",Small Cities/Rural, Virginia,,Election day exit poll,Just today,Just today or in the last few days,Just today or in the last few days or in October,Version 1,,,,,,,Town,Rural,Rural,Downscale,22903.0,1.02144825458527
61354.0,,,65+,60+,45+,60+,65+,65 or over,Black 60+,Black 60+,Black 65+,,,,Complete,,Call 3,5.0,,,Yes,,,,,Rising prices,,,,,,,Favorable,Unfavorable,Better today,4.0,Government should do more to solve problems,,,,Repeal some of it,Repeal some of it or repeal all of it,Less than 100k,"Under $30,000",Less than 50k,"Under $30,000",Less than 50 thousand,"Under $50,000 and non white",,The economy,,No,All others,No,,,,,,45+,65+,Men with children,Democrat,Black Democrat,Black Democrat,Democrat,Non-White Democrats,Liberal,85.0,Barack Obama,Has a vision for the future,Black,Black,State questionnaire,Black,South,,,,Timothy Kaine,Male,Black men,Non married men,"Cities 10,000-50,000",Small Cities/Rural, Virginia,,Election day exit poll,Just today,Just today or in the last few days,Just today or in the last few days or in October,Version 1,,,,,,,Town,Rural,Rural,Downscale,22903.0,1.02144825458527
58843.0,,,45-65,30-59,45+,45-59,50-64,50-59,Non Black 45-59,White 45-59,White 45-64,,,,Complete,,Call 3,5.0,,,No,,,,,The housing market,Some college/assoc. degree,No college degree,More than High school graduate,White no college degree,,,Favorable,Favorable,About the same,2.0,Government is doing too many things better left to businesses and individuals,,,,Repeal some of it,Repeal some of it or repeal all of it,Less than 100k,"$30,000 or more",50k or more,"$50,000 - $99,999",50 to 100 thousand,"Over $50,000 and white",,The economy,,No,All others,Yes,,,,,,45+,18-64,Men without children,Independent/Something else,Non-black non-Democrat,White Independent,Something else,White Independent,Moderate,68.0,Mitt Romney,Has a vision for the future,White,White,State questionnaire,White,South,,,,George Allen,Male,White men,Married men,Rural,Small Cities/Rural, Virginia,,Election day exit poll,Just today,Just today or in the last few days,Just today or in the last few days or in October,Version 1,,,No,,,,Extremely Low Density Rural,Rural,Rural,Downscale,22623.0,1.01278245449066
14410.0,,,30-44,30-59,18-44,30-44,40-49,40-44,Non Black 30-44,White 30-44,White 30-44,,,,Complete,,Call 1,1.0,,,No,,,,,Unemployment,College graduate,College graduate,More than High school graduate,White college degree,,,Favorable,Unfavorable,Better today,4.0,Government should do more to solve problems,,,,Repeal some of it,Repeal some of it or repeal all of it,100k or more,"$30,000 or more",50k or more,"$200,000 - $249,999",100 thousand or more,"Over $50,000 and white",,The economy,,No,All others,Yes,,,,,,18-44,18-64,Women without children,Republican,Non-black non-Democrat,All Republicans,Republican,White Republican,Moderate,50.0,Barack Obama,Shares my values,White,White,State questionnaire,White,South,,,,Timothy Kaine,Female,White women,Married women,Rural,Small Cities/Rural, Virginia,,Election day exit poll,In the last few days,Just today or in the last few days,Just today or in the last few days or in October,Version 1,,,No,,,,Low Density Rural,Rural,Rural,Upscale,22482.0,0.408171415328979
57847.0,,,45-65,30-59,45+,45-59,50-64,50-59,Black 45-59,Black 45-59,Black 45-64,,,,Complete,,Call 3,1.0,,,No,,,,,Unemployment,High school graduate,No college degree,High school graduate or less,Non white no college degree,,,Favorable,Unfavorable,About the same,4.0,Omit,,,,Expand it,Expand it or leave it as is,Less than 100k,"Under $30,000",Less than 50k,"Under $30,000",Less than 50 thousand,"Under $50,000 and non white",,Foreign policy,,,All others,No,,,,,,45+,18-64,Women without children,Independent/Something else,Black non-Democrat,Black Independent,Something else,All others,Moderate,50.0,Barack Obama,Cares about people like me,Black,Black,State questionnaire,Black,South,,,,Timothy Kaine,Female,Black women,Non married women,Rural,Small Cities/Rural, Virginia,,Election day exit poll,In the last few days,Just today or in the last few days,Just today or in the last few days or in October,Version 1,,,No,,,,Low Density Rural,Rural,Rural,Upscale,22482.0,0.467607349157333
34355.0,,,65+,60+,45+,60+,65+,65 or over,Non Black 60+,White 60+,White 65+,,,,Complete,,Call 2,9.0,,,No,,,,,,High school graduate,No college degree,High school graduate or less,White no college degree,,,,,About the same,3.0,Government is doing too many things better left to businesses and individuals,,,,,,Less than 100k,"Under $30,000",Less than 50k,"Under $30,000",Less than 50 thousand,"Under $50,000 and white",,Federal budget deficit,,,All others,No,,,,,,45+,65+,Men without children,Democrat,Non-black Democrat,White Democrat,Democrat,White Democrat,Moderate,77.0,Mitt Romney,Cares about people like me,White,White,National questionnaire,White,South,,,,George Allen,Male,White men,Non married men,Rural,Small Cities/Rural, Virginia,,Election day exit poll,In the last few days,Just today or in the last few days,Just today or in the last few days or in October,Version 1,,,Yes,,,,Low Density Rural,Rural,Rural,Very downscale,24630.0,1.86741077899933
38298.0,,,65+,60+,45+,60+,65+,65 or over,Non Black 60+,White 60+,White 65+,,,,Complete,,Call 2,5.0,,,No,,,,,Unemployment,High school graduate,No college degree,High school graduate or less,White no college degree,,,Unfavorable,Favorable,Worse today,2.0,Government should do more to solve problems,,,,Expand it,Expand it or leave it as is,Less than 100k,"Under $30,000",Less than 50k,"Under $30,000",Less than 50 thousand,"Under $50,000 and white",,Federal budget deficit,,No,All others,Yes,,,,,,45+,65+,Women without children,Republican,Non-black non-Democrat,All Republicans,Republican,White Republican,Moderate,68.0,Mitt Romney,Cares about people like me,White,White,State questionnaire,White,South,,,,George Allen,Female,White women,Married women,Rural,Small Cities/Rural, Virginia,,Election day exit poll,In the last few days,Just today or in the last few days,Just today or in the last few days or in October,Version 1,,,Yes,,,,Extremely Low Density Rural,Rural,Rural,Downscale,22623.0,1.05557203292847
59339.0,,,30-44,30-59,18-44,30-44,30-39,30-39,Non Black 30-44,White 30-44,White 30-44,,,,Complete,,Call 3,9.0,,,No,,,,,,High school graduate,No college degree,High school graduate or less,White no college degree,,,,,About the same,3.0,Government is doing too many things better left to businesses and individuals,,,,,,Less than 100k,"$30,000 or more",50k or more,"$50,000 - $99,999",50 to 100 thousand,"Over $50,000 and white",,The economy,,No,All others,Yes,,,,,,18-44,18-64,Men without children,Independent/Something else,Non-black non-Democrat,White Independent,Independent,White Independent,Conservative,72.0,Virgil Goode,Cares about people like me,White,White,National questionnaire,White,South,,,,George Allen,Male,White men,Married men,Rural,Small Cities/Rural, Virginia,,Election day exit poll,In the last few days,Just today or in the last few days,Just today or in the last few days or in October,Version 1,,,No,,,,Low Density Rural,Rural,Rural,Very downscale,24354.0,1.10760951042175
59833.0,,,30-44,30-59,18-44,30-44,30-39,30-39,Non Black 30-44,White 30-44,White 30-44,,,,Complete,,Call 3,9.0,,,Yes,,,,,Rising prices,High school graduate,No college degree,High school graduate or less,White no college degree,,,Unfavorable,Favorable,Better today,3.0,Government should do more to solve problems,,,,Leave it as is,Expand it or leave it as is,100k or more,"$30,000 or more",50k or more,"$100,000 - $199,999",100 thousand or more,"Over $50,000 and white",,The economy,,No,Married with children,Yes,,,,,,18-44,18-64,Women with children,Republican,Non-black non-Democrat,All Republicans,Republican,White Republican,Conservative,62.0,Mitt Romney,Has a vision for the future,White,White,State questionnaire,White,South,,,,George Allen,Female,White women,Married women,Rural,Small Cities/Rural, Virginia,,Election day exit poll,In the last few days,Just today or in the last few days,Just today or in the last few days or in October,Version 1,,,No,,,,Extremely Low Density Rural,Rural,Rural,Very downscale,24171.0,1.05710005760193
