ID,AMD2FL14,GOVFL14,AGE,AGE3,AGE8,AGE45,AGE60,AGE65,AGEBLACK,AGEBYRACE,AGEBYRACE08,BACKSIDE,CALL,CDNUM,CRISTPARTY,CUBAN3,EDUC10,EDUCCOLL,EDUCHS,EDUCWHITE,FAVCRIST,FAVDEM2,FAVREP2,FAVSCOTT,GEOCODE,GOVTDO10,HEALTHCARE14,HILLVREP,IMMDEPORT,INC100K,INC30K,INC50K,INCOME3,INCOME4,INCOME14GEN,INCWHITE,ISIS14,ISSUE14,JBUSHPRES,MARRIED,NECWORR2,NECWORRY,OBAMA2,OBAMA4,OBAMAANG,OBAMAANG2,OVER45,OVER65,PARTY,PARTYBLACK,PARTYBYRACE,PARTYID,PARTYSEX,PARTYWHITE,PHIL3,PRECINCT,PTYIDEO,PTYIDEO7,QRACE3,QRACEAI,QTYPE,RACE,RACEAI,RACEREL14,RCONGANG,RCONGANG2,REGION,REL5,RELIGN10,RELWHITE,RUBIOPRES,SAMESEXM12,SCOTTCONSRV,SCOTTHEALTH,SEX,SEXBYRACE,SEXWED,SIZEPLAC,SIZEPLC3,SPANISHQ,STANUM,TELEPOLL,TRACK,VERSION,WEIGHT,WHITEREL,WHNCLINC
90126.0,Yes,Charlie Crist,45-65,30-59,45-49,45+,45-59,40-49,Black 45-59,Black 45-59,Black 45-64,Complete,Call 3,4.0,,No,High school graduate,No college degree,High school graduate or less,Non white no college degree,,,,,1.0,,,,,,,,,,,,,,No,,,,,,,,45+,18-64,Republican,Black non-Democrat,All Republicans,Republican,Republican Men,All others,Moderate,44.0,Conservative Republicans,Mod./Liberal Republicans,Black,Black,National questionnaire,Black,Black,,,,South,None,None,,,,,,Male,Black men,,"Cities over 500,000","Cities over 50,000",English,Florida,Election day exit poll,,Version 5,0.56205826997757,Non-white,No
64867.0,Yes,Charlie Crist,30-44,30-59,30-39,18-44,30-44,30-39,Non-Black 30-44,White 30-44,White 30-44,Complete,Call 1,7.0,,No,College graduate,College graduate,More than High school graduate,White college degree,,,,,2.0,,,Hillary Clinton,,Less than 100k,"$30,000 or more",Less than 50k,Less than 50 thousand,"Under $50,000","$30,000-$49,999","Under $50,000 and white",,,,No,,,,,,,18-44,18-64,Democrat,Non-black Democrat,White Democrat,Democrat,Democratic Women,White Democrat,Liberal,108.0,Liberal Democrats,Liberal Democrats,White,White,National questionnaire,White,White,,,,South,Protestant/Other Non-Catholic Christian,Other christian,Protestant/Other Non-Catholic Christian,,,,,Female,White women,Non married women,"Cities 50,000-500,000","Cities over 50,000",English,Florida,Election day exit poll,,Version 3,0.599995255470276,White Protestants,No
56431.0,Yes,Charlie Crist,45-65,60+,60-64,45+,60+,50-64,Non-Black 60+,White 60+,White 45-64,Complete,Call 1,22.0,,No,Some college/assoc. degree,No college degree,More than High school graduate,White no college degree,,,,,5.0,,,,,Less than 100k,"$30,000 or more",Less than 50k,Less than 50 thousand,"Under $50,000","$30,000-$49,999","Under $50,000 and white",,,No,,,,,,,,45+,18-64,Independent/Something else,Non-black non-Democrat,White Independent,Independent,Independent Men,White Independent,Moderate,84.0,Moderate/Liberal Republicans,Moderate Independents,White,White,National questionnaire,White,White,,,,South,Catholic,Catholic,Catholic,,,,,Male,White men,,Suburbs,Suburbs,English,Florida,Election day exit poll,,Version 5,0.470160037279129,White Catholics,Yes
90048.0,Yes,Charlie Crist,18-29,18-29,25-29,18-44,18-29,25-29,Non-Black 18-29,White 18-29,White 18-29,Complete,Call 3,20.0,,No,College graduate,College graduate,More than High school graduate,White college degree,,,,,5.0,,,It depends,,100k or more,"$30,000 or more",50k or more,100 thousand or more,"$100,000-$199,999","$100,000-$199,999","Over $50,000 and white",,,,No,,,,,,,18-44,18-64,Democrat,Non-black Democrat,White Democrat,Democrat,Democratic Men,White Democrat,Conservative,12.0,Moderate/Conservative Democrats,Mod/Conserv. Democrats,White,White,National questionnaire,White,White,,,,South,Protestant/Other Non-Catholic Christian,Other christian,Protestant/Other Non-Catholic Christian,,,,,Male,White men,Non married men,"Cities 50,000-500,000","Cities over 50,000",English,Florida,Election day exit poll,,Version 3,0.436439335346222,White Protestants,No
56360.0,Yes,Charlie Crist,30-44,30-59,40-44,18-44,30-44,40-49,Non-Black 30-44,White 30-44,White 30-44,Complete,Call 1,22.0,,No,Postgraduate study,College graduate,More than High school graduate,White college degree,,,,,5.0,,,,,100k or more,"$30,000 or more",50k or more,100 thousand or more,"$200,000 or more","$200,000 or more","Over $50,000 and white",,,No,,,,,,,,18-44,18-64,Democrat,Non-black Democrat,White Democrat,Democrat,Democratic Women,White Democrat,Liberal,86.0,Liberal Democrats,Liberal Democrats,White,White,National questionnaire,White,White,,,,South,Jewish,Jewish,Jewish,,,,,Female,White women,,Suburbs,Suburbs,English,Florida,Election day exit poll,,Version 5,0.35223001241684,White Jewish,No
56350.0,Yes,Charlie Crist,65+,60+,65 or over,45+,60+,65+,Non-Black 60+,White 60+,White 65+,Complete,Call 1,22.0,,No,Postgraduate study,College graduate,More than High school graduate,White college degree,,,,,5.0,,,Hillary Clinton,,,,,,,,,,,,No,,,,,,,45+,65+,Independent/Something else,Non-black non-Democrat,White Independent,Independent,Independent Women,White Independent,Liberal,84.0,Moderate/Liberal Republicans,Liberal Independents,White,White,National questionnaire,White,White,,,,South,Jewish,Jewish,Jewish,,,,,Female,White women,Non married women,Suburbs,Suburbs,English,Florida,Election day exit poll,,Version 3,0.445831567049026,White Jewish,No
90018.0,Yes,Charlie Crist,45-65,30-59,45-49,45+,45-59,40-49,Non-Black 45-59,Latino 45-59,Latino 45-64,Complete,Call 3,22.0,,"Yes, Cuban",Some college/assoc. degree,No college degree,More than High school graduate,Non white no college degree,,,,,5.0,,,Hillary Clinton,,100k or more,"$30,000 or more",50k or more,100 thousand or more,"$200,000 or more","$200,000 or more","Over $50,000 and non white",,,,Yes,,,,,,,45+,18-64,Democrat,Non-black Democrat,Latino Democrat,Democrat,Democratic Women,Non-White Democrats,Moderate,86.0,Moderate/Conservative Democrats,Mod/Conserv. Democrats,Other,White,National questionnaire,Hispanic/Latino,Hispanic/Latino,,,,South,Protestant/Other Non-Catholic Christian,Other christian,,,,,,Female,Latino women,Married women,Suburbs,Suburbs,English,Florida,Election day exit poll,,Version 3,0.35223001241684,Non-white,No
56301.0,Yes,Charlie Crist,30-44,30-59,40-44,18-44,30-44,40-49,Black 30-44,Black 30-44,Black 30-44,Complete,Call 1,4.0,,No,College graduate,College graduate,More than High school graduate,Non white college degree,,,,,1.0,,,,,Less than 100k,"$30,000 or more",50k or more,50 to 100 thousand,"$50,000-$99,999","$50,000-$99,999","Over $50,000 and non white",,,No,,,,,,,,18-44,18-64,Democrat,Black Democrat,Black Democrat,Democrat,Democratic Women,Non-White Democrats,Liberal,41.0,Liberal Democrats,Liberal Democrats,Black,Black,National questionnaire,Black,Black,,,,South,None,None,,,,,,Female,Black women,,"Cities over 500,000","Cities over 50,000",English,Florida,Election day exit poll,,Version 5,0.504923224449158,Non-white,No
89951.0,Yes,Charlie Crist,30-44,30-59,30-39,18-44,30-44,30-39,Black 30-44,Black 30-44,Black 30-44,Not complete,Call 3,4.0,,No,,,,,,,,,1.0,,,,,,,,,,,,,,,,,,,,,,18-44,18-64,,,,,,,,44.0,,,Black,Black,National questionnaire,Black,Black,,,,South,,,,,,,,Female,Black women,,"Cities over 500,000","Cities over 50,000",English,Florida,Election day exit poll,,Version 3,0.532974541187286,,
73042.0,Yes,Charlie Crist,18-29,18-29,25-29,18-44,18-29,25-29,Non-Black 18-29,White 18-29,White 18-29,Complete,Call 2,20.0,,No,College graduate,College graduate,More than High school graduate,White college degree,,,,,5.0,,,,,Less than 100k,"$30,000 or more",50k or more,50 to 100 thousand,"$50,000-$99,999","$50,000-$99,999","Over $50,000 and white",,,No,,,,,,,,18-44,18-64,Democrat,Non-black Democrat,White Democrat,Democrat,Democratic Men,White Democrat,Moderate,12.0,Moderate/Conservative Democrats,Mod/Conserv. Democrats,White,White,National questionnaire,White,White,,,,South,None,None,None,,,,,Male,White men,,"Cities 50,000-500,000","Cities over 50,000",English,Florida,Election day exit poll,,Version 5,0.436439335346222,White none,No
56193.0,Yes,Charlie Crist,45-65,30-59,50-59,45+,45-59,50-64,Non-Black 45-59,White 45-59,White 45-64,Complete,Call 1,22.0,,No,College graduate,College graduate,More than High school graduate,White college degree,,,,,5.0,,,Hillary Clinton,,,,,,,,,,,,,,,,,,,45+,18-64,Democrat,Non-black Democrat,White Democrat,Democrat,Democratic Women,White Democrat,Moderate,86.0,Moderate/Conservative Democrats,Mod/Conserv. Democrats,White,White,National questionnaire,White,White,,,,South,Jewish,Jewish,Jewish,,,,,Female,White women,,Suburbs,Suburbs,English,Florida,Election day exit poll,,Version 3,0.35223001241684,White Jewish,No
56175.0,Yes,Charlie Crist,65+,60+,65 or over,45+,60+,65+,Black 60+,Black 60+,Black 65+,Complete,Call 1,22.0,,No,No high school diploma,No college degree,High school graduate or less,Non white no college degree,,,,,5.0,,,Hillary Clinton,,Less than 100k,"Under $30,000",Less than 50k,Less than 50 thousand,"Under $50,000","Under $30,000","Under $50,000 and non white",,,,Yes,,,,,,,45+,65+,Democrat,Black Democrat,Black Democrat,Democrat,Democratic Women,Non-White Democrats,Conservative,84.0,Moderate/Conservative Democrats,Mod/Conserv. Democrats,Black,Black,National questionnaire,Black,Black,,,,South,Catholic,Catholic,,,,,,Female,Black women,Married women,Suburbs,Suburbs,English,Florida,Election day exit poll,,Version 3,0.488432258367538,Non-white,No
73007.0,Yes,Charlie Crist,45-65,60+,60-64,45+,60+,50-64,Non-Black 60+,White 60+,White 45-64,Complete,Call 2,17.0,,No,Some college/assoc. degree,No college degree,More than High school graduate,White no college degree,,,,,4.0,,,Hillary Clinton,,Less than 100k,"$30,000 or more",50k or more,50 to 100 thousand,"$50,000-$99,999","$50,000-$99,999","Over $50,000 and white",,,,Yes,,,,,,,45+,18-64,Independent/Something else,Non-black non-Democrat,White Independent,Independent,Independent Men,White Independent,Liberal,20.0,Moderate/Liberal Republicans,Liberal Independents,White,White,National questionnaire,White,White,,,,South,Catholic,Catholic,Catholic,,,,,Male,White men,Married men,"Cities 10,000-50,000",Small Cities/Rural,English,Florida,Election day exit poll,,Version 3,0.565473556518555,White Catholics,No
56065.0,Yes,Charlie Crist,65+,60+,65 or over,45+,60+,65+,Non-Black 60+,White 60+,White 65+,Complete,Call 1,22.0,,No,Some college/assoc. degree,No college degree,More than High school graduate,White no college degree,,,,,5.0,,,,,Less than 100k,"$30,000 or more",Less than 50k,Less than 50 thousand,"Under $50,000","$30,000-$49,999","Under $50,000 and white",,,No,,,,,,,,45+,65+,Democrat,Non-black Democrat,White Democrat,Democrat,Democratic Women,White Democrat,Liberal,84.0,Liberal Democrats,Liberal Democrats,White,White,National questionnaire,White,White,,,,South,Jewish,Jewish,Jewish,,,,,Female,White women,,Suburbs,Suburbs,English,Florida,Election day exit poll,,Version 5,0.445831567049026,White Jewish,Yes
72875.0,Yes,Charlie Crist,18-29,18-29,25-29,18-44,18-29,25-29,Non-Black 18-29,White 18-29,White 18-29,Complete,Call 2,17.0,,No,Some college/assoc. degree,No college degree,More than High school graduate,White no college degree,,,,,4.0,,,,,Less than 100k,"$30,000 or more",50k or more,50 to 100 thousand,"$50,000-$99,999","$50,000-$99,999","Over $50,000 and white",,,No,,,,,,,,18-44,18-64,Democrat,Non-black Democrat,White Democrat,Democrat,Democratic Women,White Democrat,Liberal,20.0,Liberal Democrats,Liberal Democrats,White,White,National questionnaire,White,White,,,,South,None,None,None,,,,,Female,White women,,"Cities 10,000-50,000",Small Cities/Rural,English,Florida,Election day exit poll,,Version 5,0.594094634056091,White none,No
64362.0,Yes,Charlie Crist,45-65,60+,60-64,45+,60+,50-64,Black 60+,Black 60+,Black 45-64,Complete,Call 1,7.0,,No,College graduate,College graduate,More than High school graduate,Non white college degree,,,,,2.0,,,Hillary Clinton,,100k or more,"$30,000 or more",50k or more,100 thousand or more,"$100,000-$199,999","$100,000-$199,999","Over $50,000 and non white",,,,No,,,,,,,45+,18-64,Democrat,Black Democrat,Black Democrat,Democrat,Democratic Women,Non-White Democrats,Liberal,108.0,Liberal Democrats,Liberal Democrats,Black,Black,National questionnaire,Black,Black,,,,South,Protestant/Other Non-Catholic Christian,Protestant,,,,,,Female,Black women,Non married women,"Cities 50,000-500,000","Cities over 50,000",English,Florida,Election day exit poll,,Version 3,0.669925928115845,Non-white,No
89613.0,Yes,Charlie Crist,45-65,30-59,50-59,45+,45-59,50-64,Non-Black 45-59,White 45-59,White 45-64,Complete,Call 3,22.0,,No,No high school diploma,No college degree,High school graduate or less,White no college degree,,,,,5.0,,,It depends,,,,,,,,,,,,Yes,,,,,,,45+,18-64,Republican,Non-black non-Democrat,All Republicans,Republican,Republican Men,White Republican,,84.0,,,White,White,National questionnaire,White,White,,,,South,Catholic,Catholic,Catholic,,,,,Male,White men,Married men,Suburbs,Suburbs,English,Florida,Election day exit poll,,Version 3,0.461317867040634,White Catholics,
55883.0,Yes,Charlie Crist,30-44,30-59,30-39,18-44,30-44,30-39,Black 30-44,Black 30-44,Black 30-44,Complete,Call 1,20.0,,No,Postgraduate study,College graduate,More than High school graduate,Non white college degree,,,,,5.0,,,,,100k or more,"$30,000 or more",50k or more,100 thousand or more,"$100,000-$199,999","$100,000-$199,999","Over $50,000 and non white",,,No,,,,,,,,18-44,18-64,Democrat,Black Democrat,Black Democrat,Democrat,Democratic Men,Non-White Democrats,Moderate,12.0,Moderate/Conservative Democrats,Mod/Conserv. Democrats,Black,Black,National questionnaire,Black,Black,,,,South,Protestant/Other Non-Catholic Christian,Other christian,,,,,,Male,Black men,,"Cities 50,000-500,000","Cities over 50,000",English,Florida,Election day exit poll,,Version 5,0.423441827297211,Non-white,No
89549.0,Yes,Charlie Crist,18-29,18-29,25-29,18-44,18-29,25-29,Black 18-29,Black 18-29,Black 18-29,Not complete,Call 3,4.0,,No,,,,,,,,,1.0,,,,,,,,,,,,,,,,,,,,,,18-44,18-64,,,,,,,,44.0,,,Black,Black,National questionnaire,Black,Black,,,,South,,,,,,,,Female,Black women,,"Cities over 500,000","Cities over 50,000",English,Florida,Election day exit poll,,Version 3,0.601824879646301,,
89513.0,Yes,Charlie Crist,18-29,18-29,25-29,18-44,18-29,25-29,Non-Black 18-29,White 18-29,White 18-29,Complete,Call 3,22.0,,No,Some college/assoc. degree,No college degree,More than High school graduate,White no college degree,,,,,5.0,,,Hillary Clinton,,Less than 100k,"$30,000 or more",Less than 50k,Less than 50 thousand,"Under $50,000","$30,000-$49,999","Under $50,000 and white",,,,No,,,,,,,18-44,18-64,Democrat,Non-black Democrat,White Democrat,Democrat,Democratic Women,White Democrat,Liberal,86.0,Liberal Democrats,Liberal Democrats,White,White,National questionnaire,White,White,,,,South,None,None,None,,,,,Female,White women,Non married women,Suburbs,Suburbs,English,Florida,Election day exit poll,,Version 3,0.397731512784958,White none,Yes
55798.0,Yes,Charlie Crist,45-65,30-59,45-49,45+,45-59,40-49,Non-Black 45-59,White 45-59,White 45-64,Complete,Call 1,22.0,,No,Postgraduate study,College graduate,More than High school graduate,White college degree,,,,,5.0,,,Hillary Clinton,,100k or more,"$30,000 or more",50k or more,100 thousand or more,"$200,000 or more","$200,000 or more","Over $50,000 and white",,,,Yes,,,,,,,45+,18-64,Democrat,Non-black Democrat,White Democrat,Democrat,Democratic Men,White Democrat,Liberal,86.0,Liberal Democrats,Liberal Democrats,White,White,National questionnaire,White,White,,,,South,Jewish,Jewish,Jewish,,,,,Male,White men,Married men,Suburbs,Suburbs,English,Florida,Election day exit poll,,Version 3,0.371450752019882,White Jewish,No
89414.0,Yes,Charlie Crist,45-65,60+,60-64,45+,60+,50-64,Non-Black 60+,All others,All others,Complete,Call 3,22.0,,No,Some college/assoc. degree,No college degree,More than High school graduate,Non white no college degree,,,,,5.0,,,Hillary Clinton,,Less than 100k,"Under $30,000",Less than 50k,Less than 50 thousand,"Under $50,000","Under $30,000","Under $50,000 and non white",,,,No,,,,,,,45+,18-64,Democrat,Non-black Democrat,All Other,Democrat,Democratic Women,Non-White Democrats,Moderate,84.0,Moderate/Conservative Democrats,Mod/Conserv. Democrats,Other,Other,National questionnaire,Other,Other,,,,South,,,,,,,,Female,All other races,Non married women,Suburbs,Suburbs,English,Florida,Election day exit poll,,Version 3,0.445831567049026,Non-white,No
89361.0,Yes,Charlie Crist,45-65,60+,60-64,45+,60+,50-64,Non-Black 60+,White 60+,White 45-64,Complete,Call 3,22.0,,No,College graduate,College graduate,More than High school graduate,White college degree,,,,,5.0,,,,,Less than 100k,"$30,000 or more",50k or more,50 to 100 thousand,"$50,000-$99,999","$50,000-$99,999","Over $50,000 and white",,,No,,,,,,,,45+,18-64,Democrat,Non-black Democrat,White Democrat,Democrat,Democratic Men,White Democrat,Moderate,84.0,Moderate/Conservative Democrats,Mod/Conserv. Democrats,White,White,National questionnaire,White,White,,,,South,Protestant/Other Non-Catholic Christian,Mormon,Protestant/Other Non-Catholic Christian,,,,,Male,White men,,Suburbs,Suburbs,English,Florida,Election day exit poll,,Version 5,0.470160037279129,White Protestants,No
55622.0,Yes,Charlie Crist,30-44,30-59,30-39,18-44,30-44,30-39,Black 30-44,Black 30-44,Black 30-44,Complete,Call 1,20.0,,No,College graduate,College graduate,More than High school graduate,Non white college degree,,,,,5.0,,,Hillary Clinton,,Less than 100k,"$30,000 or more",50k or more,50 to 100 thousand,"$50,000-$99,999","$50,000-$99,999","Over $50,000 and non white",,,,Yes,,,,,,,18-44,18-64,Democrat,Black Democrat,Black Democrat,Democrat,Democratic Men,Non-White Democrats,Liberal,12.0,Liberal Democrats,Liberal Democrats,Black,Black,National questionnaire,Black,Black,,,,South,Protestant/Other Non-Catholic Christian,Other christian,,,,,,Male,Black men,Married men,"Cities 50,000-500,000","Cities over 50,000",English,Florida,Election day exit poll,,Version 3,0.423441827297211,Non-white,No
55552.0,Yes,Charlie Crist,45-65,30-59,45-49,45+,45-59,40-49,Non-Black 45-59,White 45-59,White 45-64,Complete,Call 1,22.0,,No,College graduate,College graduate,More than High school graduate,White college degree,,,,,5.0,,,,,Less than 100k,"$30,000 or more",50k or more,50 to 100 thousand,"$50,000-$99,999","$50,000-$99,999","Over $50,000 and white",,,No,,,,,,,,45+,18-64,Democrat,Non-black Democrat,White Democrat,Democrat,Democratic Women,White Democrat,Liberal,86.0,Liberal Democrats,Liberal Democrats,White,White,National questionnaire,White,White,,,,South,Protestant/Other Non-Catholic Christian,Other christian,Protestant/Other Non-Catholic Christian,,,,,Female,White women,,Suburbs,Suburbs,English,Florida,Election day exit poll,,Version 5,0.35223001241684,White Protestants,No
